,Question,Answer
0,虽然说公司的股价由二级市场决定，但股价是公司经营的一个表象，请问管理层对回报投资者持有怎样的态度？,您好，感谢您的关注。公司有信心通过企业的良好经营，包括好的运作和外围增长的方式，让公司的市值蒸蒸日上，使广大投资者实现收益。谢谢！
1,贵公司员工一个月能挣多少？,您好，感谢您的关注。公司有严格的薪酬管理体系，各个岗位的薪酬水平不尽相同。谢谢！
2,公司募集资金投向项目进展如何，是否顺利?预计多久可以收回投资?,您好，感谢您额关注。公司募集资金投资项目建设的相关情况请您关注公司各期定期报告，谢谢！
3,请问公司在财务结构上有什么不足，打算采取哪些举措。,你好，感谢对公司的关注。公司一直努力持续提高经营及管理水平，不断完善公司的财务状况，谢谢。
4,请问公司上一季生产经营状况如何？与去年同期相比如何呢？,你好，感谢对公司的关注。公司一季度销售收入较上年同期增加２.５８%，具体请关注已披露的一季度情况。谢谢。
5,今年人工费用是否还会出现阶段性上涨？,你好，感谢对公司的关注。公司一直非常重视员工成长与分享，随着公司业务规模的不断增加，人工费用上涨应该是一个长期的趋势，今年人工费用还会出现上涨。谢谢。
6,公司的负债比率有多少？,你好，感谢对公司的关注，２０１６年末公司资产负债率为３３%。谢谢。
7,"同行业内有哪些主要竞争对手？公司采取了什么样的应对措施,在保持稳定增长的前提下不断做大做强?",您好，感谢您的关注。公司在智能一卡通行业处于行业龙头地位，公司在校园一卡通领域的主要竞争对手包括了新中新、浙江正元等公司。公司近年来依托成熟的高校信息化服务能力，不断创新服务形式与内容，打造以“高校互联网+”及大学生就业服务、创业人才服务为目标的“完美校园”服务平台，通过双边型平台建设，加速推进企业与高校、学生之间的链接，助力智慧型校园建设，推动公司快速发展成为领先的高校信息化、互联网及人才事业服务商。谢谢！
8,在给用户提供增值服务方面，公司做了哪些工作以增强对原有客户的锁定、新客户的拓展？,您好，感谢您的关注。2016年度公司依托成熟的高校信息化服务能力，不断创新服务形式与内容，打造以“高校互联网+”及大学生就业服务、创业人才服务为目标的“完美校园”服务平台，通过双边型平台建设，加速推进企业与高校、学生之间的链接，助力智慧型校园建设，推动公司快速发展成为领先的高校信息化、互联网及人才事业服务商。谢谢！
9,"公司采取了具体怎样的应对措施,在同业中不断做大做强?",您好，感谢您的关注。公司加大创新步伐，持续完善产品和服务，通过移动互联、大数据与职业教育推动大学生成才和就业，打造完整的人才培养生态链。公司以创新思维统领发展，着力实现客户满意、员工成长及市值增长的三大目标。公司不断完善行业应用平台建设，提升智能终端核心技术开发及产业化能力，以丰富的线下应用解决方案为基础，快速形成基于高校的移动互联网综合服务能力。同时，公司继续积极布局移动互联网和职业教育领域，为高校大学生提供基于线上和线下的职业培训、就业服务、创业孵化，打造公司全方位的高校移动互联网生态圈。同时，公司不断完善内部的激励机制和监督机制，加强人才队伍建设，提升公司治理水平，实现规范与发展同步。此外，公司将加快行业并购步伐，通过机会把握和风险规避，不断提升公司的综合竞争力和盈利水平。谢谢！
10,公司未来3年发展前景如何?,您好，感谢您的关注。未来公司将继续依托成熟的高校信息化服务能力，不断创新服务形式与内容，打造以“高校互联网+”及大学生就业服务、创业人才服务为目标的“完美校园”服务平台，通过多边型平台建设，加速推进企业与高校、学生之间的链接，助力智慧型校园建设，推动公司快速发展成为领先的高校信息化、互联网及人才事业服务商。谢谢！
11,自从微博出现后，对于舆情的关注和扩散在一定程度上都有所放大，关于舆情的监控，公司有些什么样的手段？而在应对负面舆情的时候，又有什么样的应急措施？,您好，感谢您的关注。公司制定有《突发事件危机处理应急制度》、《重大信息内部报告制度》等相关内部控制制度，能有效防范和处理相关情况，谢谢！
12,你如何看待同行业其他公司的经营情况？在同行业竞争中，公司排名第几？你认为公司业绩增长的主要优势或障碍在哪里？,您好，感谢您的关注。公司在智能一卡通领域处于行业龙头地位。近年来， 公司依托成熟的高校信息化服务能力，不断创新服务形式与内容，打造以“高校互联网+”及大学生就业服务、创业人才服务为目标的“完美校园”服务平台，通过多边型平台建设，加速推进企业与高校、学生之间的链接，助力智慧型校园建设，推动公司快速发展成为领先的高校信息化、互联网及人才事业服务商。谢谢！
13,公司现阶段发展过程中有何不足？面临的最大挑战是什么？如果新客户在磨合期放弃与公司合作，公司有无应对措施？,您好，感谢您的关注。公司优质客户多、需求黏性大，自主研发和技术创新能力强，拥有符合个性化需求的一站式整体解决方案，并且具备贴近客户、高效响应的服务优势。与此同时，公司也面临着移动互联网业务、职业教育服务业务运营风险、研发、管理等风险，公司也制定了相关应对措施。谢谢！
14,在企业文化方面，公司有什么特色吗？,您好，感谢您的关注。新开普的核心价值观是共创价值、分享成功。我们以创造客户价值，帮助员工成长为核心经营理念；遵循不断提升产品技术水平，不断拓展新的行业应用的发展战略，致力于持续打造快速、高效、可靠的组织竞争力。新开普将持续助力智慧型校园建设，推动公司快速发展成为领先的高校信息化、互联网及人才事业服务商。谢谢！
15,新三板的扩容，带来了新的投资机会，你们公司在这方面有什么打算吗？,您好，感谢您的关注。新三板挂牌企业中有大量优秀的公司，公司如有相关投资计划，将及时披露。谢谢！
16,"国家要求实行经济节约型政策,公司具体是怎么做的?",你好，感谢您的关注。近年来，在国家重视节能减排、呼吁低碳生活的大环境下，教育部和住建部分别出台了相关政策要求校园大力建设节水、节电等智能化管控系统，节能减排成为推动绿色校园建设的一个重要任务。而公司主营业务一卡通系统中的智能水电管控功能可以较好的实现对资源的智能分析、计量和控制，实现资源节约。同时，公司制定有一系列规范制度，将环境保护、节能减排作为企业可持续发展的重要内容，不断提高资源综合利用水平，切实推进企业与环境的可持续、和谐发展。谢谢！
17,最近公司财务状况如何？,你好，感谢对公司的关注。公司经营稳健，财务状况良好，谢谢。
18,请问独立董事，您的履职情况如何，是否能真正保护了中小股东利益？,您好，感谢您的关注！本人作为新开普的独立董事，严格按照国家相关的法律法规和规章制度的要求，认真履行独立董事职责，充分发挥独立董事独立性作用，报告期内，本人利用参加董事会的机会及通过安排其他合理时间，对公司多次进行现场了解和检查，密切关注公司生产经营情况，持续关注公司的信息披露工作，维护了公司和股东尤其是中小股东的合法权益。
19,"公司的持续良性发展是投资者投资信心的有力保证,愿公司的发展能为投资者带来良好的回报!请问公司领导对今年有信心吗？",您好，感谢您的关注。我们对长远公司发展抱有十足信心！
20,"这几年社会道德严重滑坡,不讲诚信，为了个人利益突破道德底线的行为屡屡发生，你作为企业高管如何看待？",您好，感谢您的关注。新开普一贯奉行“共创价值，分享成功”的核心价值观，为股东创造更大价值，为社会创造更多财富。公司坚定的认为诚信经营是企业发展之本，新开普将始终紧绷诚信意识，规范公司行为，塑造诚信形象，紧抓行业发展机遇，完善产品结构，优化市场布局，同时努力增强自主研发和技术创新能力，支持公司未来可持续发展！谢谢！
21,希望公司在适当的时侯推出激励计划来聚集和挽留人才，保持公司的竞争力！,您好，感谢您的关注。公司已于2016年推出了公司限制性股票股权激励计划。谢谢！
22,近几年的固定资产，技术改造的投资效果如何，是否达到了预期的目标，不考虑市场因素，简单考虑毛利情况是否合理呀。,你好，近几年公司固定资产投入达到了预期的目标。谢谢
23,股价升等于做免费广告，有助于公司产品销量升、业绩升，形成良性循环。建议公司配合将股价做上去。,您好，感谢您的关注。公司有信心通过企业的良好经营，包括好的运作和外围增长的方式，让公司的市值蒸蒸日上，使广大投资者实现收益。谢谢！
