,Question,Answer
0,能简单的介绍下新项目的情况吗？,您好！公司研发的企业级物联网大数据平台全面实现数据的接入、存储、处理、交换和管理，提供完整的IOT闭环，可以快速构建多类物联网、产业互联网应用。谢谢。
1,公司去年主打产品的销量是多少？,您好！公司去年的主打产品是通信技术服务及软件工程，都是服务型产品，具体请见年报的“营业收入构成”。谢谢！
2,请问公司的分配预案达到承诺的分红比例吗？,您好！为完善和健全公司科学、持续、稳定的利润分配政策和机制，积极回报股东，公司已按照中国证监会有关要求，制定了明确详细的利润分配政策，本公司《公司章程》就现金分红的条件、分红的标准和比例、相关的决策程序和机制等作了详细完整的规定，在决策程序和决策机制上充分维护中小投资者的合法权益。报告期内，公司严格执行了利润分配政策。谢谢！
3,请问公司目前的研发机构有哪些？公司未来产品的研发与创新将如何进行？,您好！公司经过多年的开拓和积累，拥有专业的研发体系和稳定的核心团队。公司将根据未来市场发展实际情况，逐步加大研发投入，加强自主创新的研发能力，着力研发企业级大数据处理平台，增强企业核心竞争力。谢谢！
4,请问老总， 2016年存货是多少，存货增加的内容是哪些？,您好！2016年末存货的帐面余额4430万元，存货增加的主要是是半成品，具体请看年报的存货分类。谢谢！
5,公司募投项目，预期如何？是否谨慎？,您好！公司募投项目已结项，剩余闲置募集资金和超募资金均按照使用计划使用。本着对投资者负责，为公司增加业绩增长点，公司的投资项目均是经过充分调研论证、审慎投资的，希望未来能有所回报，谢谢！
6,公司是否会计划多元化发展？,您好！为顺应行业发展要求，结合自身在物联网相关行业的多年实践经验，公司定位于物联网、产业互联网IT服务商，目前已形成智能制造、现代农业、公共事业与流通、投资与海外业务四大业务群。同时，公司积极通过资本市场运作，实现“内生外延”并举的发展战略。未来，公司在继续深耕产业互联网IT服务现有业务的基础上，集中力量研发、推广企业级大数据处理平台，力图在政府、军工、高端制造、电力等领域开拓推广。谢谢。
7,公司截至目前为止都有哪些子公司和参股公司？,您好，截止2017年4月14日，公司有11家控股子公司，3家参股公司，具体请见公司公告，谢谢！
8,请问2017年全年预计销售目标是多少亿元？实现净利润的目标是多少亿元？,您好！公司管理层始终围绕2017年度经营计划，有序开展各项经营管理工作，努力将公司做大做强，回报广大投资者。谢谢。
9,新投资的项目今年能否为公司贡献利润？如有利润贡献，公司预计能实现多少利润？,您好！本着对投资者负责，为公司增加业绩增长点，公司的投资项目均是经过充分调研论证、审慎投资的，希望未来能有所回报，谢谢！
10,公司2016年管理费用较上年同期相比如何，原因是什么？2017年会下降吗？,您好！2016年管理费用较上年同期增长18.42%，一方面是由于合并范围的增加导致人工成本增加，另一方面是由于收购远江信息股权无形资产评估增值、研发转入无形资产使得无形资产摊销额增加。管理费用会与公司业务规模相匹配。
11,公司未来五年的目标是多少？能够实现吗？,您好，公司致力于打造产业互联网IT服务龙头企业。将现有细分业务领域做精做强，有计划地拓展其他传统和新兴产业。同时，积极通过资本运作，增厚经营业绩。我们继续努力地将公司做大做强，以可持续发展回报投资者，谢谢！ 
12,公司截止至今的产品有多少个种类？,您好！工作作为产业互联网IT服务商，在工程建设、交通与物流、智能家电、农业机械、软件服务、通信及轨道交通等支柱产业智慧化方面稳定布局，各业务领域均有多款相应产品，且在不断升级、改版中，谢谢！
13,请问老总公司今年净利润同比增长多少？而管理费用去用比去年同期的增长了多少呢？,"2016年度，公司归属于上市公司股东的净利润为9,737.66万元，较上年同期增长5,437.08%，管理费用12,614.79万元、较上年同期增长18.42%。"
