,Question,Answer
0,18年是否还会计提,感谢您的关注！预计18年不会计提商誉减值！
1,18年不会计提什么？能否说具体一些,您好。预计18年不会再计提并购商誉的减值准备。
2,目前为止公司军用无人机的订单额达到了多少,尊敬的投资者：您好。抱歉，您的问题不方便回答。在无人机业务上，公司争取全年获得5000-6000万订单。对此，我们充满信心。
3,广泰目前的市值仅仅40几亿，作为亚洲最大空港设备厂商、未来按照今天你们的解释口径广泰的无人机空间无限、消防报警市场巨大，那您作为广泰高管、实控家人，您觉得广泰市值多少才是合理，未来市值是否能过千亿？您及您的家人对你们一手创造出来的公司的价值几何是否做到心中有数，是否对市值达到千亿充满信心？,您好，感谢您对广泰的关注！广泰公司始终本着 “同顾客以双赢、与员工共发展、给股东以回报、对社会以贡献”的企业宗旨，“以技术为龙头、以市场为导向、以人才为根本、以管理打基础、以品牌闯天下”的经营理念，本人对公司的发展充满信心，在无人机和消防报警的巨大市场空间中，通过公司多年在研发、管理、生产、营销等方面的积淀，加以公司全体员工的共同努力，能够取得长足的发展。
4,无人机业务开展的怎样？2018年公司还要计商誉损失吗？,尊敬的投资者：您好。详见前面回复。
5,2018年公司的主要业绩驱动因素会有哪些,尊敬的投资者：您好。2018年公司预计空港设备业务、消防装备业务和消防报警业务将稳步增长，军工业务特别是无人机业务受益于军民融合政策将快速增长。详见公司年报“公司未来发展的展望”部分。
6,威海广泰近两年股价持续大幅下跌，跌幅居A股前列，在此情况下，2017年第三季度在考虑商誉减值的基础上做了业绩预增公告，且董秘在公开平台频频爆出公司利好消息，但第四季度业绩突然变脸，且公司更换评估机构、在长达近半年的时间拒绝回答投资者提问，在股价大幅下挫时无任何维稳迹象，请问作为公司总经理，是如何维护中小股东利益的,"您好，非常感谢您对公司的关注！公司于2018年1月31日披露了《2017年度业绩预告修正公告》，修正的主要原因是公司控股子公司全华时代业绩未达到预期，根据有关法律法规的规定，经过评估公司的评估和会计师事务所的商誉减值测试，公司将对全华时代进行商誉减值造成。修正公告符合相关规定，并在规定时间内履行了信息披露义务。作为公司总经理应勤勉尽责，在公司董事会的领导下，努力完成各项经营管理指标，以提高公司经营业绩为基础，给广大股东以回报。
"
7,通过广泰的发展及现今的地位，您觉得公司目前的市值是否能反映广泰的真实价值，二级市场低估还是高估了广泰目前的价值,尊敬的投资者：您好。二级市场股价受多种因素影响。公司行业前景看好，生产任务饱满，特别是军工业务发展空间巨大。我们有信心以优异的业绩回报投资者。
8,公司去年没有进行再融资，今年是否有再融资的考虑？,尊敬的投资者：您好。公司目前没有再融资计划。
9,军民融合将会给公司带来怎样的机遇与挑战,尊敬的投资者：您好。军民融合产业大幕已经拉开，这将是公司发展的重大机遇，民参军使公司进入了一个新的巨大的市场，公司将充分抓住政策红利，迅速扩大市场份额。
10,公司的销售渠道有哪些？公司有多少销售人员？,您好，公司空港设备业务、消防装备业务和军工业务主要是关注招标公告，然后公司参与投标的方式进行销售，消防报警业务主要采用代理商模式销售，未来会发展独立式报警器的零售业务。公司现有销售人员197人，将继续加强公司营销网络建设，提高市场竞争能力。感谢您的关注。
