,Question,Answer
0,公司一直说有信心实现公司转型及可持续健康发展，请问现在新一届管理层对公司的发展有何规划？,公司管理层将会尽最大努力经营好公司。谢谢您的关注和支持。
1,去年监管层要求现金分红，各交易所也发布了现金分红指引，公司怎么看，有这个打算吗？,公司严格按照《公司章程》、《分红政策及未来三年（2014-2016年）股东回报规划》的规定，结合公司实际经营情况，拟定2016年度不派发现金红利，不送红股，不以公积金转增股本。谢谢您的关注。
2,"公司的持续良性发展是投资者投资信心的有力保证,愿公司的发展能为投资者带来良好的回报!请问公司领导对今年有信心吗？",公司管理层将会尽最大努力经营好公司，后续请查阅公司定期报告，谢谢！
3,请问具体联系证券代表的电话是多少？,"联系电话为：0756--3383338,欢迎来电咨询。谢谢"
4,公司生产经营的季节性如何?哪个季节是旺季?,有，谢谢
5,公司2016年管理费用较上年同期相比如何，原因是什么？2017年会下降吗？,主要系公司收购北京轩翔思悦股权，合并财务报表，去年同期管理费用尚未并入合并财务报表所致，谢谢您的关注。
6,"去年有机构投资者去公司做调研吗,都是哪些？我们这些中小投资者在哪里能看到机构投资者的调研情况？",去年没有机构投资者来公司调研，感谢您的提问。
7,请问2017年全年预计销售目标是多少？实现净利润的目标是多少？,公司将努力经营好公司，公司2017年的业绩请到时查阅公司定期报告。谢谢您的提问！
8,去年底公司其他流动资产较年初变化情况，原因是什么？,去年底公司其他流动资产较年初变化情况主要是湖州子公司增值税留抵税额减少所致，谢谢您的提问。
9,公司截止目前的股东总人数是多少？,根据中小板上市公司信息披露的有关规定要求，公司会在定期报告中披露每个季度末的公司股东人数及股东情况，其他时间，公司股东可持持股证明及身份证明到公司查询，谢谢。 
10,一直指望公司会推出高送转方案，不知道今年是否有希望，什么时候能出预告？,暂时没有相关计划，谢谢您的关注。
11,公司的油墨业务和互联网广告业务是并行发展还是在一个领域深耕细作？主营业务是否有扩张计划？,公司的传统制造业与新媒体行业并举，在维持油墨化工业务的平稳发展的基础上，深入拓展互联网广告营销业务。暂时没有相关计划，谢谢您的关注。
12,董事长，您好。未来有无资产注入计划？,暂时没有相关计划，谢谢您的关注。
13,大股东旗下资产有注入上市公司的计划吗？,暂时没有相关计划，谢谢您的关注。
14,珠港澳大桥年底通车将对公司生产经营产生哪些影响？,暂时没有影响，谢谢您的关注。
15,公司或控股股东有在雄安新区设立项目或是开发计划吗？,"暂时没有相关计划，谢谢您的关注。
"
16,对于提升公司核心竞争力，公司是否有股权激励措施或员工持股计划？,暂时没有相关计划，谢谢您的关注。
17,请问公司有无通过发行债券等形式进行募资的计划？有无设立并购基金收购标的的计划？,没有，谢谢
