,Question,Answer
0,看年报上你们海外业务都过亿了？是一带一路区域么？,您好，感谢对公司的关注。公司目前进驻的海外市场分别有阿尔及利亚、马来西亚、巴基斯坦和印尼四个地区，2017年实现营业收入1.11亿元，占营业收入总量的0.75%。谢谢！
1,请站在独立董事的角度评价一下这家公司，您的专业态度和点评对我很重要！,您好，感谢对公司的关注。作为独立董事，我认为西部建设坚持合规经营，遵守商业道德，以诚信、稳健和高效运营，公司未来发展前景较好。此外，股东对公司的支持力度也非常大。谢谢！
2,去年资金管理工作做的怎么样？,您好，感谢对公司的关注。2017年，公司全年收款141.2亿元，同比增长43%；完成结算额150.9亿元，同比提升31%，结算周期压缩了14天；全年诉讼清欠回款同比提升43%。获得银行综合授信160.92亿元，年末公司债务结构稳定健康，资产负债率63.2%，较上年同期降低4个百分点，降杠杆减负债初见成效。谢谢！
3,请问去年公司的财务费用多少？,您好，感谢对公司的关注。2017年，公司发生财务费用1.89亿元，同比下降2.59%。谢谢！
4,公司今年怎么分红？分配预案达到承诺的分红比例了吗？跟过去两年相比怎么样？,"您好，感谢对公司的关注。公司按照监管要求，严格执行《公司章程》确定的现金分红政策以及股东大会审议批准的分红方案，历年的利润分配方案均达到了承诺的分红比例。
公司2017年度利润分配以2017年12月31日的公司总股本1,262,354,304股为基数，向全体股东每10股派发现金红利0.70元（含税），共计8836.48万元。
2016年以2016年12月31日的公司总股本1,032,234,050股为基数，向全体股东每10股派发现金红利0.65元（含税），共计6709.52万元。
2015年以2015年12月31日的公司总股本516,117,025股为基数，向全体股东每10股派发现金红利1.00元（含税），以资本公积金向全体股东每10股转增10股，现金分红共计5161.17万元。谢谢！"
5,新疆地区去年业绩怎么样？,您好，感谢对公司的关注。2017年，新疆地区实现营业收入16.16亿元，同比增长14.96%。谢谢！
6,公司现在基建项目占比多少？,您好，感谢对公司的关注。2017年，公司基础设施项目签约额90.6亿元，同比增长131%，占签约总额的33.9%；销售额34.7亿元，同比增长61%，占销售总额的23%。谢谢！
7,请领导分享下2017年主要经营数据，谢谢！,您好，感谢对公司的关注。2017年实现签约额267.3亿元，同比增长45%；实现营业收入149.2亿元，同比增长29.41%；全年收款141.2亿元，为重组以来最高值，同比增长43%。谢谢！
8,相关资讯表示混凝土研究技术试用能减少水泥的用量，这方面的突破能否为公司毛利率得到提升？近期是否有这方面技术的研发？,您好，感谢对公司的关注。公司一直致力于在保证混凝土质量及耐久性的前提下，研发并应用绿色混凝土技术，以减少碳排放和工业污染，推进科技成果共享与转化，助力提升盈利水平。谢谢！
9,你们的定增发完了么？具体情况如何？,"您好，感谢对公司的关注。公司非公开发行工作与2017年12月顺利完成，共增发股份230,120,254股，募集资金20.25亿元。本次非公开发行市场反应强烈，投资者积极参与申购，最终发行价格确定为8.80元/股，为本次发行底价的107.84%，谢谢！"
10,你们西部建设现在到底都有哪些业务啊？,"您好，感谢对公司的关注。公司的经营范围为：高性能预拌砼的生产、销售及其新技术、新工艺的研究开发与推广；新型建材及化工材料的研究及生产应用。公司自设立以来，一直专业从事高性能预拌混凝土的生产和销售，主营业务未发生变化。
        作为国内规模领先的以商品混凝土为主业的上市公司，公司在发展核心业务的基础上，逐步形成了以混凝土生产为核心，辐射水泥、外加剂、预拌砂浆、矿粉、砂石骨料、物流运输、检测及建筑工业化、资源综合利用等业务。基本建立了“技术研发+资源储备+生产+销售+服务”的产业链条。谢谢！
"
11,请问独立董事，去年做了哪些工作，是否能真正保护中小股东利益？,您好，感谢对公司的关注。本人作为公司独立董事，2017年严格按照中国证监会的相关规定及《公司章程》、《董事会议事规则》和《独立董事工作制度》开展工作，认真履职、勤勉尽责，对公司非公开发行股票相关事项、关联交易、对外担保、变更会计估计等重大决策等方面发表了独立、客观、专业的意见，均得到了公司的采纳。对公司财务及生产经营活动进行了有效监督，提高了公司决策的科学性，为完善公司监督机制，维护公司和全体股东尤其是中小股东的合法权益发挥了应有的作用。独立董事全年就关联交易、内部控制、非公开发行股票等事宜发表10次独立意见和3次事前认可意见。谢谢！
