,Question,Answer
0,仔细查阅年报发现其实从公司上市以来内在业绩真实增长不多，主要来源外部并购。公司今年是否有信心完成并购的业绩承诺  金点园林今年还差2.4亿才能达到3年5.2亿元，绿之源0.22亿，原美尚股权激励三年增加45%达到1.5-1.6亿,公司在正常推进公司自身业务的同时，充分发挥与金点园林的协同效应，加快跨区域拓展业务能力，整合双方优势资源，积极拓展了华北、西南、华中等区域业务，协同效益日益显现。2018年公司将加快各项目落地速度，为公司业绩持续发展提供有力保障。
1,公司的增发计划目前紧张如何，大概什么时候能申报证监会,您好，正在正常推进中，有关进展情况请关注公司后续公告！
2,王总夫妇最近是否有减持股份的计划,您好，根据相关规定，公司实际控制人减持前会提前披露减持计划公告，您可以届时关注公司公告！
3,请问钱总，公司财务状况怎么样？您减持是因为什么原因？,你好，谢谢提问，公司财务状况在年报中有详细信息，具体可见2017年度报告；个人减持是个人的资金需求。
4,想问下，看情况公司并不差钱，还买理财了，那么为何要股票质押发行债券？,您好，在不影响公司正常经营的情况下，对闲置自有资金进行现金管理是为了充分提高资金的使用效率，提供公司的资产回报率。股票质押是股东个人资金需求，并不冲突。感谢您对公司的关注！
5,请问公司目前的研发机构有哪些？公司未来产品的研发与创新将如何进行？,公司充分利用收购绿之源后获得的技术研发及人才优势，以公司研发中心为基础，梳理已有的生态修复技术，建立了公司生态修复与重构和景观再生技术体系，同时结合上海苗木研发基地丰富的植物资源与培育经验，打造了公司完备的生态景观技术研发平台。2017年，公司推出了“木趣、生态花海、矿山（边坡）数目生态修复体系”三大全新产品。2018年公司将继续加强生态修复与重构和景观再生核心技术体系构建，积极探索人工智能化生态景观设备的研发，形成更多更具竞争力的差异化技术与产品，满足项目应用与市场拓展的需求，提升公司在行业中的核心竞争力。
6,公司截止目前的股东总人数是多少？,截止2018年1月末公司股东总数为14833人，公司将在定期报告中披露股东人数，可届时关注！
7,2018年公司是否考虑对高管实行股权激励，如果有的话大概什么时候实行？,公司已于2016年实施了限制性股票激励计划，并与2017年推出了公司第一期员工持股计划，对于员工的股权激励公司将根据具体情况、时间和相应规则研究决定。
8,公司预计2018年业绩较去年同期是上升还是下降？若上升，则增幅是多少？,你好，谢谢提问，根据相关规则，只能预测下一季度的业绩并进行相关公告，全年的业绩情况，请关注后续的相关公告。
9,请问公司今年是否有对外扩张的打算？今年公司在市场开拓方面有什么计划？能否详细谈谈？谢谢,相关内容已在公司2017年度报告第四节中进行披露，敬请关注。
10,公司目前在行业排名如何？2018公司的业绩和房地产眼下的形式会有关系吗？,目前公司没有了解到行业排名情况。根据公司2017年度报告，公司主营业务中生态修复与重构占营业收入比重41.74%，市政园林景观占比24.05%，设计和养护占比2.97%，地产园林景观占比30.80%。房地产市场的景气度会在一定程度上影响公司业绩，但公司的主要收入来自于政府投资为主体的市政园林和生态修复项目。
11,公司现在负债总额是多少？每年负债的利息是多少？,你好，谢谢提问，公司现在负债总额是40.19亿元，2017、2016年度的利息支出分别是8206万元、3053万元。
12,对比公司上市时的股价，以现在的股价，您觉得公司还有投资价值吗？,公司股价由市场决定，受多方面因素影响，公司目前经营正常，健康发展。公司是否有投资价值由每位投资者根据自己的投资理念进行判断。
13,公司的规模优势具体会体现在哪些方面？公司的品牌如何管理？互相间的市场是否有重合以及竞争关系？如何增强各品牌间的凝聚力？,公司主营业务为生态修复与重构和园林景观，全资子公司金点园林为西南地区实力雄厚的园林景观公司，主营业务为地产园林和市政园林，全资子公司绿之源是一家专业从事高徒边坡生态复绿、矿山恢复等特殊困难立地条件生态景观建设的研发型企业，公司充分发挥与子公司之间的协同效应，完善公司园林景观业务领域及生态修复与重构产业链布局，夯实了各业务之间的基础，实现大行业全方位覆盖。
14,公司当前有无对外担保，总额是多少，占公司净资产的比例是多少？,你好，谢谢提问，公司当前除有对子公司的担保外，无对外担保，对子公司的担保具体明细可见2017年度报告。
15,高管请诚恳地回答，您认为小股东对公司的作用是什么样的？,小股东和公司所有的股东一样享有平等的权利，如每次股东大会都会对中小股东的表决情况进行单独披露，小股东对于监督公司治理具有重要的作用。
16,公司近一年来取得了哪些专利或荣誉？,截止2017年末，公司累计取得专利79项，其中，发明专利22项，实用新型49项，外观设计专利8项。公司承接的项目获评“扬子杯”、“华东杯”等多项奖项。
17,公司如何规避各种风险，如产品质量、资金、管理等，减少各种负面事件？,你好，谢谢提问，公司有各项管理制度，有各项内部控制制度，加强事前、事中、事后的管理，有效规避各种风险。
18,看了公司公告，2017年业绩是否完成既定目标呢？公司对于2018年业绩有什么期望呢？,"2017年基本完成既定目标，报告期内，公司实现营业收入230,365.15万元，比上年同期增长118.38%；实现营业利润34,293.41万元，比上年同期增长38.59%；实现归属于母公司净利润28,411.70万元，比上年同期增长35.95%。2018年公司将继续以“创造生态价值，传送景观享受”为企业使命，坚持“不驰于空想，不鹜于虚声”的工作理念，践行“美丽中国”发展战略，紧紧抓住国内生态景观建设市场快速发展的机遇，充分发挥“研发、施工、投融资”三大平台优势，使公司成为一个智慧型的管理平台。在生态修复与重构领域精耕细作，不断强化研发创新，完善生态治理与景观再生综合技术体系，探索生态景观设备人工智能化应用，强化升级公司生态旅游和特色小镇运营能力，成为生态景观行业的标杆企业。"
19,公司近一年哪些业务增长较快？原因是什么？,收益于国家大力推行PPP、EPC项目，公司PPP、EPC项目拓展顺利，有较快的增长。
20,公司是否具备长期投资的价值？你是怎么看的？ 如果有机会，你会增持吗？,公司管理层将不忘初心，努力经营，创造更好的业绩回报投资者！
21,我想知道，公司有哪些无形资产？,你好，谢谢提问，公司无形资产有申请的专利权和购买的软件版权。
22,王总新年好，请问新的一年，公司的增长点主要在哪些方面,新年好！公司将坚持“不驰于空想，不鹜于虚声”的工作理念，紧紧抓住国内生态景观建设市场快速发展的机遇，充分发挥“研发、施工、投融资”三大平台优势，打造美尚生态智慧型的管理平台。2018年公司将精选PPP、EPC项目，加快落地速度；充分发挥PPP2.0商业模式优势，拓展特色小镇项目；强化投融资平台建设，为公司业务发展提供资金保障；新设西南运营中心和北京运营中心，继续加强区域化建设，增加公司业务、盈利中心。感谢您对公司的关注！
