,Question,Answer
0,人力、原材料、财务等各项费用里，公司最难控制的，最容易控制的是分别是什么？,您好，人力、原材料、财务等费用的控制在不同的产品和阶段的要求是不一样的，公司按照降本增效的原则进行成本控制。感谢您的提问！  
1,请问：公司产品的技术含量如何？专利多吗？行业垄断地位如何？ 那些项目能给公司带来利润增长点？预计是否能保持3年的增长？,您好，公司产品的技术含量都较高，也有一些专利，公司一直致力于打破垄断，取得公司发展，新产品和新技术会给公司带来新的增长点，也争取能保持持续增长。谢谢！
2,公司有拓展上下游产业链的计划吗？,您好：感谢您的关注，公司一直努力拓展上下游的技术和产品，具体情况请留意公司相关公告。谢谢！
3,公司哪种产品的毛利率水平最高？,您好，关于产品的毛利率详见2016年年报的具体章节，谢谢！
4,在给用户提供增值服务方面，公司做了哪些工作以增强对原有客户的锁定、新客户的拓展？,您好，公司以优质的产品和售后服务回报客户。提高客户的忠诚度。公司的行业比较特殊，会力争拓展新业务和新客户。谢谢！
5,2017年公司有什么新的业绩增长点？,您好，请关注公司定期披露的报告，谢谢！
6,今年人工费用是否还会出现阶段性上涨？,您好，请关注公司在指定媒体上的相关公告。谢谢！
7,最近，有无机构去公司调研？,您好，最近没有机构调研，如果有机构调研，公司将及时进行信息披露，谢谢！
8,你如何看待同行业其他公司的经营情况？在同行业竞争中，公司排名第几？你认为公司业绩增长的主要优势或障碍在哪里？,您好，由于行业的特殊性，尚无法了解同行业的经营情况。本公司的业绩增长主要是靠机制、技术等优势。谢谢！
9,虽说股价波动是市场行为，但是，还是希望公司在提振股价、提升股东信心方面有所作为，不知公司有何想法举措？,公司良好的基本面是支持股价，熨平市场波动的根本。公司将尽最大努力做好经营管理工作，以良好的业绩回报投资者。谢谢！
10,公司目前的现金流情况如何？,您好，请参考公司2017年一季度报告的相关内容，谢谢！
11,在行业政策方面，公司觉得接下来会出台新政策么？,您好，公司会积极关注行业政策的变化。谢谢！
12,自从微博出现后，对于舆情的关注和扩散在一定程度上都有所放大，关于舆情的监控，公司有些什么样的手段？而在应对负面舆情的时候，又有什么样的应急措施？,公司有专门的部门和人员负责进行舆情监控。对于负面舆情，公司将及时进行信息披露，主动做好舆情管理。谢谢！，
13,公司目前缺钱吗？短期内是否有筹资计划？,您好，短期内没有筹资计划。感谢您的关注！
14,去年的市场行情并不好，物价又涨，今年公司在市场开拓方面有什么计划？能否详细谈谈？,您好，感谢您的提问，公司每年都有新产品和新业务的拓展，具体的发展计划也有相应的布局安排。请及时关注公司披露的相关公告。谢谢！
15,"公司采取了具体怎样的应对措施,在同业中不断做大做强?",您好，具体措施详见披露公司董事会报告。谢谢！
16,请问公司上一季生产经营状况如何？与去年同期相比如何呢？,您好，请关注公司已披露的2017年一季报中的相关内容。谢谢！
17,公司管理层应该用实际行动树立诚信！股市，社会对责任诚信的渴望，远远胜过了任何广告效应！全国3000千万股民都会记得你们。我会继续持有公司股票，希望持有一家受人尊敬的上市公司！,谢谢对公司期望！
18,高管有没有考虑过增持自家股票?,您好，高管增持公司股票是符合国家规定，当高管有增持计划时，将严格遵循有关政策规定，并及时进行信息披露，谢谢！
19,公司现阶段发展过程中有何不足？面临的最大挑战是什么？如果新客户在磨合期放弃与公司合作，公司有无应对措施？,您好：人才问题是企业持续发展面临的关键问题，也是企业的兴业之本，我们诚挚的欢迎各类人才加入我们公司，另外目前尚无新客户放弃与公司合作的情况。感谢您的关注！
20,公司哪项业务对利润贡献较大？,您好，关于那些业务对利润的贡献大具体详见2016年年报。谢谢！
21,"国家要求实行经济节约型政策,公司具体是怎么做的?",您好：公司一直本着加强内控管理、降本增效的原则，谢谢！
22,公司如何看待舆情管理工作？,公司高度重视舆情管理工作，将积极主动地进行信息披露，及时回应投资者和媒体的疑问，不断提高信息披露的水平和质量。谢谢！
23,公司有享受政府补贴或者税收优惠或者政府给的其他的一些优惠政策么？,您好，公司税收优惠主要体现在：1、高新技术企业减按15%征收所得税；2、符合规定的军品业务免征增值税；3、符合规定的专业技术服务收入免征增值税。并享受一定的政府补助。谢谢！
24,请问公司在财务结构上有什么不足，打算采取哪些举措。,您好：感谢您的提问，公司将会加强应收账款和存货的管理。并将目标纳入到相关部门的日常考核中。谢谢！
25,公司的规模优势具体会体现在哪些方面？公司的品牌如何管理？互相间的市场是否有重合以及竞争关系？如何增强各品牌间的凝聚力？,您好：公司非常注重自有品牌的建设和提升，感谢您的关注！
26,在企业文化方面，公司有什么特色吗？,您好，公司的文化注重务实、创新、奉献、共赢。谢谢！
27,公司及管理层是否鼓励员工长期持股？会不会任由员工和大小非减持？,您好：感谢您的建议，我们鼓励大家长期持有。谢谢！
28,"公司的持续良性发展是投资者投资信心的有力保证,愿公司的发展能为投资者带来良好的回报!请问公司领导对今年有信心吗？",您好：感谢您的关注，公司管理层和员工一定会努力经营，用最好的业绩回馈广大股东。谢谢！
29,公司现有产品最近价格是否稳定，最近公司产品出货量怎样？上游的企业是否大量备货？,您好：首先感谢您的提问，公司产品价格依据国家相关规定执行。具体请关注公司披露的定期报告的相关章节，谢谢！
30,"去年到现在,公司员工有没有加薪?",您好，我们公司依据员工薪资管理办法执行，公司为每位人才提供广阔的发展平台，以及与之相应的待遇，谢谢！
31,公司如何规避各种风险，如产品质量、资金、管理等，减少各种负面事件？,公司将不断优化发展战略，积极引进专业人才，努力加强管理，不断提高内控水平，以控制公司发展的风险。谢谢！
32,"这几年社会道德严重滑坡,不讲诚信，为了个人利益突破道德底线的行为屡屡发生，你作为企业高管如何看待？",您好，始终遵守各项法律法规，讲诚信，守信用。谢谢！
33,做大、做好市值管理是每个公司成长的必然追求，公司是如何进行市值管理的？,您好：感谢您的提问，公司一直在密切关注市值情况，我们会努力经营好公司，以优良的业绩回报广大股东，维护股东利益，增强广大股东对公司未来发展的信心。谢谢！
34,能否告知一下新年第一季度的情况怎么样?,您好，第一季度报告已经进行了详细的披露，具体详见定期报告。谢谢！
35,截止现在，公司的股东人数多少？,您好，关于近期股东人数请参考公司2017年第一季度报告，谢谢！
36,"去年有机构投资者去公司做调研吗,都是哪些？我们这些中小投资者在哪里能看到机构投资者的调研情况？",您好：去年没有，后续可关注巨潮网、证券时报等指定的信息披露平台，您可在相关媒体上了解到具体情况。谢谢！
37,公司近期有没有对外投资的考虑？,您好:感谢您的提问，如果有公司会及时披露相关信息。谢谢！
38,希望公司在本专业领域专注于做强做大做实，提升公司的行业地位，给投资者以回报！,谢谢关注！
39,公司未来发展前景如何?对目前这个行业的前途看好吗？,您好，公司发展前景良好，目前在行业也是国家重点支持。谢谢
40,你好，请问贵司目前产品的销售趋势如何？今年的销售目标是多少？公司有没有一个具体可行的持续增长计划？,您好，感谢您的提问，公司目前产品的销售趋势良好也有相关计划，公司会按照《上市公司信息披露管理办法》及时披露相关信息，请持续关注公司披露的定期报告。谢谢！
41,希望公司在适当的时侯推出激励计划来聚集和挽留人才，保持公司的竞争力！,谢谢对公司的关注。谢谢！
