,Question,Answer
0,请问公司如何降低成本？,公司已经在2017年度报告中对降本增效提出了具体的措施。详细内容请参看年报。谢谢！
1,公司收购江苏九天股权后，锂电池同行业中竞争情况如何？,公司控股子公司江苏九天光电科技有限公司只生产动力锂电池钢壳材料，不生产锂电池。目前同类产品在同行业中技术、品质、规模都处于行业领先地位。谢谢！
2,请问公司是否有增持计划？,公司董事长已经于2017年12月披露了增持计划。目前正在进行中。谢谢！
3,请问保代，你在东方电热公司中的职责是什么，能为投资者提供什么？,我们严格按照中国证监会关于保荐代表人的相关规定，做好上市公司的持续督导，确保上市公司的规范运作。
4,有没有做原料的期货交易？比如铝材之类的。,没有。
5,公司今年有什么新的发展规划吗？,详细情况请参阅2017年度报告相关章节内容。谢谢！
6,你们的竞争对手主要有哪些，竞争格局如何？,详细情况请参阅2017年度报告相关章节内容。谢谢！
7,公司18年在经营上有哪些新的规划？,详细情况请参阅2017年度报告相关章节内容。谢谢！
8,请问公司有自己的人才储备系统吗？,有。公司每年都回招聘大专院校毕业生，并根据专业特长安排到不同的岗位进行培养、锻炼，为公司持续发展培养和储备人才。谢谢！
9,请问公司收购江苏九天股权后，目前在新能源方面有什么突出优势吗？,公司控股子公司江苏九天光电科技有限公司生产的动力锂电池钢壳材料采用了国际先进的预镀镍技术，可以有效地提升钢壳材料的耐腐蚀、抗冲击性能，良好地提升了动力锂电池的抗腐蚀性，极大地延长了电池的使用寿命。 
10,公司下一季度会投入多少研发力量？,公司的研发投入超过了营业总收入的3%。2018年，公司将会持续增加研发投入，加快研发人员的队伍建设，提高公司自主研发能力。谢谢！
11,请问公司一季度生产经营状况如何？与去年同期相比如何呢？,公司已经披露了一季度业绩预告，详细经营情况公司将在4月27日披露一季度报告，敬请期待！
12,今年的净资产收益率能超过去年吗？,公司会努力开拓市场，降低成本，提高效益。谢谢！
13,公司是否在考虑战略调整，如何求得生存？,公司的战略调整一直在进行，包括并购新公司、进入新领域，调整内部产业布局、优化产品结构等。详细情况请仔细阅读最近几年的年度报告。谢谢！
14,请问公司是否有出口产品？哪方面产品居多？,公司出口产品品种较多，但目前占营业总收入的比重不大。单一品种中，以通信光缆使用的钢铝塑复合带（卷）的出口量略大一点。
15,传统的电热行业是不是已经不太盈利了？,每个行业的盈利水平不一样，不具备可比性。谢谢！
