,Question,Answer
0,你好董事长，贵公司的主打产品是什么，市场占有率如何。你们公司靠什么来不断提高自己的产值，发展前景如何。,您好！公司业务主要涵盖工业电源、核电电源、电动汽车充电电源、电能质量治理装置、储能及微网系统、电动汽车充电建设及运营等领域，公司将通过内生增长及外延式发展扩大公司规模，提升经营业绩，更好的回报各中小投资者，感谢大家的信任与支持！
1,公司去年有没有新产品，请问新产品的推出是什么原因？2017将会实现多少的销售收入？,感谢您对公司的关注！公司每年都会制定新产品的研发制造计划，提升现有产品线的全面性及性能的优越性，以满足当前市场客户不断变化的需求。关于公司2017年的销售收入，请您查阅之后的定期报告。谢谢
2,请问公司是品牌为先还是品质为先？谢谢！,好的品质塑造好的品牌，好的品牌促进优质产品的发展。公司致力于提供性能优越的产品服务于客户，促进公司品牌价值的提升。谢谢！
3,你们把哪些公司做为竞争对手？据你们自己了解有哪些公司把你们做为目标对手？,感谢您对公司的关注！公司产品拥有自主知识产权，独创行业换代产品，力争制造引领行业产品发展。谢谢！
4,请问总经理你对你们公司现在的股价满意吗？,感谢您对公司的关注！二级市场股价的走势受多重因素共同影响，公司密切关注市场和公司股价的变动；公司将继续努力做好主营业务，不断提升企业的内在价值，以期回报投资者。谢谢
5,请问公司1季度预计的收入是多少，同比，环比增减多少？,"您好！公司一季度实现收入44,706,405.25元，较上年同期下降25.13%；详情请查阅公司2017年4月27日在巨潮资讯网公布的2017年一季度报告。谢谢。"
6,贵公司是否会考虑实施股票期权等规范股权激励方式，惠及更多员工？,您好，公司将结合自身发展战略与实际经营情况，充分考虑是否推出新一期的激励计划。谢谢。 
7,您是否认为公司有核心竞争力？公司的核心竞争力是什么呢？,您好，请见相关问题的回复。谢谢！
8,独立董事对公司的内部控制有怎样的意见呢？,感谢您对公司的关注！通过查阅公司相关资料，我觉得公司已建立完善的内部控制体系，并且公司严格执行内部控制体系相关要求，2016年度公司并未发生影响内部控制有效性的因素。谢谢
9,您认为目前公司面临的最大问题是什么、,您好！我认为公司目前面临的最大问题是如何实现并保障战略转型安全落地。
10,公司有没有计划在适当的时侯推出激励计划来聚集和挽留人才，保持公司的竞争力？,感谢您对公司的关注！公司于2013年9月推出股票期权与限制性股票激励计划，截至目前，该期计划已实施完毕。未来公司将结合自身发展战略与实际经营情况，充分考虑是否推出新一期的激励计划。谢谢。
11,管理方面是否有不到位的地方？,感谢您对公司的关注！在任何一家公司，任何时候，任何状态下，企业管理方面都很大的改善和提升空间，常言道“管理出效益”，这是我们日常经营中常抓常提的经营管理办法。谢谢。
