,Question,Answer
0,公司主营产品轴承的毛利率水平在业内是什么样的水平？,您好！有关公司主营产品毛利率水平请详见公司2017年年度报告第四节经营情况讨论与分析的相关内容。谢谢！
1,今年原材料涨价幅度与去年相比怎么样？公司采取了哪些措施来化解成本压力？,您好！公司所用的直接材料主要是轴承钢和钢制品，今年原材料涨幅较去年有所减缓。公司将通过完善仿真设计与模拟校核，实施小型化与轻量化设计，采用国际先进工艺技术，大幅提高材料利用率，同时通过提升自动化生产水平，稳定过程质量、降低质量损失来应对原材料价格上涨带来的压力。谢谢！
2,今年的利润增长点有可能来自哪些业务？,"您好：
公司今年利润增长点主要来源于自动变速器、新能源、轻量化等新产品新项目，及海外市场的增量。谢谢！"
3,目前我国汽车行业景气度如何？对公司发展有多大影响？,您好！在国内外经济持续复苏利好的情况下，2018 年全球汽车市场有望保持低速平稳增长，为国内汽车整车和零配件出口提供相对稳定的市场需求。公司将积极开拓自动变速器轴承、轮毂轴承、高精传动、同步器、行星排、智能机器人轴承及新能源汽车轴承、零部件等高附加值轴承市场，提高公司盈利能力。谢谢！
4,公司轴承产品的国产替代前景怎么样？,"您好：
随着公司综合能力的不断提升，基于公司在国产化替代方面积累的丰富经验，同时整车行业受到终端价格与制造成本上升的压力，公司轴承产品的国产化替代前景广阔。谢谢！"
5,您怎么看待轴承行业的发展趋势？,您好！轴承作为基础零部件运用广泛，国家也在积极推进三基工程建设，轴承行业发展和持续增长力可期。谢谢！
6,今年外销比例还会不会进一步提高？,"您好：
随着公司外销项目的逐步量产，预计今年外销比例将有进一步提高。谢谢！"
7,如何看待汽车行业今年的发展趋势？,您好！在国内外经济持续复苏利好的情况下，2018 年全球汽车市场有望保持低速平稳增长，为国内汽车整车和零配件出口提供相对稳定的市场需求。谢谢！
8,上半年业绩预增的主要原因是？,"您好：
公司预计2018半年度业绩增长的原因为公司主营业务发展稳定，同时加强成本管控。谢谢！"
9,今年公司还有没有外延收购计划？,"您好：
公司将积极关注行业发展趋势，寻求合适标的资产，通过资源整合，促进公司快速发展。谢谢！"
10,贵司今年的发展重点是哪些业务？,您好！详见公司2017年年度报告第三节公司业务概要的相关内容。谢谢！
11,公司在工业机器人的研发方面有什么进展？,"您好：
公司在工业机器人轴承研发项目进展如下:
1、机器人轴承项目
通过客户的整机试验验证及小批量试装，目前进入量产。 
2、三款机器人减速机轴承新项目
目前已完成图纸会签确认，进入试制生产阶段。 
谢谢！"
12,程上楠减持公司股份是出于什么原因？,"您好：
公司实控人减持股份系自身资金需求。谢谢！"
13,中美贸易摩擦对公司出口有没有影响？,"您好：
公司出口业务占比较低，中美贸易摩擦对公司出口影响较小。谢谢！"
14,请问今年的国际形势对公司产品出口会有哪些影响？,"您好：
因公司出口业务占比较低，国际形势对公司整体影响较小。谢谢！"
15,公司产品有没有应用于新能源汽车？,"您好：
目前公司主要为大众汽车（配套车型：奥迪A3/高尔夫/帕萨特等混动车型）、上海汽车（配套车型：上海荣威）、比亚迪（配套车型：比亚迪唐混动车型）、长城汽车（配套车型：H2/H6混动车型）、东风汽车（配套车型：东风A60EV）、格特拉克（配套车型：蔚来汽车）、科力远（配套车型：吉利帝豪PHEV）、捷孚传动（配套车型：众泰混动车型）、重庆青山（配套车型：东风小康）新能源汽车项目提供产品。谢谢！"
16,天海同步去年作出多少业绩贡献？今年有没有提升空间？,"您好：
 天海同步2017年度归属于母公司净利润2,734.34万元，2018年公司将积极开拓市场，同时加强内部管理优化，争取进一步的提升。谢谢！"
17,公司是否已开始为斯凯孚供货？,"您好：
公司已收到SKF的提名信，被确定为SKF配套斯堪尼亚GW变速箱项目所涉及的10种轴承产品和零部件的开发/生产供应商，授权公司立即启动为保证该产品按时开发、交付和质量而进行的必要的基本活动，双方将对接详细的产品开发进度和原型样件准备方案。谢谢！"
18,请问实控人的减持计划已经结束了吗？还会继续减持吗？,"您好：
公司实控人于2018年1月17日在巨潮资讯网披露了减持计划的公告，截至目前未减持股份。谢谢！"
19,实控人减持的目的是什么？,"您好：
实控人减持系自身资金需求。谢谢！"
