,Question,Answer
0,请问董事长目前市场上公司主要的竞争对手都有哪些公司？在细分行业公司处于行业处于什么排名？谢谢,公司商业模式具有一定的稀缺性，可对标公司较少。
1,公司截止至今的产品有多少个种类？,您好，目前有化妆品、新材料工艺蜡烛、香薰系列等。
2,请问公司如何看待市值管理的？近期管理层新出的增发新规对公司以后资本运作有何影响？,您好！公司致力于做好投资者关系管理工作，做好扎实的经营管理，以良好的业绩回报投资者，这也是市值管理的核心所在。近期管理层新出的增发新规对上市公司再融资有一定影响，谢谢！
3,请问公司会进入新的细分领域吗？这一领域与公司现有业务的相关性？,公司自2013年布局化妆品领域以来，坚持并将继续实施清晰、明确的化妆品业务发展战略规划，通过整合优势资源，向以化妆品为核心的颜值产业拓展，围绕化妆品品牌运营、线上线下渠道整合、产品研发生产以及专业美容、医美等方面的业务布局整合产业资源，打造完整颜值经济产业链。在提升企业规模和效益内生增长的同时促进各板块产生并加强协同效应，形成整体竞争力不断提升的良性循环。
4,我对贵公司是长期投资的，请问预计今年一季度会盈利多少？,"您好！
 公司一季报已经披露，详细数据请参阅一季报正文相关内容。
谢谢。"
5,公司是否会计划多元化发展？,公司目前主要业务有新材料蜡烛及工艺品业务、化妆品业务、贸易业务等。
6,请问董事长平时与公司前十大流通股东有交流吗？,"您好,股东大会的时候不管持股多少都可以同公司董事、高管交流。"
7,请问，今年会否考虑请问，今年会否考虑收购一些公司或者扩展新的领域?收购一些公司或者扩展新的领域?,您好！公司收购及投资事项请关注公司公告。谢谢！
8,公司管理层怎么看待去年的业绩，满意么？能说下今年有什么目标吗？,结合公司 2016年度的经营情况并参照本公司 2016年度的销售额、成本、利润等指标，公司2017年经营目标是在营业收入达到 50亿元人民币的基础上，改善收入结构，提高公司盈利能力。
9,建议公司在做好业绩的同时也要积极邀请各家机构前来调研，让更多人关注。,您好！感谢您的建议和关注。
10,2017年有重组计划吗？,您好！公司如有重组计划，将及时公告，谢谢！
11,公司今年的财务费用会有多少？," 您好！
  一季度刚刚结束，目前尚不能预测全年的财务费用情况。
  谢谢。"
12,请问老总公司今年净利润同比增长多少？," 您好！
  2017年1--6月份业绩预测情况详见公司2017年一季度报告。
   谢谢。"
13,请问董事长，您名下有没有未注入上市公司的其他资产（公司）呢？,董事长个人资产不属于应披露的内容。
14,请问：1. 为什么悠可、韩亚、栋方2016年的营业收入同比增速均大幅下滑？2. 请问2017年一季报中给出的2017年上半年的净利润业绩指引为什么同比下降？（扣除悠可并表的投资收益2.2亿，净利预测上限6194万，同比+4.15%，净利预测下限4640万，同比-21.97%）,"您好！
1、悠可、韩亚、栋方营收增幅并未出现大幅下滑情况。
   2016年度悠可、韩亚、栋方营收均出现稳定增长，其中悠可2016年在代运营和买断式之间进行了模式调整，收入增幅相对减少，GMV增幅继续保持快速增长；韩亚的营收保持稳定状态；栋方收入增长5.91%，亦处于稳定增长状态。
  2、您计算的有误。正确计算应为：公司给出的2017年1-6月归属上市公司股东净利润变动区间为29522.07万元-31075.86万元，变动幅度为470%-500%。扣除悠可合并报表的投资收益2.2亿元。归属上市公司净利润应为45%--75%。谢谢。"
15,请问未来公司对稳定股价会做出哪些举措？,您好，您所问的问题属于信息披露范围内的事项，公司如果涉及相关事项会及时公告。
16,请问公司的分配预案达到承诺的分红比例吗？,您好！公司的分配预案符合公司股东回报计划的要求，谢谢！
17,公司截止目前的股东总人数是多少？,您好！公司最近一期股东情况请查阅2017年第一季度季报报告。谢谢！
18,对比大股东而言，中小投资者的合法权益有哪些特别之处？,您好！上市公司的所有投资者在权益上是一致的，但在资本市场上，中小投资者虽是基础性力量，却在复杂的博弈环境中处于弱势地位。各级监管部门出台了一系列的政策构建制度体系来保护中小投资者的合法权益。公司重视保护中小投资者的合法权益，坚持信息公正公开披露，并遵守证监会及交易所等监管机构的相关规定，努力保护中小投资者的合法权益。谢谢！
19,公司去年主打产品的销量是多少？,您好，2016年公司化妆品业务销售额6.66亿元，新材料蜡烛及工艺品业务销售额5.7亿元。
20,公司的前5大客户是哪些？,"您好，公司前5大客户名单如下，请参考。
序号	客户名称	销售额（元）	占年度销售总额比例
1、淄博山河石油化工储运有限公司	314,584,266.30	13.27%
2、中国长江航运集团南京油运股份有限公司	169,978,244.66	7.17%
3、金澳科技（湖北）化工有限公司	134,460,129.17	5.67%
4、RB(利洁时)	123,221,996.72	5.20%
5、屈臣氏	121,277,635.20	5.12%
合计	--	863,522,272.05	"
21,公司的前5名供应商是什么，与公司存不存在关联关系？,"  您好！公司前5名的供应商名单如下，与公司不存在关联关系。

序号	供应商名称	采购额（元）	占年度采购总额比例
1	中油海昇石油化工（大连）有限公司	492,803,215.45	24.33%
2	山东齐旺达石油化工有限公司	158,619,806.90	7.83%
3	中油海化石油化工（大连）有限公司	79,309,128.20	3.92%
4	上海宣博石油化工有限公司	69,082,775.00	3.41%
5	河北鹏晟石油化工有限公司	47,849,000.00	2.36%
"
22,公司未来五年的目标是多少？能够实现吗？,公司自2013年布局化妆品领域以来，坚持并将继续实施清晰、明确的化妆品业务发展战略规划，通过整合优势资源，向以化妆品为核心的颜值产业拓展，围绕化妆品品牌运营、线上线下渠道整合、产品研发生产以及专业美容、医美等方面的业务布局整合产业资源，打造完整颜值经济产业链。在提升企业规模和效益内生增长的同时促进各板块产生并加强协同效应，形成整体竞争力不断提升的良性循环。
23,请问2017年全年预计销售目标是多少？实现净利润的目标是多少？,公司2017年经营目标是在营业收入达到 50亿元人民币的基础上，改善收入结构，提高公司盈利能力，全年净利润预计数会在三季度报告中集中披露，请关注公司定期报告。
24,公司的发展战略是什么， 和公司现有的主营业态一致吗？  能否详细讲解一下？ 谢谢！,您好！公司打造“颜值经济产业圈”平台的发展战略包括日化，护肤，彩妆，香薰，专业美容，医美。伴随中国消费升级，“颜值经济产业圈”市场规模将快速增长，围绕消费者“美丽需求”的产品及服务将得到长足发展。公司目前的主营业态符合公司战略，并且存在进一步完善和补强的空间。谢谢！
25,公司截至目前为止都有哪些子公司和参股公司？,您好！公司子公司和参股公司较多，具体请参阅公司2016年年度报告。谢谢！
26,你怎么看公司的业绩和公司的股价和市值的？,您好！公司自转型颜值产业经济以来正处于业绩快速增长期。二级市场股价受多种因素影响，业绩只是其中一个重要因素。谢谢！
27,请问开完股东会后，如果送股通过几日内会送股？,您好！根据《上市公司股东大会规则 》（2016年修订）第四十四条规定：股东大会通过有关派现、送股或资本公积转增股本提案的，公司应当在股东大会结束后 2 个月内实施具体方案。谢谢！
28,公司目前的股东结构是怎样的？是否有利于优化公司治理结构和企业长远发展？,您好！公司大股东持股比例为23.06%，其他股东包括相当数量的机构投资者，股东结构有利于优化公司治理结构和企业长远发展。谢谢！
