,Question,Answer
0,深圳乾泰的深汕产业园今年下半年才交付使用，请问现在深圳乾泰的业务如何开展？,乾泰有子公司从事电池的pack生产。深汕产业园的业务规划早已开始，部分设备已经下订。
1,力帝纳入上市公司体系不足四年，其贡献利润占整个集团大半，对于这样的异地强势子公司，会不会对母公司产生较强离心力，在管理上难以把控？,不会。力帝进入公司四年，已融入天奇的企业文化。公司也派驻财务、采购、质量、生产等相关人员进入力帝协同管理。
2,天奇股份将来是否有控股金泰阁的计划？,具体视发展情况来定，目前尚未有进一步计划！
3,今年收购的两家电池回收企业，什么时候能并表？,金泰阁由我公司参股企业控制；深圳乾泰根据协议我公司要增资至51%，增资事宜正在进行中
4,请简单介绍下供给侧改革对公司的影响,供给侧结构调整，比如钢铁行业的中频炉因环保改为电炉，使得公司破碎产品订单激增；同时部分原料价格因供给侧改革调整带来的上涨给公司的材料成本带来很大压力。
5,公司2018年的经营计划有哪些？将会有哪些战略布局,公司将在循环产业方面持续布局及布点，特别是在动力电池回收产业链的完善与汽车零部件的再制造方面；同时新能源业务方面将进一步深入。
6,请问力帝主要产品的电控部分是自制还是外包？,力帝破碎产品的电控部分主要为外包
7,深圳乾泰的深汕动力电池产业园现在建设情况怎么样了？,深汕动力电池产业园一期主体工程已基本建设完成，将于下半年交付使用！谢谢！
8,公司的发展愿景是什么？,以“”先进制造、绿色环保、新能源“”为主题，遵循国家建设资源节约型社会的政策导向，抓住行业发展机遇，坚持什业可持续发展路线！
9,作为公司的总经理，不了解公司的业务行吗？天奇股份是家族企业也是一个公众公司，在本次路演中，总经理回答股东提问的速度就可以看出来，对公司业务不了解。,谢谢你的提醒！
10,公司如何看待未来破碎行业的发展空间？预计2018年公司产能将达到多少,公司看好破碎行业的发展空间，2018年产能同比会大幅上升
