,Question,Answer
0,您的回答就好像给我吃了士力架一样；嗯！有信心了！你们公司股价也快更上一层楼的！,谢谢！感谢您对顺灏股份的支持！希望您继续对我们顺灏股份提出宝贵的意见！
1,请问公司在环保研发方面有什么突出成效？,您好！公司在主营产品真空镀铝纸上持续开展环保研发，公司的真空镀铝纸等包装材料使用的铝材料非常少，其铝层厚度只有300Å左右，既可以完全焚烧，又可以随纸基而降解。同时，公司也积极开拓有机农业业务，公司的有机农业领域的环保研发上也在持续推进。目前已与中节能大地环境修复有限公司签订战略合作协议，中节能是中节能控股集团下唯一从事土壤改良及相关业务的企业，在国内该领域中具有丰富及权威的行业经验与地位。通过与中节能大地的合作，我公司可在环保领域内实现弯道超车，加速布局国家积极倡导的环保产业。谢谢！
2,董事长都不敢回答，派一个独立董事回答，我想听董事长自己说出来！我拿贵公司股票从13年到现在还有；希望董事长给点信心！,您好！感谢您长期以来对我们顺灏股份的支持和鼓励，我们会积极发展公司的主营业务，持续了保持公司烟包业务的稳定发展，也在积极布局电子烟、新材料、有机农业等新的业务，公司近几年的经营业绩也保持了持续的稳定增长，接下来一年我将带领全体员工奋勇拼搏、锁定目标埋头苦干，力争在管理上严格要求、在经营上慎重求实、在技术上掌握核心，努力完成公司的经营业绩目标，以更加优异的业绩回报社会、回报广大投资者、回报全体员工！希望您继续持有顺灏股份的股票，继续支持我们顺灏股份的发展。谢谢！
3,公司电子烟为什么在京东下线，将来在电子烟方面有什么新的布局,您好：公司将把电子烟作为重点发展领域，以公司在国内独有的针状香烟内燃器发明专利为基础，在新型烟草器具研发、制造、销售、渠道、品牌等领域进行全产业链的布局与经营，同时对仿冒侵权行为进行打击，以维护公司的合法权益，谢谢。
4,公司电子烟为什么在京东下线，将来在电子烟方面有什么新的布局，公司新型烟草专利在国内市场中是否被滥用？,您好！公司将把电子烟作为重点发展领域，以公司在国内独有的针状香烟内燃器发明专利为基础，在新型烟草器具研发、制造、销售、渠道、品牌等领域进行全产业链的布局与经营，同时对仿冒侵权行为进行打击，以维护公司的合法权益。谢谢！
5,未来的盈利增长点在哪？,您好！在国内烟草消费保持稳定的基础上，公司主营烟标业务稳定增长，公司的盈利将保持稳定，未来的赢利增长点主要表现在电子烟、新材料、有机肥、土壤修复治理、有机农业等业务上，公司将以提升内部生产管理为基础，以市场拓展和产品研发为工作前导，充分发挥自身的产业链优势，不断地攻克技术和工艺难关，着力弘扬精益求精的工匠精神，积极完善法人治理，持续推进公司的规范运作，不断促进公司的长期可持续发展。谢谢！
6,请问公司在投资者善后管理上有什么举措吗？,您好：公司按照中国证监会、深圳证券交易所的相关规定及公司《投资者关系管理制度》，在确保公平、权益保障、高效率、低成本、合规等原则基础上开展投资者关系管理工作，协调公司与证券监管机构、股东及实际控制人、证券服务机构、媒体等之间的信息沟通；通过各种方式的投资者关系活动，加强与投资者之间的沟通，增进投资者对公司了解和认同，实现公司和投资者利益最大化，最大程度地实现公司价值传递；通过必要的投资者关系管理，加强了投资者对公司的了解，促进了公司与投资者之间尤其是广大中小投资者之间的良性互动关系，不断提升了公司的核心竞争力和投资价值，切实保护广大中小投资者利益，努力实现公司价值最大化和股东利益最大化，谢谢。
7,董事长自从您上任，公司真的没有多大起色，赶不上以前的董事长赵丹，这几年股票就是一直下跌，没有见过反弹，说明大机构不看好你们公司；一个公司股票老是下跌，对公司也应该有影响吧！希望有所作为，能上能下！,真金不怕火炼，时间会证明一切，请拭目以待。感谢你的鼓励。
8,电子烟产品利润怎样？,您好：公司在2013年就开始布局电子烟领域，通过与东风股份合作成立控股子公司上海绿馨电子科技有限公司进行电子烟产品的投资、生产和销售。经多年与中烟公司合作研发电子烟项目，公司目前已积累多项电子烟专利技术，独家拥有包括低温不燃烧电加热电子烟在内的多项核心专利权利。这些核心专利权以及与中烟体系多年的紧密合作关系，是公司的优势所在，也是公司后续开拓电子烟等新型烟草项目的基础和支撑。公司将持续推进电子烟等新型烟草的研发和生产，不断创新营销模式，促进了电子烟业务的进一步发展，谢谢。
9,请问公司切入农产品有什么优势？,您好！公司切入农产品的优势较多，主要有以下几个方面：一是公司在资源占有上具有明显的优势。公司积极开拓有机农业业务，在黑龙江新建了两家控股子公司，积极整合东北地区丰富的腐殖土、大豆等农业资源，公司已同当地具有资源优势的企事业单位签订相关合同，有权利长期利用当地储量丰富的腐殖土等各类自然资源，这为公司发展有机农业业务在资源与原材料利用上奠定了较强的竞争优势。二是技术上具有较强的优势。公司在开拓有机农业的过程中，同中国农业科学院深圳农业基因组研究所作为主要股东的深圳中农京跃签订了技术开发协议，公司还同具有较强技术研发实力的中节能大地环境修复有限公司在土壤修复治理领域达成了战略合作，公司的在技术研发上正在积极攻坚克难，力求早日实现产品的市场化。三是公司同当地政府达成了有效合作，当地政府将在合法合规的基础上积极协助推进公司的农产品的推广。谢谢！
