,Question,Answer
0,请介绍一下行业的客户壁垒？,您好！公司不存在明显的市场准入壁垒，国际贸易也不存在贸易壁垒。谢谢关注！
1,公司会寻求多元化发展吗？,您好！公司通过内生增长与外延式扩张相结合方式，立足于实业，争做品质一流，品种丰富，具备持续创新和研发能力的国际知名新材料生产销售商。谢谢您的关注！
2,请问公司有哪些主要竞争劣势？,您好！公司相对于国内外主要竞争对手，不存在明显的竞争劣势。谢谢关注！
3,第一季度盈利大幅增加的原因是什么,您好！详情请查看公司2018年第一季度报告全文中业绩驱动因素部分内容。谢谢您的关注！
4,公司大股东近期是否有增持或减持计划？,下午好！截至目前，公司未收到大股东关于增持或减持公司股份计划的通知。感谢关注！
5,2018年公司在各业务板块将会有何举措？,您好！公司主要有ACR加工助剂、ACR抗冲改性剂、MBS抗冲改性剂三个主营业务产品，2018年公司将继续加强对以上主营业务产品的生产管理，加大研发力度，拓展销售渠道，提高市场占有率。谢谢关注！
6,公司计划如何进一步开拓市场？,您好！公司抓住主营业务产品应用领域越来越广，行业增量不断提升的市场机遇，继续深入挖掘市场潜力，在巩固传统应用的同时，将公司产品推向广阔的装饰材料市场；公司加强销售管理，完善营销策略，全面落实销售对账单制度，加强风险管控；物流部、市场服务部与销售部门通力合作，全面提升销售服务质量和售后服务水平。谢谢您的关注！
7,公司的核心市场价值如何体现？,您好！详细请查看公司2017年度报告全文中“核心竞争力分析”部分。谢谢关注！
8,公司预计今年总产能能达到多少？,您好！截至目前，包含将在今年投产的2万吨MC抗冲改性剂项目，公司综合产能已达到12万吨，其中，ACR产能7万吨，MBS产能3万吨，MC产能2万吨。谢谢！
9,公司主营业务受周期性影响大不大,您好！因公司下游市场基本为消费类领域，所以公司所属行业的周期性和季节性不明显。谢谢！
10,针对原材料价格波动，公司有何应对措施？,您好！公司通过改良工艺配方、开发产品品种、调整产品结构、拓宽采购渠道，调整采购策略，及时关注并掌握原材料价格波动信息等多种方式应对原材料价格的大幅波动。谢谢！
11,目前行业竞争情况如何？公司处于哪个梯度？,您好！公司所处行业竞争较激烈，但公司通过持续的科研创新和工艺改进提升了公司产品质量，品牌优势进一步树立，通过品牌和信誉引领市场，避免了产品同质化恶性竞争。谢谢
12,公司目前的产品研发方向是什么？,您好！一方面公司对当前主营业务产品不断进行产品升级，提高产品的质量和附加值，使得产品更符合客户的需求；另一方面，积极研发产业链内的其他产品，比如工程塑料助剂等高分子材料产品及其他新材料产品。谢谢！
13,公司的人才培养和引进规划是怎样规划的,您好！公司实施积极的人才战略，采取内部培养和外部吸引高端人才的战略。谢谢！
14,公司如何看待2018年原材料价格趋势？,您好！近年公司使用的主要原材料价格波动较大，尤其是甲基丙烯酸甲酯、丁二烯，公司通过改良工艺配方、开发产品品种、调整产品结构、拓宽采购渠道，调整采购策略，及时关注并掌握原材料价格波动信息等多种方式应对原材料价格的大幅波动。谢谢！
15,目前公司面对最大的挑战是什么？,您好！公司面临的挑战请查看公司2017年度报告全文中披露的重大风险提示部分。谢谢！
16,请介绍一下行业的市场需求特点？,您好！公司ACR加工助剂和抗冲改性剂主要应用于WPC地板及墙板、SPC地板及墙板、厨具卫浴制品材料、家具制品材料等全屋装饰材料制品，以及PVC管材、型材、板材、木塑等制品；公司MBS抗冲改性剂产品主要应用于透明和不透明片材制品、WPC和SPC地板墙板等装饰材料的耐磨层及印刷层材料、磁卡材料、医药和消费品包装材料及其他功能膜材料等领域。谢谢！
17,公司认为今年产能利用率能达到多少？,您好！今年公司将尽量缩减因工艺改造、停车检修、安全环保等原因造成的停车情况，争取使产能利用率达到90%以上。谢谢！
18,公司实际控制人有没有增持公司股票计划,您好！截至目前，公司未收到实际控制人关于增持公司股票计划的通知。谢谢。
