,Question,Answer
0,潘总，前几年网上一直反应，公司的售后服务和产品质量不符合公司目前的高端定位？不知道在这一块有没有什么具体改进措施？,您好，近两年公司产品质量及品质日益优异，消费者投诉率逐年降低，满意度逐年提高，公司无论从产品还是售后服务都与高端品牌定位相匹配，同时公司也持续检视各个板块的不足之处，积极优化改进，持续创新，以更好的产品和业绩回报消费者和投资者。谢谢。
1,公司的增发有没有什么具体进展？未来有没有更多的员工持股计划等激励措施？,您好，目前尚未拿到批文。未来公司会根据发展情况适时考虑股权激励措施。谢谢。
2,潘总，您好。请问贵公司对集成灶这个行业如何看待？以后会往这方面发展吗？,您好，我们积极关注集成灶行业，暂时没有明确计划。谢谢。
3,潘总，目前厨柜业务占营业收入的比例比较小，不知道公司怎么样定位橱柜业务？同时想问一下，相比较竞争对手而言，公司橱柜的竞争优势在什么地方？,您好，现在我们对橱柜板块进行重新的梳理、定位。
4,公司如何看待目前高端厨卫市场的发展？,您好，随着消费升级的不断深化，和中产阶级人群的逐渐扩大，这是高端厨卫市场快速发展的重要原因。
5,从代言人来看，公司是在年轻群体寻求认知度，是否符合公司中高端市场的定位？,您好，年轻消费群体是每一个品牌追求的用户群，所以华帝要拥抱年轻消费群体，高端市场不是按照年龄分层的，所以年轻消费群体与高端产品不是相互矛盾的。
6,"在营销方面,华帝如何在消费者购买产品前突出产品优势?",您好，我们从终端的体验，产品的设计以及优质的服务等方面来突出消费者的综合体验是消费者选择我们产品的原因。
7,请问公司在智能厨电的研发上取得了那些进展？和同行业比有何创新优势？,公司在智能厨电的研发上所取得的成绩你可以参阅年报。我司是行业内最早定位高端智能厨电的公司，这两年我们相继推出了魔镜烟机、魔碟灶系列高端智能产品，一方面打造了智能产品的基础，另一方面提高了公司的产品市场定位，符合消费升级的行业发展趋势。为公司近两年来的高速增长奠定了技术基础，公司是行业内唯一获得国家技术中心和工业设计中心双称号的公司。谢谢
8,请问公司在海外的售后服务点有多少？海外是否有旗舰店？,目前公司海外业务主要以ODM为主，售后服务由品牌授权方负责。谢谢您的关注。
9,请问公司在研发方面与竞争对手相比主要优势在哪些方面，谢谢！,您好，我们研发以“智能”为方向，在研发方面投入不断增加，这是我们的优势之一。
10,请问公司在智能制造方面有计划吗？,您好，公司在智能制造方面有相应规划，智能制造方面是我们公司未来的导向。
11,请问公司今年的经营目标及计划是什么？,请参考公司年报信息披露，谢谢。
12,2018年公司是否有新产品投入市场？公司目前对科研转化成果是否满意？,您好，有，相对比较满意。
13,公司预计2018年二季度的业绩情况如何？能否继续保持增长？原因是什么？,公司二季度业绩预计增长30%-50%，具体请关注公司信息披露，谢谢。
14,公司请赵丽颖和林更新做代言之后销售有无增长？,您好，代言人对公司品牌美誉度和关注度有极大的提升，对营销有积极的帮助。
15,百得品牌产品在国内中低端市场的市场占有率大概是多少？,我们在国内中低端市场的占比较高，渠道覆盖面较完善，谢谢
16,公司定位是高端智能厨电，那么公司在海外市场有没有拓展规划?,请关注公司的信息披露，谢谢
17,公司今年在高端智能厨电方面有哪些布局？,您好，请参考上一条回复，谢谢。
18,谢谢潘董，公司近两年开始大力布局了热水器和洗碗机？公司目前对这两块业务有什么期待？油烟机市场渐渐的步入成熟期，增长速度会适当的减慢，不知这两块新业务能否成为未来发展的主要动力？,您好，燃气热水器和洗碗机都是我们的重点战略业务，公司期待这两块业务在我们公司营收中的比重越来越大。
19,潘董，你好。谢谢华帝能给出这么一份靓丽的年报。看到贵司聘请了范冰冰作为代言人，所以请问子品牌百得未来的定位是什么？ 同时也关注到公司开始了国际化，请问有没有其实国际化的营收目标，战略和措施？,百得定位三四五级市场和乡镇渠道，满足华帝集团的全线覆盖。今年我们的国际化营收目标占营业收入的10%-15%。实行产品和品牌的国际化战略。
20,公司与竞争对手相比，优势在哪里？,公司在国内市场拥有较高的品牌知名度，在研发、工业设计等方面具有领先的研发技术能力，在专利技术处于行业领先优势，在渠道建设方面拥有多重渠道优势，市场扩张和防御能力较强。
21,2017年报营收57.3亿，销售商品收到现金39.3亿，应收票据和营收账款增加额3.19亿，贴现和背书票据7.5亿，还有57.3-39.3-3.19-7.5=7.31亿营收找不到现金或应收票据或账款匹配，请公司财务能否解释下原因?如果没有令人信服解释，严重怀疑这7.3亿营收的真实性。,公司的业务包括了采购和销售，在两个环节根据公司的结算制度，大部分采用银行票据的结算，你所提的差额部分主要是公司用经销商向公司提供的票据通过背书的方式向上游供应商支付采购货款所导致。这在我们行业内都是通用和常用的结算方式。也请你参考同行业公司的财报应该能明白，谢谢。
