,Question,Answer
0,格兰特的膜工程投资和运营成本与同行业比较如何?,您好！格兰特在环保水处理领域拥有出色的技术积累和研发力量，形成了多种MBR膜产品线、多种超滤膜产品线和EDI产品，是水处理膜品种最丰富的技术原创公司之一。 格兰特更将膜产品、膜工程和污水深度处理工程技术有机结合，形成了为水处理项目提供整体解决方案的能力。由于传统污水膜法处理项目中的膜需要频繁更换，导致运营成本较高，针对这一弊端，格兰特将盒式平板膜技术和低耗能膜生物反应器技术结合，有效解决传统污水膜法处理项目中需要经常更换膜及高能耗导致的运营成本高的问题。该技术组合可以较大幅度降低污水处理膜生物反应器工程运营成本。谢谢您的关注！
1,请问公司在工业、轨道交通、军工等领域是如何应用自动化及信息化产品的？是否有业绩增长的可能？,"您好，感谢您对公司的关注！
目前，关于公司的自动化及信息化产品应用，在工业领域主要提供过程自动化设备，在轨道交通领域主要提供供电自动化设备和综合监控系统，在军工领域主要提供军工企业信息化系统及服务。
这几个细分市场都是广阔的，公司在这些领域的业绩具备较大的增长空间。
谢谢。"
2,公司主营产品科技含量较高，公司预计2018年上半年科研投入占营收比例会达到多少？,您好！感谢您对华自科技的关注！公司一直非常重视技术研发，致力于加强研发团队建设，提升研发体系管理。同时，公司发挥湖南省水利水电自动化控制工程技术研究中心、院士专家工作站、联合实验室等平台加强对外技术合作，同天津大学、湖南大学、中南大学、河海大学等高校，在精密测控、大数据分析、水利专业建模、过程控制等多个领域开展各种形式的项目合作。近三年，公司科研投入占营收的比例均在6%以上，公司也将继续加大研发投入，巩固上市公司在各大业务板块的技术优势。谢谢您的关注！
3,请问公司在对非洲、南美、东南亚等“一带一路”沿线国家的水利水电、变配电等自动化和信息化市场有何规划？,您好！感谢您对华自科技的关注！一方面，我们通过加强自身力量，与央企合作一同“走出去”；另一方面，通过建立相关的平台公司，整合海外办事处资源实现抱团出海。同时，我们还通过运用互联网营销及进一步加大投入等方式进行相关市场拓展。
4,公司在2018年一季度成功入围军队采购网入库供应商，公司未来是否会加大军工领域的发展投入？,"您好！感谢您对公司的关注！
是的，未来公司将积极推动公司产品和服务进入军工市场，加大力度拓展在军工领域的应用，并将继续通过投资、并购等方式整合军工方面的优质资产。
谢谢！
"
5,公司近两年业务模式（订单结构）或对上下游的议价能力发生了比较大的变化？,您好！感谢您对华自科技的关注！近两年公司通过主营业务产品线的丰富，进一步提升了自动化及信息化系统整体解决方案的配套能力和实施能力，增强了部分领域特别是海外市场直接竞标的能力。
6,华自科技2017年完成收购精实机电和格兰特，收购后将如何管理以提高华自科技的整体竞争力？,"您好，感谢您对华自科技的关注！
本公司完成对精实机电和格兰特的收购后，将对标的公司提供多方面的资源支持，进行适当的管理整合，持续在技术、市场等方面发挥协同效应，以提高公司的整体竞争力。
谢谢！"
7,公司在三年业绩对赌期内和对赌期后对精实机电和格兰特进行支持的战略思路是怎样的？,"谢谢您对公司的关注，不管对赌期与否，精实机电与格兰特都是公司的子公司，是一个整体。上市公司与精实机电、格兰特的重组本身就是基于多重协同性，例如原来华自科技在环保水处理领域主要是生产和销售自动化设备，而格兰特主要制造和销售膜产品和承接环保水处理工程，二者的目标客户是一致的，并购后整合难度并不会很大。整合后，从上市公司层面看，公司在环保水处理领域的产品更加丰富了，产业链也更加完善了，今后可以作为一个整体去争取更大的订单，并不存在跨行的概念；和精实机电也一样，华自科技过去在工业自动化方面也有深厚的技术和客户积累，二者结合后，拥有了更完整的一、二次设备产业链，一、二次设备结合后，上市公司工业自动化领域的竞争力会更强，今后也能作为一个整体去争取更好的客户订单。
"
8,请介绍一下公司的河长制信息化平台，该平台的研发投入了多少费用？,您好！感谢您对华自科技的关注！河长制信息化平台以数据平台、网络平台和应用平台三个平台为框架，集成河湖信息、河长信息、实时动态监测数据（如水位、水质等）、实时视频等，构建动态治水、管治合一的综合河道监督治理平台。该平台目前已投入300多万。
9,公司传统水利水电自动化领域在2018年一季度营收情况如何，占比为多少？上半年是否会有较大变化？,您好！谢谢您对公司的关注！公司2017年通过重大资产重组，收购了精实机电和格兰特100%股权，丰富和延伸了公司业务和产品，基于此，公司对各项业务进行梳理和整合，形成了以自动化及信息化技术为核心基础的三大业务板块：“自动化及信息化产品与服务”、“新能源及智能装备”、“环保与水处理产品及服务”，包括若干系列产品，覆盖多个领域。其中，公司水利水电自动化产品2018年一季度营收较稳定，但占总收入的比重有下降。
10,2018年3月份公司批准入围“军队采购网入库供应商”，请公司何时能够正式开拓军工领域自动化及信息化产品的市场呢？,谢谢您对公司的关注，华自科技去年取得军工二级保密资质，今年准入“军队采购网入库供应商”，这都是为公司相关产品拓展至军工领域打基础，公司在年报中也明确提出，加大力度拓展核心产品、服务在军工领域的应用；公司也将继续通过投资、并购等方式整合与现有三大业务板块具有具备较强协同性的优质资产，重点整合军工方面的优质资产。后续更多精彩，请大家拭目以待，谢谢！！！
11,公司2016年经营现金流净额变为负，截至2017年三季度公司经营现金流净额依然为负，原因是什么？,"您好，公司2016年及2017年三季度经营活动产生的现金流量净额为负值，主要原因是公司承接的复杂安装项目、轨道交通领域等大项目增多，项目实施周期较长，因此，销售商品、提供劳务收到的现金短期内受到影响；另外，公司加大了研发、管理投入，导致支付给职工以及为职工支付的现金成本增加。谢谢您的关注！
"
12,公司去年在对外技术合作方面投入多少？今年有何计划？,您好，感谢您对华自科技的关注！公司去年在对外技术合作方面的投入约为200多万；今年会进一步加大对外合作的投入。
13,公司目前海外市场开拓情况如何？,去年重点在巴基斯坦、赞比亚及东南亚等国家突破，并与中能建、中电建等央企建立战略合作，有效的促进了海外市场的开拓，目前发展形势较好。
