,Question,Answer
0,"国家要求实行经济节约型政策,公司具体是怎么做的?",您好！公司所属行业为信息技术行业，属于高新技术企业，公司将严格按照国家经济节约政策，加强企业内部的管理，厉行节约。
1,公司现阶段发展过程中有何不足？面临的最大挑战是什么？如果新客户在磨合期放弃与公司合作，公司有无应对措施？,"公司保持了快速发展势头，面临的最大不足是人才引进，特别是高级人才的引进。
面临的最大挑战是：作为国内排名第一的智能交通企业，同行业将易华录作为对标企业和最大竞争对手，需要冲破重围，不断完善竞争措施，牢固掌握市场。
面对新客户放弃合作，公司将断续分析放弃合作的原因，跟踪分析客户需求，加强与客户的主动沟通，提出适合客户的解决方案，争取客户理解和支持，决不放弃合作机会。"
2,"公司采取了具体怎样的应对措施,在同业中不断做大做强?","加强营销体系建设，对重点城市、零业绩城市，将重点支持，实现免费试用计划，争取用户。
加强先进技术应用，与国内高校、科研院所合作，引进人工智能、大数据等新一代技术，提高产品竞争力。
加强新业务开拓，将在停车、轨道、民航等新业务方面，重点投入，成为业务增长点。
加强企业文化建设，依靠规范化制度吸引人才，实现高精尖人才队伍稳定工作。"
3,请问：公司产品的技术含量如何？专利多吗？行业垄断地位如何？ 那些项目能给公司带来利润增长点？预计是否能保持3年的增长？,公司十分注重产品品质，实施了技术改造计划，使用了大数据、物联网、互联网、人工智能等新一代技术，提高产品实用性，专利近300项，据赛迪网发布，2016年公司智能交通业务在全国排名第一，交通运输监测平台项目、交通大数据项目等带来增长点，未来3年能够保持增长，并有新的业务增长点。
4,今年人工费用是否还会出现阶段性上涨？,公司为所有员工提供具有市场竞争力的薪酬待遇。
5,自从微博出现后，对于舆情的关注和扩散在一定程度上都有所放大，关于舆情的监控，公司有些什么样的手段？而在应对负面舆情的时候，又有什么样的应急措施？,公司依靠相关舆情监测工具及专业软件由专人开展公司舆情管理，并形成日间舆情报告。对于负面舆情事件，公司原则是先落实查清事实，组织管理层制定解决方案，同时上报对应监管部门，最终通过公开官方渠道给出最终解释。对于长期复杂问题，进行追踪处理，并适时进行披露。
6,公司募集资金投向项目进展如何，是否顺利?预计多久可以收回投资?,"公司首次公开发行股票承诺投资项目（智能交通管理操作系统、新一代智能交通系统开发与建设示范项目）累计已实现收益18,594.33万元，已收回投资。
同时，首次公开发行股票超募资金用于投资并购项目累计实现收益9883.7万元，投资标的企业运营状况良好，预计可持续给公司创造收益。"
7,在给用户提供增值服务方面，公司做了哪些工作以增强对原有客户的锁定、新客户的拓展？,"开展了三年以上老项目的软件免费升级活动，利用学院加强对业主单位的人员培训，邀请有实力的业主单位，共同参加产品的升级研发。
面对新客户，将实行公司产品的免费试用计划，搭建产品体验室，邀请客户参观考察，广泛征集客户意见，共同改进产品、提高产品水平，在各地增设服务机构，依靠服务拓展用户。"
8,在企业文化方面，公司有什么特色吗？,"您好！公司一直坚持“尊重人、培养人、依靠人、满足人”的企业理念，以实现“行业先锋、百年企业”的企业愿景。通过“珍惜时间，创造价值”企业文化的建设，努力实现公司及员工个人价值的最大化。公司组建易华录学院不断提升员工的业务能力及职业素养；成立e创客孵化中心，建立开放、创新、共享的交流平台，激励员工的创新创业意识，实现公司与员工的合作共赢。
 "
9,你如何看待同行业其他公司的经营情况？在同行业竞争中，公司排名第几？你认为公司业绩增长的主要优势或障碍在哪里？,公司自上市以来一直保持长期稳定的增长，根据赛文交通网监管的《中国城市智能交通市场研究报告》显示，2016年易华录在城市智能交通领域的市场业绩位居行业前列。公司作为央企上市公司，具备央企的优势，同样也受到国资委等监管部门相关规则的约束，公司将在合法合规的情况下做大做强。
10,去年的市场行情并不好，物价又涨，今年公司在市场开拓方面有什么计划？能否详细谈谈？,设立了智能交通重点城市事业部，推进经济总量较大城市的交通业务。开展零业绩城市的推进计划，扩大业务范围。在全国开展产品的免费试用计划。运用人工智能等技术，改造产品，提高竞争力。开展各地营销交付部门的规范化建设，适应各地特色需要。
11,请问公司在财务结构上有什么不足，打算采取哪些举措。,易华录承揽集成项目特点，经营性现金流指标持续为负，两金规模较高，2016年公司采取多项措施降低两金规模：1、完善项目交付管理制度，推动在建项目清理工作，提高项目交付能力。2、成立重点项目清收管理工作组，推动重点项目清收工作。3、将在建项目清理工作、项目回款推进工作纳入责任人绩效考核。2016年收入同比增长38.75%，经营性净现金流与上年基本持平，得到了有效控制。
12,公司管理层应该用实际行动树立诚信！股市，社会对责任诚信的渴望，远远胜过了任何广告效应！全国3000千万股民都会记得你们。我会继续持有公司股票，希望持有一家受人尊敬的上市公司！,非常感谢您的支持，公司会一如既往的诚信经营，不断以优异的经营业绩为投资者创造价值。
13,请问公司上一季生产经营状况如何？与去年同期相比如何呢？,公司将于4月25日披露一季度报告，对公司一季度生产经营状况进行了全面总结，请关注公司公告。
14,"公司的持续良性发展是投资者投资信心的有力保证,愿公司的发展能为投资者带来良好的回报!请问公司领导对今年有信心吗？",公司作为央企上市公司，始终坚持长期稳定的发展战略，将通过努力经营创造价值回报投资者。
15,"同行业内有哪些主要竞争对手？面对国内和国际品牌的冲击,公司的品牌战略指导思想是什么?公司采取了什么样的应对措施,在保持稳定增长的前提下不断做大做强?",公司坚持“以人为本、创新驱动、品质驱动”发展战略，产业做强、资本做大，在智能交通、公共安全、智慧城市、蓝光存储、健康养老“14”领域精耕细作，打造以“数据”为核心的智慧城市运营商。
16,公司现有产品最近价格是否稳定，最近公司产品出货量怎样？上游的企业是否大量备货？,公司采用了产品大表管理制度，价格稳定，今年第1季度产品出货量高于去年同期，上游企业有大量备货，能够按期现场交付。
