,Question,Answer
0,曹叔叔不要生气，公司的汽车零部件产品指的是什么？,您好，曹叔叔没生气。公司汽车零部件产品包括VVT、挺柱、张紧器、摇臂、喷嘴、其他精密件等六大类产品。
1,彭叔叔，我喜欢你，哈哈，介绍一下公司的主要产品和上市时间。,感谢您的喜爱，建议您看一下公司基本情况。
2,公司目前面临的最大问题是什么？,人才
3,公司未来五年的目标是多少？能够实现吗？,为股东创造价值就是我们最大的目标。
4,小军叔叔，我喜欢你，哈哈，希望能和叔叔进一步交流。,好的#^_^#，保持联络~
5,能简单的介绍下新项目的情况吗？,您好，不知您说的新项目是什么项目。
6,公司是否会计划多元化发展？,同心多元^_^
7,请问公司的分配预案达到承诺的分红比例吗？,超过了吧
8,曹叔叔好，什么是精密汽车零部件？,曹叔叔建议你百度一下⊙﹏⊙
9,在做项目之前是否对项目进行严谨的可行性研究？,^_^
10,2017年公司是否考虑对高管实行股权激励，如果有的话大概什么时候实行？,如果有，到时会公告，公告时您就知道了。
11,公司有没有股权激励计划？,如果有，到时会公告。
12,公司去年主打产品的销量是多少？,您好，请关注下公司去年的年度报告。
13,请问2017年全年预计销售目标是多少？实现净利润的目标是多少？,您好，请关注公司后续公告。
14,请问公司明年净利润能做到多少？,明年净利润请持续关注公司明年的相关公告。
15,请问老总， 2016年存货是多少，存货增加的内容是哪些？,您好，请查阅公司2016年年度报告相关内容。
16,公司截至目前为止都有哪些子公司和参股公司？,您好，请您查阅公司2016年年度报告相关内容。
17,请问公司目前的研发机构有哪些？公司未来产品的研发与创新将如何进行？,您好，公司主要在发动机精密零部件产业拥有一个省级企业技术中心；在新能源锂电池正极材料产业与中南大学合作建立了锂离子动力电池正极材料湖南省工程研究中心等。
18,公司今年有新投资的项目吗？如果有，当年能否为公司贡献利润？如有利润贡献，公司预计能实现多少利润？,您好，有新的投资才更能保证新的增长，具体情况请关注下公司后续公告。
19,公司截止至今的产品有多少个种类？,您好，请您查阅公司2016年年度报告“公司从事的主要业务”部分。谢谢
20,请问公司会进入新的细分领域吗？这一领域与公司现有业务的相关性？,您好，不知您所说的细分领域是什么领域？
21,公司募投项目，预期如何？,您好，目前公司募投项目与预期一致。
22,公司的前5名供应商是什么，与公司存不存在关联关系？,您好，公司与前五名供应商不存在关联关系，具体详见公司定期报告。
23,公司的前5大客户是哪些？,您好，请您查阅公司定期报告。
24,请问开完股东会后，如果送股通过几日内会送股？,您好，请您认真阅读公司相关公告。谢谢
25,请问今年预计主要产品的销售目标是多少？净利润是多少？,您好，请您关注公司后续公告，谢谢。
26,截至目前，公司的同比销售额有增长吗？,您好，请您查阅公司2017年第一季度报告相关内容，谢谢。
27,公司的发展战略是什么， 和公司现有的主营业态一致吗？  能否详细讲解一下？ 谢谢！,您好，请您仔细查阅下公司2016年年度报告“公司未来发展的展望”部分，您将深入了解公司战略。
28,请问净利润的增长率和销售收入增长同步吗？,您好，逻辑上增长是同步的，只是步幅是否一致的问题，请您关注下公司后续的公告。
29,请问公司今年营收的增长能超过行业的平均水平吗？,您好，不知您讲的行业平均水平是什么水平？
30,公司截止目前的股东总人数是多少？,您好，截止2017年4月28日，公司股东总数23000余位。
31,请问老总公司今年净利润同比增长多少？,您好，请您查阅一下公司年报相关数据。谢谢
32,公司今年的财务费用会有多少？,您好，请您仔细研读公司定期报告，很多问题将迎刃而解。谢谢
33,公司在税收方面有没有相关的优惠政策？具体税率是多少？,公司在税收方面享受高新技术企业、西部大开发政策优惠，所得税税率15%。
34,公司预计2017年业绩较去年同期是上升还是下降？若上升，则增幅是多少？,您好，2017年度业绩较去年同期上升。具体情况请关注下公司后续的公告。
