,Question,Answer
0,小军叔叔好，公司于2014年1月上市，介绍一下公司的主营业务。,公司成立至今主要业务集中于安防行业，是国内领先的视频监控管理产品与解决方案提供商；同时，为不断拓展业务版图，公司积极布局轨道交通领域，提供系统、专业的轨交领域自动化、信息化系统行业解决方案。
1,去年的市场行情并不好，物价又涨，今年公司在市场开拓方面有什么计划？能否详细谈谈？,2016年安防市场行情较好，国家反恐和治安是国家和人民的刚性需求。2017年公司在市场开拓方面将一如既往，在优势市场和优势产品继续发挥龙头地位和市场导向作用：产品方面，根据技术发展路径和行业需求的变化，持续加大自主研发力度，形成了警用图像处理系统、人脸系统、集群云存储、PVG、轨道交通CCTV系统、公安大数据平台等多个产品，并实现销售落地；市场方面，继续加大营销体系建设投入，增强华东、华南、西南市场的力量投入，在保持原有北方区市场优势的同时，新增东南亚办事处，开拓海外市场。
2,公司今年有没有新产品和新业务拓展？对城镇一体化带来大发展机遇，公司有没有具体的发展计划？,你好，谢谢你的提问。 在政府相关政策的指导下，随着“雪亮工程”的展开，平安城市和安防行业仍将保持良好发展态势。 产品方面，公司在保持“视云天下”系列产品市场优势的基础上，公司根据行业需求和技术发展趋势，下一步将“云化大数据、深度人工智能、软硬一体化”的核心研发方向，在云计算、大数据、智能终端做好产品布局，以及轨道、海外市场方面做业务拓展。将逐步推出面向业务实战的大数据产品以及智能化单兵类产品。
3,公司今年有没有新产品和新业务拓展？,你好，谢谢你的提问。 在政府相关政策的指导下，随着“雪亮工程”的展开，平安城市和安防行业仍将保持良好发展态势。 产品方面，公司在保持“视云天下”系列产品市场优势的基础上，公司根据行业需求和技术发展趋势，下一步将“云化大数据、深度人工智能、软硬一体化”的核心研发方向，在云计算、大数据、智能终端做好产品布局，以及轨道、海外市场方面做业务拓展。将逐步推出面向业务实战的大数据产品以及智能化单兵类产品。
4,请问赵总，未来三年 平安城市和安防行业 进一步发展的主要素求在哪些方面？ 公司有哪些具体的产品 和 服务 来  应对市场的需求？,"你好，谢谢你的提问。
在政府相关政策的指导下，随着“雪亮工程”的展开，平安城市和安防行业仍将保持良好发展态势。
产品方面，公司在保持“视云天下”系列产品市场优势的基础上，将逐步推出面向业务实战的大数据产品以及智能化单兵类产品。"
5,公司目前在民用家庭上产品占比有多少？ 之前 类似奇虎网力 家庭摄像头 等家居安防的 业务 目前形势如何？,你好，公司在面向家庭产品还处于前期阶段，公司在这方面已展开布局，有独立公司和业务板块负责这方面业务。随着以深度学习为代表的人工智能技术以及物联网技术、大数据技术快速发展。公司联合合作伙伴共同发起万象人工智能研究院，致力于人工智能技术的研究和应用。公司打造“物灵”科技，以 “创建人机共生的灵性世界”为使命，致力于从家庭生活真实需求出发，用人工智能技术与灵性设计赋予产品灵性的交互体验，为产品注入鲜活的生命。 
6,公司目前在民用家庭上产品占比有多少？ 之前 类似奇虎网力 家庭摄像头 等家居安防的 业务 目前形势如何？,你好，公司在面向家庭产品还处于前期阶段，公司在这方面已展开布局，有独立公司和业务板块负责这方面业务。随着以深度学习为代表的人工智能技术以及物联网技术、大数据技术快速发展。公司联合合作伙伴共同发起万象人工智能研究院，致力于人工智能技术的研究和应用。公司打造“物灵”科技，以 “创建人机共生的灵性世界”为使命，致力于从家庭生活真实需求出发，用人工智能技术与灵性设计赋予产品灵性的交互体验，为产品注入鲜活的生命。
7,公司目前在民用家庭上产品占比有多少？ 之前 类似奇虎网力 家庭摄像头 等家居安防的 业务 目前形势如何？,你好，公司在面向家庭产品还处于前期阶段，公司在这方面已展开布局，有独立公司和业务板块负责这方面业务。随着以深度学习为代表的人工智能技术以及物联网技术、大数据技术快速发展。公司联合合作伙伴共同发起万象人工智能研究院，致力于人工智能技术的研究和应用。公司打造“物灵”科技，以 “创建人机共生的灵性世界”为使命，致力于从家庭生活真实需求出发，用人工智能技术与灵性设计赋予产品灵性的交互体验，为产品注入鲜活的生命。
8,请问赵总，公司如何看待未来三年人工智能 在 家庭和民用 上的发展前景？公司有哪些针对性的计划和准备吗？,你好，公司在面向家庭产品还处于前期阶段，公司在这方面已展开布局，有独立公司和业务板块负责这方面业务。随着以深度学习为代表的人工智能技术以及物联网技术、大数据技术快速发展。公司联合合作伙伴共同发起万象人工智能研究院，致力于人工智能技术的研究和应用。公司打造“物灵”科技，以 “创建人机共生的灵性世界”为使命，致力于从家庭生活真实需求出发，用人工智能技术与灵性设计赋予产品灵性的交互体验，为产品注入鲜活的生命。
9,请问赵总，公司如何看待未来三年人工智能 在 家庭和民用 上的发展前景？公司有哪些针对性的计划和准备吗？,你好，公司在面向家庭产品还处于前期阶段，公司在这方面已展开布局，有独立公司和业务板块负责这方面业务。随着以深度学习为代表的人工智能技术以及物联网技术、大数据技术快速发展。公司联合合作伙伴共同发起万象人工智能研究院，致力于人工智能技术的研究和应用。公司打造“物灵”科技，以 “创建人机共生的灵性世界”为使命，致力于从家庭生活真实需求出发，用人工智能技术与灵性设计赋予产品灵性的交互体验，为产品注入鲜活的生命。
