,Question,Answer
0,请问未来公司对稳定股价会做出哪些举措？,公司不能掌控股价，但会尽能力提高经营能力及资本外延发展，谢谢。
1,对比大股东而言，中小投资者的合法权益有哪些特别之处？,就这个对比而言，中小投资者的合法权益会更受监管层关注和保护。
2,公司去年主打产品的销量是多少？,涉及公司经营机密，不方便透露，请谅解！
3,公司管理层怎么看待去年的业绩，满意么？能说下今年有什么目标吗？,公司去年在油价上涨、人民币贬值及人工上涨的缩合影响下，业绩处于正常区域，希望今年能有所提高。
4,请问公司目前的研发机构有哪些？公司未来产品的研发与创新将如何进行？,公司的研发分为产品研发和市场研发，对应各自的部门，将来研发与创新也仍将沿此路径进行。
5,你怎么看公司的业绩和公司的股价和市值的？,我们会努力拼搏实现股东的价值，谢谢！
6,公司是否会计划多元化发展？,公司会有适当的外延发展愿望。谢谢。
7,请介绍一下公司所处行业和主要产品？,请参看公司对外披露的2016年年报。
8,公司今年有没有新产品和新业务拓展？,公司一直在开发新产品和新业务。
9,能介绍一下公司现在各大区域的销售和占有率等基本情况吗?,详细请查看年报全文，谢谢！
10,今年人工费用是否还会出现阶段性上涨？,视乎公司的业务情况，谢谢！
11,公司目前的股东结构是怎样的？是否有利于优化公司治理结构和企业长远发展？,股东结构处于动态变动当中，每季的季报会公告，请参看，谢谢。
12,请问董事长目前市场上公司主要的竞争对手都有哪些公司？在细分行业公司处于行业处于什么排名？谢谢,您好！公司目前供应的产品大体都属于小众必需品，目前并不存在同一企业同一产品上的强烈竞争，竞争层面主要来自汽车企业之间。除去发动机油外，其他产品的供应都处于领先地位。
13,公司截至目前为止都有哪些子公司和参股公司？,请参看年报上的详细介绍。谢谢。
14,请问公司会进入新的细分领域吗？这一领域与公司现有业务的相关性？,公司会在汽车产业内的其他细分领域作一定发展，希望能与目前的业务产生协同效应。
15,"1、请问公司最近的股价下跌是不是与德联车护项目开展不顺利有关系？
2、目前德联车护项目有何最新进展？德联车护项目设计的MB2B2C的模式是否有改变？
3、目前连锁汽车养护店有多少家，养护店核心软件是否已完善并投入使用？
4、公司领导层最近有增持或减持公司股票的计划吗？",近期市场整体在下滑，公司股价跟随下跌。德联车护项目设计的模式仍在推进当中。目前直营店2家，区域合作门店118，合作标准店和社区店逾7000家。目前暂未接到领导层有减持计划。
16,今年公司人力成本的大幅度上升？对公司产品价格影响有多大？,今年公司人力成本预计不会大幅上升，对公司产品价格影响不大，谢谢！
17,公司截止至今的产品有多少个种类？,公司目前产品已发展到十三大类，一百多型号。
18,公司的前5大客户是哪些？,全部为主机厂，具体不方便透露，谢谢！
19,请问公司如何看待市值管理的？近期管理层新出的增发新规对公司以后资本运作有何影响？,市值管理应该依法依规进行。就目前面言，增发新规暂未对公司资本运作产生影响，但如果并购较大项目，则需要更多的融资渠道。
20,"公司的持续良性发展是投资者投资信心的有力保证,愿公司的发展能为投资者带来良好的回报!请问公司领导对今年有信心吗？",公司领导层对公司发展是有信心的。
21,我对贵公司是长期投资的，请问预计今年一季度会盈利多少？,详细请查看1季度报告，谢谢！
22,公司的发展战略是什么， 和公司现有的主营业态一致吗？  能否详细讲解一下？ 谢谢！,公司的发展战略大体为稳定发展传统业务，大力开拓汽车后市场，同时利用资本市场进行适当业务延伸。
23,请问董事长，您和总经理名下有没有未注入上市公司的其他资产（公司）呢？,您好！目前没有。
24,请介绍一下公司的行业地位？,公司目前在车用化学品行业上居于整车装配前列，在汽车后市场上仍处于开拓阶段。
25,你好，请问贵司目前产品的销售趋势如何？今年的销售目标是多少？公司有没有一个具体可行的持续增长计划？,公司销售稳定增长，按公司的预算方案，今年的预计销售额大约为26亿元，具体结果要视执行情况，公司将会以传统业务为基础，同时大力加大后市场的开发力度。
26,请问老总公司今年净利润同比增长多少？,按预算方案，本年预算净利润增长幅度在0-10%之间，具体要视执行情况，谢谢。
27,公司今年的财务费用会有多少？,今年财务费用预计800万左右
28,请问董事长平时与公司前十大流通股东有交流吗？,您好！公司一直有与股东沟通的机制，并乐于与其他股东沟通。
