,Question,Answer
0,张总，您好！目前公司有在全国各地都有布局，但北京、武汉这两个重要城市至今没有项目，请问公司有没有规划这两个重要的旅游城市？谢谢！,132：您好，拥有丰厚的历史文化积淀及庞大的消费市场基数的一二线旅游目的地和城市公司都在持续关注，谢谢！
1,请问陈总，轻资产项目20%提成是基于景区营收还是净利润？,您好，可支配营业收入是指整个景区的营收。
2,像是和奔跑吧兄弟这样的综艺节目合作，是谁作为出资方？,您好，近年来，诸多综艺节目、网络电影，电视剧与公司旗下各景区进行合作，景区也会针对不同群体选择一些受人喜爱的节目，如浙江卫视《奔跑吧，兄弟》、《挑战者联盟》、《真星话大冒险》， TVB《华东有什么》等节目均有在宋城景区取景拍摄；央视少儿频道《过年了》等节目在三亚千古情景区取景录制；杭州宋城旅游区（湘湖片区）持续试水影游联动，取景并完成拍摄《怒嫁双娇》、《三国杀.幻》、《老公去哪儿》、《美丽A计划》、《竞哥哥来了》等多部影视剧、综艺节目作品，更有在烂苹果乐园取景拍摄的年度热播剧《猎场》在湖南卫视播出，受到广大游客关注。
3,请问张总，公司轻资产业务的 具体形式是什么样的？ 与 传统的 千古情 业务 有什么根本上的区别？,传统的千古情业务是公司自主投资、建设、规划、编创、运营，自负盈亏的；轻资产业务是公司提供品牌授权、演出剧目编导、规划设计、工程建设、科技体验项目制作、市场营销、旅游电子商务、策划推广收取一揽子服务费用以及开业后的景区委托运营管理费用；自主投资和轻资产输出模式结合有效地增强公司的竞争能力，夯实公司行业龙头地位。
4,张总，咱们澳洲项目的进展如何？还有定增方案失败之后，投资澳洲项目的钱会从哪里来？,澳洲项目的规划总体设计方案已完成，并已收到澳大利亚黄金海岸市政府的项目规划受理函，目前政府已进入全面正式评审阶段。
5,"请问陈总：轻资产项目中表述的   按照可支配营业收入的20% 提取   这个  可支配营业收入统计口径是什么

谢谢！",您好，根据协议，轻资产项目20%提成是基于景区营收。详见2016年6月签署公告的《宋城•宁乡炭河里文化主题公园项目合作协议书》。
6,您好，请公司介绍一下后续轻资产输出项目的计划？ 今年有计划新增加签约吗？ 谢谢,您好，公司会兼顾自主投资项目和轻资产项目的节奏，适当把控，未来几年平均每年两三个项目开业的节奏，在前一轮复制的经验上，公司有信心保持这个节奏。谢谢！
7,宋城演艺2018年有哪些景点开业，上海何时开业呢以及接下来公司有何战略规划？请问张总,您好，公司新一批项目正在有序进行，各项目均处于项目报批、筹备阶段和项目动工阶段，并预计未来三年将陆续开业。其中：张家界项目已于2017年12月取得项目用地，各项规划审批正有序进行；上海项目目前正在办理相关审批手续，公司同时结合外部专业机构完成了规划设计方案，内容创意上也与国内外知名院校合作，核心创意理念已架构成型；“中华千古情”项目已于3月31日举行了启动仪式，项目进入正式的实施阶段。“中华千古情”项目力争于2019年6月前完成项目试运营。目前，公司各个项目都在有序推进，但由于每个项目都和当地天气、市场、建设进展和政府协调等情况相关联，所以我们无法精准地给出每个项目的具体开业时间，但我们能将三年的预期和当年开业的项目及时告知投资者，比如阳朔项目将在2018年开业，早就通过多种途径告知投资者，谢谢！
8,请问2018年截止到目前 6间房的经营情况，2018年也即完成是否有信心,不考虑并购灵动时空，2017年六间房营业收入为11.84亿元，净利润2.52亿元，分别同比增长8.62%、7.23%。考虑到灵动时空的利润贡献，2017年六间房加大了创新产品的研发投入，在确保完成业绩承诺的同时实现产品和技术创新，为未来增长打下基础。
9,黄总喝自制酒，纪念品中能卖酒，又是一个好主意。坚信宋城未来强大无比。,感谢您的支持！
10,张总，您好！请问一下宋城今年新项目的规划及进展情况？,您好，目前阳朔项目正在进行紧张的工程建设，并力争于第三季度开业；2018年是公司新一批项目积极推进的年度，各个新项目正在有序进行，均处于项目报批、筹备阶段和动工阶段，并预计未来三年将陆续开业。
11,张总您好，2017年六间房的关键数据的增长速度较2016年均大幅下滑。按照17年的增速，六间房完成2018年的业绩承诺可能会不顺利。请问公司管理团队有什么具体方案去加速获得注册用户数以及提高ARPU值呢？,行业和企业发展都不是线性的，因时而兴，乘势而变。2018 年六间房将继续秉承内容打造和社区运营并重的发展战略。对于头部主播，给予流量与资金上的扶持，同时积极引入和扶持更多类型的主播；强化直播社区的运营参与力度，通过多层次、多角度的活动运营策略，进一步激发社区用户的参与和互动热情，从而提升用户粘性和付费意愿。同时，六间房将持续加大增强现实、大数据等前沿技术的投入，并逐步应用于产品和运营活动中，创造新的用户增长点。
12,张总您好，近年来宋城演艺跌幅巨大，公司有没有进行市值管理的计划。,您好，从公司扎实的业绩及清晰的战略来看，公司股票应该享受更高的估值和增幅，但二级市场的股价表现受到整个资本市场的大环境影响，公司努力做好经营，用实际行动维护公司市值。谢谢！
13,您好，参观几个千古情景区后，发现三亚千古情的与游客互动最充分，反映到财表上三亚的经营情况也优于丽江，小场所大产出，希望丽江多借鉴三亚和杭州的成功经验！,谢谢您的建议！
14,九寨千古情对2018年度利润有多大影响？,您好，公司将响应、配合政府提出的“对九寨沟景区部分景点分区域、分时段、限流量有序开园”，并结合公司九寨项目的灾后恢复工作和淡旺季特点、座位数等因素，综合考虑《九寨千古情》的开业时间，具体开业时间请关注后续官方发布的信息。对2018年净利润影响将基于具体的开业时间而定。
15,您好！ 从18年开始，公司是否全面上调了门票价格约10元，属实吗？,您好，从18年开始，公司对个别产品做了价格调整，主要是缩小了线上销售价与门市价的差距，更利于市场价格管控。
16,灵动时空未来在手游方面有何新计划，新项目？,2018年灵动时空将继续坚持在动作游戏和卡牌游戏上寻求发展与突破，预计年内将新上线4-6款新游戏，从内测数据来看，不排除其中有出现A级游戏的可能性。
