,Question,Answer
0,我们这些投资者关心的是企业的业务及业绩，在资源价格上涨的时代，我们关心的是贵单位产品的销量和价格，从而关注贵单位的业绩，贵单位的产品和价格目前是增加了还是减少了，希望贵单位的领导给个答复,您好，公司将按照信息披露制度要求及时公布经营情况。
1,姚叔叔好，公司是什么时候上市的？去年的经营情况怎么样？,你好，公司上市时间是2015年6月11日，2016年的经营情况请参阅公司披露的2016年度报告，谢谢！
2,贵单位上市以来没有送过股，现金分红也是少的很，本次定增完成后，贵单位业绩大幅度提升，可否大比例送股回报股东以及定增的股东？贵单位业绩如果按照2016年实现的业绩，股本定增后达到1.2亿，每股收益可以达到1.5元。深沪两市总股本8000万左右的，业绩很差的以及没有重组的股价都在四五十以上，按照每股收益1.5元，股价我觉得至少六七十以上，希望公司能快速发展度过之前的萎靡期，以优异的业绩回报股东，实现管理层和股东双赢的局面,谢谢！
3,公司所处的行业为金属材料行业，是否有往有色金属冶炼及压延加工行业发展的打算？或者并购矿山解决原材料，解决行业上游和下游，打造一条龙产业链，做大做强公司的打算？,公司一直专注实业，具有丰富的大规模、自动化制造行业的经营管理经验。公司将充分审视自身的竞争优势和劣势，结合公司在生产管理、机械加工、模具设计等方面的技术经验，利用上市公司资本运营的优势，积极探索外延式发展机遇；通过产业并购重组，实现产业链延伸，促进企业健康发展。谢谢！
4,公司现阶段发展过程中有何不足？面临的最大挑战是什么？如果新客户在磨合期放弃与公司合作，公司有无应对措施？,宏观经济变化和公司下游市场变化的不确定性是最大的挑战。公司的客户基本没有出现磨合后放弃与公司合作的情形。如果有，公司将采取不断开发其他新客户、巩固老客户的方式予以化解。谢谢！
5,近期资源价格持续大涨，尤其是金属价格持续飙升，有人认为资源为王的时代又来了，贵单位从事金属加工，贵公司的产品近期是否量价齐升？希望给个明确的答复，不要用随行就市这样的官方用于来回答哦，谢谢,请参考相同问题的答复。
6,最近有色，钢铁，煤炭价格持续上涨，公司产品与这些行业密集业务往来，请问，贵公司最近的业务是否有所增长，公司有没有释放自己的产能？相关产品价格有没有提价或者涨价的趋势？,请参考相同问题的答复。
7,尊敬的陈董，最近有色，钢铁，煤炭价格持续上涨，公司产品与这些行业密集业务往来，请问，贵公司最近的业务是否有所增长，公司有没有释放自己的产能？相关产品价格有没有提价或者涨价的趋势？,请参考相同问题的答复，谢谢。
8,尊敬的陈董，最近有色，钢铁，煤炭价格持续上涨，公司产品与这些行业密集业务往来，请问，贵公司最近的业务是否有所增长，公司有没有释放自己的产能？相关产品价格有没有提价或者涨价的趋势？,公司产品价格受原材料成本、下游需求、市场竞争状况等多种因素影响，公司将根据包括原材料成本在内的各因素影响调整价格，具体量价情况参见公司披露的公告。谢谢！
9,公告显示，您和曾双静先生（女士）一起负责凤姐的持续督导，请问本次重组事宜，是您主负责还是他（她）主负责，亦或是两人负责？请问您和曾先生（女士）手上还负责其他投行业务吗？,两位保荐代表人都严格按照相关法规要求履行保荐职责。谢谢！
10,请问今年预计主要产品的销售目标是多少？净利润是多少？,请持续关注公司披露的公告，谢谢！
11,公司是否具备长期投资的价值？你是怎么看的？ 如果有机会，你会增持吗？,公司将致力于股东和中小投资者利益，进一步强化管理、提高经营。投资者还请根据公司公开信息谨慎判断投资风险。谢谢！
12,2016年，在公司宣布重组预案后，公司多位高管、战略投资者进行了减持，是否有预先知道该重组方案很大可能被毙？,公司高管及战略投资者依据其自身资金安排，根据相关法律法规而进行减持，与本次非公开发行无关。谢谢！
13,公司的证监会反馈意见是否已经上报证监会？,相关反馈回复已进行申报，具体请关注公告信息。谢谢！
14,根据您的从业经验来看，此次重组方案虽暂时不受再融资新政影响，但在过会审核的时候，会不会从严把握？,证监会相关政策明确已受理的再融资申请仍按原政策执行，我们将严格按照相关法律法规要求积极推进本次定向增发。谢谢！
15,根据您的从业经验，本次重组方案虽暂不受再融资新规影响，但是上会讨论时，会不会从严把握？,证监会相关政策明确已受理的再融资申请仍按原政策执行，我们将严格按照相关法律法规要求积极推进本次定向增发。谢谢！
16,根据已披露的数据，无锡雄伟2016年的业绩超过业绩承诺约4000万，未来是否能保持这样的业绩？,雄伟精工目前经营状况正常，公司正积极推进增发和收购工作，具体经营业绩情况请持续关注公司披露的公告。
17,今年人工费用是否还会出现阶段性上涨？,人工费用的涨跌是依据公司的具体经营情况来确定的。谢谢！
18,近几年的固定资产，技术改造的投资效果如何，是否达到了预期的目标，不考虑市场因素，简单考虑毛利情况是否合理呀。,公司的毛利率情况处于行业的合理水平，谢谢！
19,公司今年有新投资的项目吗？如果有，当年能否为公司贡献利润？如有利润贡献，公司预计能实现多少利润？,请参阅公司于2017年2月22日在指定媒体披露的《备考财务报表审阅报告》。谢谢！
20,贵公司员工一个月能挣多少？,本公司个人收入是以岗位来确定的，岗位不同收入不同。2016年的人均工资请参见公司披露的2016年年报。
21,公司未来3年发展前景如何?,耐磨材料属于工业的消费品，即使在发达国家，截至目前也没有出现合适的替代品。近年来公司下游产业受到国家宏观经济整体发展速度的制约，在短期内对公司的发展形成了一定的限制。但从长远来看，工业消耗品是工业的粮食，具有安全、稳定的需求。公司目前在行业内已经形成较为领先的市场地位，只要保持公司良好、健康的基础素质，在相对危机的市场形式下，公司更加能够巩固和形成行业的领先地位。在市场未来出现转机时，公司的成长性将会超越以往的发展速度，同时，公司将会借助相关专业投资机构的资源，搭建产业基金作为公司投资平台，参与投资符合公司在工业4.0方向上的战略布局的智能制造基金，加快公司借助资本市场实现转型升级，以制造业为基础的多元化战略布局、提升上市公司业务规模和盈利能力，进一步增强上市公司综合竞争力培育新的利润增长点，持续提高回报股东的能力。谢谢！
