,Question,Answer
0,能介绍一下公司现在各大区域的销售和占有率等基本情况吗?,感谢您的关注！详情请参阅公司在巨潮资讯网披露的《2016年年度报告》。
1,公司领导怎么看现在公司的股价，对我们小散有什么忠告？谢谢,您好！谢谢您的关注。公司董事会和管理层对公司发展前景充满信心，但股价变动受多种因素影响，敬请广大投资者注意投资风险。
2,公司2017年一季度经营业绩如何？,感谢您的关注，详情请您参见公司在巨潮资讯网披露的《2017年第一季度业绩预告》。
3,现在行业间的并购都比较频繁，你们今年有没有兼并收购计划？,您好！谢谢您的关注，公司将以丰富和完善主营业务为核心，审慎开展并购相关工作。目前公司正在停牌推进重大资产重组相关工作，将根据相关规定及时履行信息披露义务及披露进展情况，敬请关注。
4,公司现在负债总额是多少？每年负债的利息是多少？谢谢。,您好，谢谢您的关注！详情请参阅公司在巨潮资讯网披露的《2016年年度报告》。
5,关于公司定增项目柔性OLED目前进展如何？,感谢您的关注，公司管理层积极推进各项业务有序进开展。
6,公司2016年度扣非后净利润下降120%，主要是什么原因？,"您好！公司营业收入较上一年度增长16.82%。通信业务方面，根据工信部《2016 年通信运营业统计公报》，4G网络建设仍然处于规模建设期，当期通信业务收入与上一年度持平；智能终端等新业务方面，随着新项目逐步实现量产，相关销售收入有较大幅度增长。
公司2016年度扣非后的净利润下降的原因如下：
1. 基于审慎的财务原则，公司对华阳微电和大盛石墨的长期股权投资计提了减值准备。此外，大盛石墨的负极材料等石墨产品下游为动力电池等新能源市场，产品验证时间较长，量产及产品交付时间延后，2016年大盛石墨业绩首次亏损，影响了公司当期业绩。
2. 在本次募集资金到位前，为补充公司的营运资金，公司提高了债务融资比重，导致融资成本上升，2016年的财务费用较上一年度增加了3,460.21万元。"
7,公司所处行业有没有周期性？,为了确保公司长期、稳定、可持续发展，公司凭借精密共性制造平台的平台优势，进行业务结构升级及战略调整，在主营业务方向上积极发展“ERA”三大业务，即在巩固通信业务（缩写为“R”radio frequency）的基础上，新增智能终端／消费类电子业务（缩写为“E”electronics）以及新能源汽车零部件业务（缩写为“A”automobile）。通信设备行业受到通信设备代际升级更换影响，具有一定的周期性，公司通过有效的资源整合，拓展智能终端／消费类电子及新能源汽车零部件业务，从而解决自身产业发展瓶颈，增强抗周期能力，完善产品线及增强客户粘性，不断提升公司核心竞争力和盈利能力，确保公司和股东利益最大化。
8,请问徐总，关于大盛石墨何时量产？预计何时能给公司带来收益？,"感谢您的关注！石墨是极为重要的战略性非金属矿产资源，是现代化工业技术发展不可缺少的功能性基础材料。大盛石墨具备自天然石墨采选到石墨新型材料深加工的整个产业链的研发、生产和销售能力，并拥有丰富的天然石墨采选资源。
除优质鳞片石墨、微晶石墨之外，大盛石墨已经具备量产能力的产品包括：柔性石墨、可膨胀及高碳石墨、石墨化产品、高导热石墨、高端导电剂、消费电子级及动力级锂电池负极材料等。
2016年，大盛石墨在石墨烯、微晶石墨负极材料、新型硅碳负极材料等新技术、新产品的开发及量产方面加大了投入力度，成功实现了部分新产品的量产，已于年底建成年产30吨、拥有全套自主知识产权及自研宏量制备设备的薄层1~5层石墨烯产线。由于大盛石墨的负极材料等石墨产品下游为动力电池等新能源市场，产品验证时间较长，量产及产品交付时间延后，影响了公司2016年业绩。预计2017年起负极材料产品将为大盛石墨带来更加显著的收益。
"
9,关于大盛石墨2015年、2016年的业绩承诺履行如何安排和实施的？是否履行完毕？,您好，关于2015年情况，请见公司在巨潮网上的公告。关于2016年情况，公司会根据相关信息披露规则履行信息披露义务。谢谢您的关注！
