,Question,Answer
0,请问高总，2017年大数据行业在全国范围都得到了快速的发展，是什么原因导致飞利信当年的大数据业务增长却非常缓慢？2018年有无大数据业务的发展规划和发展目标？谢谢,"您好。
公司除了发展大数据自身业务，同时在大数据、人工智能等前沿技术驱动下支撑智能会议、智慧城市、在线教育业务的创新发展。
2018年，大数据/人工智能主要在视频分析、数据资产管理、大数据分析三个已有技术积累、占有一定市场份额的三个细分方向展开。"
1,每年投入研发方面的费用大概是多少？,您好，感谢关注。近两年，公司研发投入金额均在1亿元以上，详见公司2017年年报。
2,公司属于电子政务板块的龙头股吗？,"您好！谢谢您的提问和对我们的关注。
公司一直是电子政务板块的龙头企业，在公司以大数据为核心技术的战略支撑和提升下，我们在电子政务版块的竞争力会更加强劲。特别是在政府大数据的治理和实际场景的应用方面（如溯源，信用平台建设和运营）
再次表示对您的感谢"
3,请问杨总，飞利信过去几年的成长性良好，一定程度上得益于收购公司的业绩贡献。2018年收购标的的业绩对赌已经结束。从去年和今年前4个月的订单和运作情况分析，2018年哪些公司将维持增长？哪些公司存在业绩下降或亏损的风险？谢谢。,"您好。自18年开始，所有标的公司的对赌期已经结束，完全纳入飞利信的管理体系，飞利信集团管理制度更好的贯穿执行到下属公司，上下一盘棋，降低内部沟通成本，齐心协力谋发展。
我们对公司2018年及未来的发展充满信心。"
4,目前产能利用率情况如何？,公司工厂生产的自产品利用率95%以上。
5,请问高总，公司曾表示要做中国的Palantir以及中国大数据领域的领头羊，不知公司目前已经具备了哪些达成这个目标所必须的基础？公司是否具有成为Palantir的基因和外部环境？谢谢,"您好！谢谢您的关注和提问。
公司主要在数据服务能力的数据治理、数据源使用权获得和资源整合能力、跨行业数据关联建模能力和工业互联网底层通信协议等方面打下了良好的基础，并且在金融数据服务、对知名互联网平台的数据服务和政务大数据服务能力（例如溯源等）有重大的收获和突破。外部环境来讲公司有良好的客户基础和服务能力，有丰富的合作资源和资源关联能力；从内部来看，公司有研发团队千余人，而且在持续增大对研发的投入，持续聚焦前沿科技。所以我认为公司是拥有实现的良好的内外环境的。再次表示对您的感谢。"
6,请问杨总，对上市公司以后的市值目标有何想法或者规划？谢谢,"您好。感谢关注。做大做强是公司自身的发展目标，也是公司对广大投资者的承诺。
公司将继续围绕主营业务深耕细作，加强与市场的积极沟通和投资者关系管理。我们对公司未来发展很有信心，也相信市场会肯定飞利信的价值。"
7,请问杨总，您如何看待市场给予飞利信的关注程度和估值水平？2018年您本人和公司其他高管在改善投资者关系方面是否有具体的计划或目标？,"您好。感谢关注。公司自上市以来保持业绩的持续增长，以更好的成绩回报广大投资者。
公司将继续围绕主营业务做大加强，同时积极应对市场需求，加强投资者沟通，处理好投资者关系，也相信市场能够看到飞利信的价值。"
8,公司在互联网教育这块发展如何，搜索最近的新闻都是2015年的了，是不是没动静了？,"您好。互联网业务板块在公司整个体系中体量较小，但是自身发展属于增长的状态。2017年，公司互联网教育业务营业收入同比增长36%。
互联网教育属于远程教育行业。远程教育行业发展成熟，市场潜力大，是一个长青行业。公司核心产品和技术均为自主研发，具有完全的自主知识产权，是行业技术应用的领导者。产品无论从性能还是价格方面均具有很强的竞争优势。"
9,公司相关技术是否有输出国外，业务主要集中在国内还是？,您好。目前公司的业务主要集中在国内。
