,Question,Answer
0,请问综合管理平台系统(2期）是什么产品,属于自动化管理系统
1,请问舰船供电稳压装置，电场防护装置是一些什么样的产品？,舰船供电稳压装置是一种稳定电网电压的装置
2,请问公司目前的研发机构有哪些？公司未来产品的研发与创新将如何进行？,"公司的工程技术中心下设“江苏省高可靠智能化船舶配用电设备工程技术研究中心”，为省级研发中心。
公司研发坚持自主创新，奉行“以市场为导向、以产品为核心”的研发理念，紧跟船舶配套业最先进技术与最新市场信息，根据公司新产品的开发或已有产品改造的需要组织研发活动，合理安排研发费用、配备研发人员及研发设施等，优化研发资源的投入。"
3,请问公司会进入新的细分领域吗？这一领域与公司现有业务的相关性？,公司目前以做好主营业务为主。
4,"请问董事长,关于公司最新项目进展如何？达到预期了吗？",公司一季度报告中“募集资金使用情况对照表”有详细说明
5,请问公司的分配预案达到承诺的分红比例吗？,"公司承诺：公司发展阶段属成长期且有重大资金支出安排的，进行利润分配时，现金分红在本次利润分配中所占比例最低应达到20％
公司2016年拟定的分红政策中现金分红占归属于上市公司股东当期净利润的44.24%。"
6,新三板的扩容，带来了新的投资机会，你们公司在这方面有什么打算吗？,公司目前以做好主营业务为主。
7,请问独立董事，您的履职情况如何，是否能真正保护了中小股东利益？,本人作为常熟瑞特电气股份有限公司的独立董事，在任职期间严格按照《公司法》、《证券法》、《上市公司治理准则》、《关于在上市公司建立独立董事制度的指导意见》和《深圳证券交易所创业板上市公司规范运作指引》等法律、法规，以及《公司章程》、《独立董事工作制度》等规定，认真行权，依法履职，做到不受公司大股东、实际控制人或者其他与公司存在利害关系的单位或个人的影响与左右，充分发挥独立董事的作用，监督公司规范化运作、维护股东整体利益。
8,请问公司以后每年会用什么形式回馈股东？,公司会根据实际经营情况以合适的分红形式回馈股东
9,公司目前存在的最大问题是人才问题，还是技术开发提升方面，或者是产能瓶颈，或者产品销量销路不畅？,"公司未来所面临的问题：
1.下游市场需求波动风险
2.军工配套业务资质风险
3.技术替代或者产品替代的风险
4.公司业务规模的快速增长导致的管理风险"
10,公司在税收方面有没有相关的优惠政策？具体税率是多少？,"1、增值税
公司生产销售军品根据国家相关文件享受增值税免征及退税的优惠政策，具体金额由国防科学技术工业委员会相关部门认定。
子公司常熟市中海和电子科技有限公司属于软件生产企业，根据《国务院关于印发进一步鼓励软件产业和集成电路产业发展若干政策的通知》（国发[2011]4号），销售其自行开发生产的软件产品，按17%税率征收增值税后，对其增值税实际税负超过3%的部分实行即征即退政策。
2、企业所得税
根据2014年9月2日江苏省科学技术厅、江苏省财政厅、江苏省国家税务局和江苏省地方税务局联合颁发的《高新技术企业证书》（证书编号为：GR201432000874），本公司被认定为高新技术企业，2014年、2015年、2016年适用15%的所得税优惠税率。
根据财政部、国家税务总局《关于进一步扩大小型微利企业所得税优惠政策范围的通知》（财税〔2015〕99号）规定，自2015年10月1日起至2017年12月31日，对年应纳税所得额在20万元到30万元（含30万元）之间的小型微利企业，其所得减按50%计入应纳税所得额，按20%的税率缴纳企业所得税。本年子公司常熟市中海和电子科技有限公司符合小型微利企业标准，享受小型微利企业所得税优惠政策。
"
11,请问2017年全年预计销售目标是多少？实现净利润的目标是多少？,努力实现招股说明书承诺事项
12,公司有没有股权激励计划？,近期没有
13,公司股东大会是5月9日，希望公司提高办事效率，在通过利润分配方案后的半个月左右实施分配方案，尽快申报深交所，不要拖拖拉拉，按照规定的通过后2个月之内实施！,"公司年度股东大会召开日期是5月11日。
公司会根据证监会和交易所的规定和要求，合理确定分红实施日期。"
14,公司的效率太低了，一个小时过去了，没有回答几个问题，还说重视？？？看看其它的公司业绩说明会2小时回答多少问题？,所有投资者问题都回复了
15,请问公司的主要募投项目具体在什么时间完工，产生效益？公司现在的最大困难和问题是什么？,见一季度季报
16,请董事长亲自回答，17年中期公司是否会考虑高比例转增股本，比如10转增10股，对投资者的诉求公司董事会是否会重视？,公司将结合行业所处的发展前景，经营模式、收入及利润增长情况，考虑分红政策。公司董事会会综合考虑投资者的诉求。
17,投资者问公司不同部门负责人的问题，怎么都是一个人回答，说明公司不是很重视这次说明会啊？,公司一贯重视与投资者的沟通！
18,请问：公司产品的技术含量如何？专利多吗？行业垄断地位如何？ 那些项目能给公司带来利润增长点？预计是否能保持3年的增长？,公司目前拥有有效专利39项，其中发明专利12项，国防专利3项。公司主营业务所属领域属于市场充分竞争的行业。公司主营业务都是利润增长点，公司将采取各种措施，努力保证未来三年业绩的增长。
19,在企业文化方面，公司有什么特色吗？,"以“科技创新，诚信经营”为宗旨。
为“国轮国造”不懈努力，为“科技兴军”添砖加瓦。
为客户创造价值，为员工创造机会，为股东创造收益。"
