,Question,Answer
0,今年经营方面最大的挑战来自哪里？,投资者您好！公司今年主要的挑战来自于宏观经济层面的影响，例如国际贸易局势等。感谢您的关注。
1,供给侧改革公司是否会受到影响？,投资者您好！供给侧改革将会给公司带来发展契机。谢谢您的关注。
2,近期公司股东频繁减持，是否不看好公司发展？,投资者您好！股东减持是因其个人资金的需求，并非不看好公司发展，感谢您的关注。
3,公司的经营模式如何？,投资者您好！公司是一家具备自主研发、生产、销售的皮革化学品企业。销售模式上主要以直销渠道为主，代理渠道为辅。感谢您的关注！
4,公司17年净利出现小幅下滑，请问18年会否继续下滑？,投资者您好！公司2017年受多种因素影响，净利润同比下滑。2018年度公司将继续增加产品销售收入，扩大市场份额，深化对财务指标的挖潜，强化成本和费用控制，增加新业务的拓展，维持公司平稳发展。谢谢！
5,行业竞争激烈，公司在工艺上有何优势和创新？,投资者您好！公司将抓住环保契机，持续自主开发一系列清洁、高档的皮革化学品，从而适应市场的发展趋势。感谢您的关注！
6,公司客户比较分散还是集中？,"投资者您好！
本报告期，排名前20名客户销售占全年销售41.45%，该等客户在近年来均持续与公司发生业务往来，此情况表明了公司与主要客户保持了良好且长久的合作关系。公司对任何客户不存在重大依赖。
谢谢您的关注。
"
7,请问一季度公司经营情况如何？,"投资者您好：
关于公司一季度经营情况，请关注4月27日将披露的2018年第一季度报告，感谢您的关注。"
8,环保趋严，请问对公司有何影响？,投资者您好！环保政策的趋严，对公司是挑战也是机遇。我公司自主开发的绿色制革化学品，对下游制革企业在节能减排方面有极大帮助。感谢您的关注。
9,请问未来有没有增加现金分红的计划？,"投资者您好！现金分红规划是由多种要素决定的，需要综合分析公司目前经营发展的实际情况、发展目标、股东要求和意愿、社会投资成本、现金流量状况、未来盈利规模、项目投资资金需求、银行信贷及外部融资环境等因素的基础上，在保证公司现金流能够满足正常经营和长期发展需求的前提下，公司可以保证利润分配政策
的连续性和稳定性。"
10,公司最近有没有回购计划或者是增持计划？,投资者您好！公司目前暂无该等计划。谢谢！
11,公司有全球化的战略规划么？,投资者您好！公司将根据业务发展制定相应的战略规划，全球化战略将会适时纳入。感谢您的关注。
12,企业在行业中处于什么地位？,"投资者您好：
公司作为中国皮革协会常务理事单位、中国皮革协会皮革化工专业委员会副会长单位，经过多年发展，已经在皮革化学品领域取得了较为突出的行业地位，是国内皮革化学品品种系列最齐备的公司之一。感谢您的关注！"
13,公司设立达威木业，将给公司业绩带来什么影响？,"投资者您好：
自2017年公司在乐山市夹江县对外投资设立“四川达威生态木业有限公司”首次涉足木业市场以后，2018年公司再度整合各方优势资源，发展林木种植、家具、地板、实木板材生产及销售，正式进军木业市场。有利于公司更好的把握木业行业发展机遇，进一步加强木业领域的布局，持续提升公司在行业内的综合竞争力和市场地位。对公司财务状况、经营成果及未来发展具有积极意义。感谢您的关注，谢谢！"
14,公司在行业有什么竞争对手？,投资者您好！目前，本行业的竞争态势为国外知名品牌厂商占据着主要市场份额，国内皮革化学品生产企业通过不断研发创新，逐步抢占市场份额。目前，与本公司形成竞争关系的企业名录可参见公司招股说明书获取。谢谢！
15,作为高新技术产业，公司在研发上的投入如何？,"投资者您好！
公司自成立之初，一直坚持自主创新，把技术创新作为企业核心竞争力，持续建立健全企业科技创新机制，致力于为客户提供最佳解决方案。
2017年，公司的技术研发方向主要分为三类：
1、现有产品的优化和系列化。对公司现有产品进行技术更新和升级换代，主要针对两个系列，天然油脂加脂剂系列，辊涂补伤膏系列，进行了系统优化，提升了产品的应用性能。
2、皮化材料新技术的突破。以市场为导向、以为客户解决问题为主旨，开展关键技术研究和新材料的开发，共完成41个新产品的开发。
3、前瞻性技术的研究。以发展战略为导向，开展创新性及前瞻性技术的研究，为公司今后的壮大做好准备。 报告期内，公司技术开发费用2,041.40万元，较上年同期增加17.32%。
谢谢您的关注。
"
16,请问未来一年有没有什么新的并购计划？,投资者您好！公司未来的并购事项，可随时关注公司公告。谢谢您的关注。
