,Question,Answer
0,请问：公司产品的技术含量如何？专利多吗？行业垄断地位如何？ 那些项目能给公司带来利润增长点？预计是否能保持3年的增长？,尊敬的投资者，公司产品主要是科技创新类产品，公司专利拥有数量已在2016年年度报告中披露，公司属于信息服务行业中的细分领域，目前公司主要板块发展良好，具体的财务数据请关注公司定期报告。
1,"公司采取了具体怎样的应对措施,在同业中不断做大做强?",公司一直秉承“产品极致创新、平台绝对领先、市场全球构建”为经营策略，继续保持在移动互联网领域的领先地位，同时以强大的创新自生长能力为壁垒，通过投资、合作等多样的方式不断延伸公司产业链，以达到充分的产业协同效应。公司在16年，对主要业务体系进行了进一步梳理，分别设立了移动互联板块、智能硬件板块、文化传媒板块、互联网金融板块和联络投资板块，各板块均有落地项目，板块间相互促进、相互协同。联络各大业务板块逐步成型，形成具有强大协同效应的整体，进一步加强了公司核心竞争力。联络互动各大业务板块并驾齐驱，继续加快转型步伐，优化整体营收结构，提升了盈利能力，为股东创造更大的价值。
2,行业有没有周期性？,尊敬的投资者，公司目前从事的行业没有明显的周期性。
3,你好，请问贵司目前产品的销售趋势如何？今年的销售目标是多少？公司有没有一个具体可行的持续增长计划？,新蛋的财务数据会在17年并表，预计合并报表的销售金额会有大幅提升，具体的相关数据请关注公司定期报告。谢谢。
4,"同行业内有哪些主要竞争对手？公司采取了什么样的应对措施,在保持稳定增长的前提下不断做大做强?",尊敬的投资者，公司的经营计划已在2016年年度报告中详细披露，详情请参见公司刊登于巨潮资讯网上的年报内容。
5,在企业文化方面，公司有什么特色吗？,尊敬的投资者，公司注重企业文化建设，增强公司的凝聚力。谢谢
6,公司未来3年发展前景如何?,请参见年报，谢谢。
7,做大、做好市值管理是每个公司成长的必然追求，公司是如何进行市值管理的？,"市值管理是个大课题也是公司关注的重点，公司经营情况、持续盈利能力、再融资能力等都是市值管理的组成部分。公司管理层将继续努力做好各项工作，争取为所有股东带来更好地投资回报。 

"
8,请问公司公司的核心竞争力是什么？,公司核心竞争力具体信息已在年报中披露，请见年报“第三节 公司业务概况”的核心竞争力分析。
9,在给用户提供增值服务方面，公司做了哪些工作以增强对原有客户的锁定、新客户的拓展？,尊敬的投资者，公司一直致力于为用户提供更好的移动互联网体验，公司将通过产品创新等多个维度满足用户的需求，增强客户的粘性。谢谢。
10,公司生产经营的季节性如何?哪个季节是旺季?,尊敬的投资者，公司的生产经营不受季节性影响。谢谢您的提问！
11,希望公司在本专业领域专注于做强做大做实，提升公司的行业地位，给投资者以回报！,谢谢您的支持和鼓励，公司一直朝着这个方向努力。
12,请问公司的分配预案达到承诺的分红比例吗？,"16年，公司利润分配方案是拟以2016 年12 月31 日的总股本2,177,149,675 股份基数，按每10 股派发现金股利人民币0.45 元（含税），共计97,971,735.38 元，剩余未分配利润滚存至下一年度，本年度不进行资本公积金转增股本。本次利润分配预案尚需2016 年年度股东大会的审议通过。公司利润分配方案的现金分红在本次利润分配中所占比例已达到标准。公司实行持续、稳定的利润分配政策，分红政策的制定及执行符合公司章程的规定及股东大会决议的要求。"
13,"请问董事长,关于公司最新项目进展如何？达到预期了吗？",尊敬的投资者，公司投资项目的投资收益情况都已在2016年年度报告中披露，具体内容详见定期报告。
14,新三板的扩容，带来了新的投资机会，你们公司在这方面有什么打算吗？,您好！联络目前已经投资了一家新三板的公司-三尚传媒，公司所有的投资都是在围绕产业链并能产生业务协同性的前提下来做的。
15,请问公司目前的研发机构有哪些？公司未来产品的研发与创新将如何进行？,尊敬的投资者，公司根据业务板块设置了研发团队，目前主要有OS研发、智能硬件研发、VR研发团队等，未来公司产品研发将依托公司的数据优势和信息优势，有针对性的进行。谢谢您的提问。
16,请问独立董事，您的履职情况如何，是否能真正保护了中小股东利益？,尊敬的投资者，独立董事2016年年度述职报告已在指定信息披露网站-巨潮资讯网上披露，具体内容请登录巨潮资讯网查询，网址是http://www.cninfo.com.cn/cninfo-new/index。
17,公司在税收方面有没有相关的优惠政策？具体税率是多少？,公司享有税收优惠，已在2016年年度报告中详细披露，具体详见2016年年度报告。
18,请问公司会进入新的细分领域吗？这一领域与公司现有业务的相关性？,尊敬的投资者，公司目前业务主要以移动互联、智能硬件、联络传媒和互联网金融四大板块组成，目前尚未有进入其他细分领域的计划。谢谢。
19,请问公司以后每年会用什么形式回馈股东？,尊敬的投资者，公司管理层将尽力做好公司经营，提升公司业绩和盈利水平，当然也会结合公司的发展阶段和资金计划，以现金分红等多种方式回馈股东。谢谢。
20,请问2017年全年预计销售目标是多少？实现净利润的目标是多少？,新蛋已于17年一季度交割完成，17年财务数据会并表，预计合并报表的销售金额会有大幅提升，具体的相关数据请关注公司定期报告。谢谢。
21,请问公司有无通过发行公司债券等形式进行募资的计划？有无设立并购基金收购标的的计划？,您好，公司2016年已经获批了公司债，将视市场情况确定发行计划，目前暂无设立并购基金的计划。
22,公司有没有股权激励计划？,您好，作为创新的科技互联网公司，人才是公司的持续发展的基础，公司会通过多种方式保持团队的稳定，目前公司暂无股权激励计划。谢谢。
