,Question,Answer
0,请问公司的分配预案达到承诺的分红比例吗？,公司承诺现金分红最低达到可分配净利润的10%。预案超过了这一比例。
1,公司有没有在海外布局的规划？,德明通讯主要市场就在海外。
2,对比大股东而言，中小投资者的合法权益有哪些特别之处？,累计投票制，独立董事制度等都是保护中小投资者合法权益的制度安排。
3,请问未来公司对稳定股价会做出哪些举措？,股价是投资者在市场通过竞价机制决定的。
4,公司子公司星网智慧科技与星网智慧软件主营什么业务？有无官网？,星网智慧科技公司经营范围：1、通信产品、电子产品、计算机软件、硬件开发、制造、销售；2、批发、零售计算机及软件、办公设备；3、计算机网络、通信设备维修服务，系统集成，信息咨询服务；4、经营各类商品和技术的进出口（不另附进出口商品目录），但国家限定公司经营或禁止进出口的商品及技术除外。
5,公司管理层怎么看待去年的业绩，满意么？能说下今年有什么目标吗？,这个还是要市场来评价。
6,公司是否会计划多元化发展？,公司现阶段会坚持发展主业。
7,请问公司目前的研发机构有哪些？公司未来产品的研发与创新将如何进行？,公司个产品线都有自己的研发团队。
8,你怎么看公司的业绩和公司的股价和市值的？,股价和市值是投资者在市场通过竞价机制确定的。
9,2017年有重组计划吗？,如有相关计划公司会及时披露。
10,建议公司在做好业绩的同时也要积极邀请各家机构前来调研，让更多人关注。,谢谢您的建议。
11,公司截至目前为止都有哪些子公司和参股公司？,公司下属27家控制或间接控制子公司，主要有锐捷网络、升腾资讯、星网视易、德明通讯、四创软件等。
12,请问2017年全年预计销售目标是多少？实现净利润的目标是多少？,公司希望能有所增长。
13,公司今年有新投资的项目吗？如果有，当年能否为公司贡献利润？如有利润贡献，公司预计能实现多少利润？,如有相关事项，公司会及时披露。
14,公司目前的股东结构是怎样的？是否有利于优化公司治理结构和企业长远发展？,具体的股权结构请看公司年报，公司按上市公司规范来建立公司的治理结构。
15,去年投资设立的子公司“福建省公共资源交易公共服务平台有限公司”主营什么业务？,建设、运营福建省公共资源交易电子公共服务平台、福建省公共资源交易电子行政监督平台
16,公司未来五年的目标是多少？能够实现吗？,公司希望能有所增长。
17,日前雄安新区获批，众多上市公司、央企涌入雄安，宣布参与新区建设，请问公司是否有进驻雄安的计划和打算？,如有相关计划公司会及时公告。
18,请问公司会进入新的细分领域吗？这一领域与公司现有业务的相关性？,公司会根据自身的实际情况制定相应的发展策略。
19,在做项目之前是否对项目进行严谨的可行性研究？,公司内部有严谨的业务审核评估流程。
20,请问董事长目前市场上公司主要的竞争对手都有哪些公司？在细分行业公司处于行业处于什么排名？谢谢,华为、华三等公司，暂时还没看到最新的市场数据。
21,公司有没有股权激励计划？,如有相关计划，公司会及时披露。
22,公司目前面临的最大问题是什么？,人才方面的竞争是公司需要解决的比较大的问题。
23,我对贵公司是长期投资的，请问预计今年一季度会盈利多少？,公司已经在年报摘要中对一季度经营情况做了预计。
24,请问阮总，公司2016年企业级网络设备业务营收同比增长30%。然而有第三方咨询机构数据显示锐捷路由器、交换机、WLAN2016年销售额同比下滑的，整个行业包括新华三、华为、思科都是如此，究竟是统计口径问题，还是公司此业务有其他快速增长的因素？,公司的经营数据请看公司年报，第三方数据我们不做评论。
25,请问今年预计主要产品的销售目标是多少？净利润是多少？,希望能有所增长。
26,请问净利润的增长率和销售收入增长同步吗？,公司2016年收入增长25.93%，归属母公司净利润增长21.77%。
27,公司的发展战略是什么， 和公司现有的主营业态一致吗？  能否详细讲解一下？ 谢谢！,公司的发展战略是在网络通讯、云计算、智慧通信、物联网和智慧社区等领域为客户提供满意的解决方案。
28,请问公司如何看待市值管理的？近期管理层新出的增发新规对公司以后资本运作有何影响？,市值是投资者在市场通过竞价机制形成的。增发新规会促使今后的资本市场更加规范。
29,研发投入资本化开支大幅下降的原因？,企业研发投入，只有开放阶段的支出，同时符合会计准则的相关条件后才能资本化。
30,公司通讯产品业务包括哪些（除了德明通讯外）？,主要是系统通讯产品。
31,公司在税收方面有没有相关的优惠政策？具体税率是多少？,公司主要享受税收优惠为高新技术企业所得税15%、研发加计扣除、软件产品增值税实际税负超过3％的部分即征即退。
32,未来锐捷网络增速公司预判多少，哪些行业会高增长？,公司希望各项业务能有所增长。
33,2017年公司是否考虑对高管实行股权激励，如果有的话大概什么时候实行？,如有相关信息，公司会及时披露。
34,公司预计2017年业绩较去年同期是上升还是下降？若上升，则增幅是多少？,公司期望业绩能有所增长。
35,请问老总公司今年净利润同比增长多少？,2016年较2015年归属上市公司股东净利润增长21.77%。
36,请问董事长平时与公司前十大流通股东有交流吗？,公司会通过机构调研等方式与股东及其他投资者进行交流。
37,公司截止目前的股东总人数是多少？,公司会按规定在定期报告中披露相关信息。
38,请问公司有无通过发行债券等形式进行募资的计划？有无设立并购基金收购标的的计划？,如有相关计划，公司会及时进行披露。
