,Question,Answer
0,请问老总公司今年净利润同比增长多少？,抱歉！今年全年净利润完成情况目前暂无法预测，公司经营管理层会积极努力，争取实现更好的经营业绩，谢谢！
1,公司在垃圾焚烧炉的防护处理上的主要优势体现在哪里？,"公司现在使用的CMT冷温堆焊技术为国内外领先的一流技术,对高温防腐起到更好效果，延长垃圾焚烧炉的使用寿命。
"
2,公司预计2017年业绩较去年同期是上升还是下降？若上升，则增幅是多少？,抱歉！目前尚无法预测2017年全年经营业绩，我们将积极努力争取实现更好的经营业绩，请关注公司定期报告，谢谢！
3,公司去年主打产品的销量是多少？,"感谢您的提问，公司2016年度的主打产品为HDS防护及MC防护，两者合计销售额为8,520万元，具体情况参见公司2016年度报告内“营业收入构成”部分。"
4,请问公司的分配预案达到承诺的分红比例吗？,因公司正在实施重大资产重组事项，为不影响股票发行进度，2016年度分配预案是不分配。谢谢！
5,请问公司目前的研发机构有哪些？公司未来产品的研发与创新将如何进行？,公司设有专业研发中心，拥有一支研发能力较高的研发团队，设有行业内内唯一的博士后工作站。公司将结合国际、国内技术发展方向和国内市场需求，积极研发出新材料、新技术，并推广应用。目前研发重点：非晶喷涂材料、微熔覆等，谢谢！
6,公司截至目前为止都有哪些子公司和参股公司？,感谢您的提问，公司目前拥有7家一级控股子公司，具体情况参见公司2016年度报告内“主要控股参股公司分析”部分。
7,公司今年有没有新产品和新业务拓展？,CMT泠温堆焊技术、炉内熔覆，互联网类新产品     谢谢！
8,请问老总， 2016年存货是多少，存货增加的内容是哪些？,感谢您的提问，截止2016年12月31日，公司存货金额为3107.23万元，比上年同期减少2100.05万元，主要是公司加强存货管理，减少资金占用，提高了存货周转率。
9,能介绍一下公司现在各大区域的销售和占有率等基本情况吗?,感谢您的提问，公司现在各大区域的销售情况参见公司2016年度报告内“营业收入构成”部分，目前公司在工业设备特种防护的细分领域内依然为国内龙头企业。
10,公司是否会计划多元化发展？,公司将积极实施双主业发展，谢谢！
11,公司领导怎么看现在公司的股价，对我们小散有什么忠告？谢谢,公司股价在二级市场的表现受到多种因素影响，作为公司经营管理层将通过积极努力，搞好经营，争取更好的业绩回报广大投资者！投资有风险，入市须谨慎，我们衷心祝愿你们取得满意的投资收益！
12,请介绍一下公司最近一期末主要负债情况？,截止2017年3月31日，公司流动负债为1.39亿元，非流动负债为593.67万元，公司资产负债率为16.28%。谢谢！
13,公司的前5名供应商是什么，与公司存不存在关联关系？,公司2016年度的前5名供应商分别为河南开瑞铝业有限公司，北京联合涂层技术有限公司，西湖区国旺五金复筛网店，江西起重机总厂，安平县蓝泽金属制品有限公司。公司与上述供应商均不存在关联关系，谢谢。
14,公司的前5大客户是哪些？,公司2016年度的前五大客户分别为福建广润节能科技有限公司、华能渑池热电有限责任公司、航天环境工程有限公司（马钢股份有限公司）、新疆宜化化工有限公司、鹤壁丰鹤发电有限责任公司。具体销售金额详见公司2016年度报告。
15,公司生产经营的季节性如何?哪个季节是旺季?,公司营业收入呈现季节性波动特点主要取决于下游客户的生产经营安排。如火电企业客户，通常在 5-7 月份以及 9-11 月份的非用电高峰时期安排检修；钢铁和化工行业客户，由于夏季用电高峰所导致的限电及夏季高温等原因设备检修期一般安排在夏季。5月至11月份为公司生产经营旺季。
16,公司募投项目，预期如何？,公司募投项目建设已实施完毕，产能正在逐步释放，科研楼已投入使用，有利于公司进一步做大做强防磨抗蚀主业。谢谢！
17,公司截止至今的产品有多少个种类？,公司目前产品共有6大类，几十个品种，其中包括如下产品：HDS电弧喷涂、火焰喷涂、等离子喷涂、MT系列耐磨陶瓷、MC系列耐磨材料、硬面堆焊修复、CMT焊接、声学降噪等等。
18,公司的发展战略是什么， 和公司现有的主营业态一致吗？  能否详细讲解一下？ 谢谢！,公司目前实施双主业战略，在搞好防腐抗蚀原有产业，产品结构转型升级外，积极拓展互联网类新产品，双轮驱动，推动公司更好更快发展。
19,请问公司会进入新的细分领域吗？这一领域与公司现有业务的相关性？,公司通过技术创新和技术引进正在进入垃圾焚烧发电设备的防护领域，该领域系公司原有产业应用范围的延伸。
20,2017年公司是否考虑对高管实行股权激励，如果有的话大概什么时候实行？,员工持股计划的实施会受各种条件和因素的影响，在条件成熟和可能的情况下，将会适时推出员工持股计划。
21,请问开完股东会后，如果送股通过几日内会送股？,在股东大会审议通过后二个月内实施完毕，谢谢！
22,请问公司高管对目前年薪是否满意?,公司高管年薪的确定需要结合公司的经营情况而定，只要企业经营状况越来越好，管理层的收入也将逐步增加，投资者也能获得较好收益，感谢关注！
