,Question,Answer
0,公司的鸡鸭肉产品是否受到近年冻品进口加大的挑战？公司是否会受到进口冻品的竞争？,您好！公司鸡鸭肉基本上未受冻品进出加大而受到影响。谢谢
1,鸭肉在熟食消费上有什么新的趋势吗？公司产品开发主要考虑哪些因素？,您好。相对于猪肉、鸡肉来说，鸭肉是一种特殊食材，如何更快捷地、更安全地让消费者品尝这种食材，是公司一直努力的方向。下一步，公司将通过高档酒店特色产业、高档火锅店等渠道，推广鸭肉特色产品。谢谢！
2,请问公司在2017年市场开拓上有哪些主要的成果，尤其是下游终端市场的拓展？,"您好！2017年，在市场异常波动的大环境下，公司积极应对市场变化，及时调整营销策略及手段。一是冻品销售的主导地位更加突出。全年产销率达到100％以上，并且鸭产品每吨综合售价始终高出市场同类产品800到1500元，进一步彰显了华英产品的品牌价值，成绩来之不易。二是市场推广及品牌宣传实现了新突破。特别是“完美河南”血制品营销项目，以精准营销为拉动，着力聚焦重点市场，深度激活潜力市场，取得了良好的效应。同时，公司积极参加国内外高规格的行业知名展会，如欧洲、日本及韩国等国际知名展会，大大提升了华英品牌的影响力和知名度。三是优势产业再添新的发展活力。特别是熟食、血制品及羽绒等高附加值产业发展势头良好。四是出口业务继续保持强劲的增长态势，整体出口再创历史新高。谢谢！
"
3,请问公司产品去年的线上销售渠道情况如何？是否有更大的拓展潜力？,您好。公司线上产品销量整体增长较快，特别是鸭肉生鲜品目前已占据国内主流互联网平台（天猫、京东、食行）。随着生鲜新零售的逐步渗透，公司鸭肉产品将有非常大的提升空间。同时，公司积极利用线上渠道，开展跨境贸易，为鸭肉出口拓展新的渠道。在内销方面，开展产品创新，满足B端对食材的需求，整体销量提升较快，特别是与大的餐饮公司对接，如海底捞等。感谢您的关注。
4,在并购方面，今年是否还有其他的计划？,您好。公司前期披露的收购山东乐港食品的鸭相关资产项目，目前仍在积极推进中。如有其他投资并购活动落地，公司将及时对外披露。2018年，公司将继续根据“十三五”战略规划为指导，坚持以鸭为主业，做大做强相关产业。感谢您对公司的积极关注！
5,请问公司禽类的抗生素平均使用量、使用情况及使用品种都是哪些？,您好！公司严格按照国家有关规定，控制抗生素的使用，严格用法用量，严格执行停药期规定，确保公司产品食品安全，同时公司根据养殖及食品安全控制需要，积极推进无抗养殖、绿色养殖，确保公司产品更加符合大众健康需求。
6,冻品和鸡苗、鸭苗的涨价是否已经对公司业绩产生正面影响？公司能否预测这种涨价局面能维持多久？,您好！冻品、鸡苗、鸭苗价格上涨肯定对公司业绩产生正面、积极的影响，根据我们的经验，冻品价格调整后，维持的时间相对长一些，但禽苗作为活禽，价格波动较大，在一定价格上会持续多久很难准确把握。谢谢！
7,公司总体负债率略有偏高，2017年底就达到了65%，请问对于公司如今的经营状况而言，这种负债比例是否合适？,您好！公司属全产业链重资产企业，相应需要大量负债作为支撑，加之近年公司总体规模扩展较快，资产负债率略有上升。我们认为，公司的负债与资产和目前经营状况是相匹配的。谢谢！
8,是否有意向相关的产业领域拓展业务，比如鱼蛋鸡猪或者其他品类养殖？,您好！公司的业务围绕主业相关的上下游拓展业务，目前尚无在其他领域拓展业务的计划。谢谢！
9,公司管理层持股的工作进展到了哪一步？,您好。针对公司2018年3月27日披露的《关于公司高管拟增持公司股份的公告》，公司将对增持情况进行及时披露。感谢您的关注！
10,作为传统行业，本公司在农副产品行业的地位如何？,您好！公司在禽类养殖行业内突出的竞争优势就是全产业链，除饲料原料外，主要产品均在产业链内完成，有效保证了产品质量和食品安全，自然就有效提升了公司的竞争优势。谢谢！
11,主营业务主要是禽类养殖和加工，如何有效的防止疫情带来的不确定性影响？,您好！禽流感一般会发生在没有消毒防疫措施的散养区域，公司有着严格的防控措施，不会发生禽流感疫情。公司的防控措施有：1、公司对养殖环节有着极其严格的消毒防疫措施。表现在： 一是场区分散，且离公路较远，减少不安定因素；二是严格消毒；三是严控人员、车辆进入养殖场区，养殖区人员实行封闭管理，即吃住均在场内，场外人员不准入内，即使参观、考察的人员也只能从围墙外看，不能入内；四是养殖场区搭建的防鸟网，防止病毒传播；五是严格按照畜牧部门要求注射禽流感疫苗。以上措施保证规范养殖内生物资产出现不可控疫病的机率很小，从中国历次报道出现禽流感的情况来看，均为社会散养且不注重消毒防疫的场户，正规企业没有出现过禽流感。 2、根据国家相关政策，如果出现禽流感，方圆五公里以内的禽类均要进行捕杀，为减少损失，国家会进行适当补偿。 3、公司对生物资产进行了财产保险，对于因自然灾害（如雪灾、洪灾等）引起的生物资产死亡，保险公司会进行相应保险赔付。 谢谢！
12,请问公司是否有采用智能化养殖的手段养殖活禽？请问都在哪些领域进行了智能化的升级或者管理？,您好！公司目前采购更多的还是较为传统的网上养殖，部分已经改造升级了自动料线、水线。目前也已经作手建设立体（笼养）生态养殖场，并积极探索并学习智能化养殖技术，争取早日应用到实际养殖技术管理中去。谢谢！
13,国企改革方面的进度如何了？,您好！公司目前没有这方面的信息，如有进展信息我们会及时公告。谢谢！
14,最近几年营收增长不错，但是利润感觉不是很稳定，是什么因素导致的？,您好！公司营收增长主要来看收购的杭州新塘羽绒，扣除非经常性损益后，业绩也有增长，但增长幅度不是很大，主要是近几年整个禽类行业大环境较为低迷引起。公司经营正常、稳定，一旦市场行情较大幅度向好，公司业绩会出现较大增长。谢谢！
15,经历了年初的闪崩，目前股价还是一蹶不振，相比去年底腰斩，管理层不考虑采取什么措施来恢复市值？,您好。公司一直在关注公司股价情况，并于2018年3月27日对外披露了《关于公司高管拟增持公司股份的公告》，详情请登录巨潮资讯网（www.cninfo.com.cn）查看。公司将及时披露增持进展情况。谢谢！
16,公司在禽类养殖行业内如今处于何种竞争地位？能否简要讲述一下近年的行业竞争格局对公司业绩造成的影响？,您好！公司在禽类养殖行业内突出的竞争优势就是全产业链，除饲料原料外，主要产品均在产业链内完成，保证了产品质量和食品安全，同时也可以在部分产品价格波动的情况下，起到一定的自我调节的作用，起到一定程度稳定经营业绩的作用。谢谢！
17,中美贸易战开打，对公司的经营业绩是否会产生不利影响？,您好，目前中美贸易战对公司控股子公司华英新塘出口的羽绒制品暂无影响。谢谢！
18,公司是否有收购上游供应商或者同行来扩大市场影响力的打算？,您好！公司近年来已经收购一些同行业企业，在不增加市场总量的情况，通过整合资源，达到扩大市场影响力的目的，以后如果有合适标的，公司会及时进行公告披露，谢谢！
19,大股东有没有增持维稳的计划？不能就眼看着这股价一直往下跌啊！,"您好。首先感谢对华英农业的关注。大股东增持与否公司无法决定。我们会密切关注公司股价的变化，并积极研究应对措施。公司管理层也一直对公司的发展空间和前景充满信心，将继续勤勉尽责、努力工作，用更好的业绩汇报股东、汇报社会。谢谢！
"
20,请问偶发性的禽流感或者其他疫情对公司活禽的损耗情况如何？公司主要运用何种方式应对活禽疫情？,"您好！禽流感一般会发生在没有消毒防疫措施的散养区域，公司有着严格的防控措施，不会发生禽流感疫情。公司的防控措施有：1、公司对养殖环节有着极其严格的消毒防疫措施。表现在：
一是场区分散，且离公路较远，减少不安定因素；二是严格消毒；三是严控人员、车辆进入养殖场区，养殖区人员实行封闭管理，即吃住均在场内，场外人员不准入内，即使参观、考察的人员也只能从围墙外看，不能入内；四是养殖场区搭建的防鸟网，防止病毒传播；五是严格按照畜牧部门要求注射禽流感疫苗。以上措施保证规范养殖内生物资产出现不可控疫病的机率很小，从中国历次报道出现禽流感的情况来看，均为社会散养且不注重消毒防疫的场户，正规企业没有出现过禽流感。
2、根据国家相关政策，如果出现禽流感，方圆五公里以内的禽类均要进行捕杀，为减少损失，国家会进行适当补偿。
3、公司对生物资产进行了财产保险，对于因自然灾害（如雪灾、洪灾等）引起的生物资产死亡，保险公司会进行相应保险赔付。
谢谢！"
21,"1、冻鸭综合成本多少/吨？，冻鸡综合成本多少/吨？？
2、1-3月鸭苗销售均价多少？公司销售量多少？
3、羽绒综合成本多少/吨？1-3月销售量多少？
4、鸭毛综合成本多少/吨？1-3月销售量多少？",您好！冻鸭综合成本8500元/吨左右，冻鸡9600元/吨；1-3月鸭苗销售量3200万只；羽绒成本24万，销量1200吨；鸭毛成本3万左右，1-3月销售量1420吨
22,分析了近两年的年报，2018年的目标比2017年2016年还算靠谱。但是按这个增幅如果完成的话好像刚够达成135的100亿的目标。但是曹董3月29日吹过牛，说要达200亿，请问后期有什么举措有可能能达200亿。另外请务实发展完成今年的目标，才能稳定股价。,您好！200亿是指产指，公司为全产业链，内部自用的上环节到下环节转移的产品不确认收入。谢谢！
