,Question,Answer
0,2017四季度投资收益4亿多，而四季度归母利润一共也才4亿多，四季度营业收入7亿多，四季度咱们没有经营性盈利吗？四季度费用为什么这么高？,您好，公司会对自研和代理游戏收入进行单独核算，但是费用、税金均未按自研、代理分类核算，所以无法提供自研和代理游戏贡献的净利润，还请谅解。谢谢！
1,请问公司的自研和代理游戏业务2017年度一共贡献了多少净利润（不包括闲来）？谢谢！,您好，四季度有经营性盈利。四季度费用偏高是公司在四季度确认了投资相关的中介机构服务费及部分代理游戏确认项目开发费导致。谢谢！
2,公司的愿景还在吗？在2020年利润达到10亿美金，虽然从现在看是不太可能了，但是能达到一半也可以啊？还有就是想请周总经常举行个投资者交流会,感谢您的建议。
3,社交网络（闲徕、Grindr）与微信、微博等应用，主要有什么差别？,您好，闲徕互娱专注于“地方特色休闲竞技”产品细分市场的开拓，主要面向二线以下城市的年轻用户人群；Grindr主要面向男性社交领域，其用户群相比其他社交媒体更加活跃，平均每日用户时长达50分钟以上。活跃用户主要分布在欧美等发达国家和地区，且为收入超出平均水平的“懂科技的有钱人”。谢谢！
4,代理的《皇室战争》、《部落冲突》最近的用户数据及月流水数据表现如何？,您好，《皇室战争》、《部落冲突》相关运营数据您可以搜索公司相关新闻，谢谢！
5,Grindr主要在哪些地区运营？在国内会不会有什么监管的风险？,您好，Grindr是全球最大的同性恋社交网络，在196个国家拥有超过4000万的注册用户，月活跃用户超过800万，平均每日用户时长达到50分钟以上，活跃用户主要分布在欧美等发达国家和地区。同时，Grindr会严格遵循所在国的各项规章制度，避免各类监管风险，谢谢！
6,轩辕剑之汉之云手游为何没法公测，有什么纠纷吗？公司自研游戏能否加快速度,您好，《轩辕剑之汉之云》这款产品目前在经历相关测试后还在进行紧张的调整和完善，围绕这款产品并不存在任何纠纷情况。公司需要及时关注游戏市场的变化和发展，决定产品的投放，公司自研游戏一贯秉承精品战略，始终保持高效、严谨的工作要求，依托公司自身强大的发行能力，力求准确捕捉正确的市场机会，谢谢！
7,公司2018年规划是以内生性增长还是延续2016/2017投资买利润？,您好，公司一贯秉承内生为主外延结合的成长规划，投资是对整体发展战略、完善战略拼图的重要手段。公司在向主要的控股企业派驻管理人员的同时，也向其输送各类人才，谢谢！
8,公司是否有管理层股权激励方面的动向？,您好，公司非常重视对员工的长期激励，后续如进行相关股权激励计划，会按照相关规定进行及时披露，请关注相关公告，谢谢！
9,但是还没有通过的《章程》,"您好，公司于2018年4月19日召开了第三届董事会第二十二次会议，审议通过了《关于修改<公司章程>的议案》。根据中国证监会《关于进一步落实上市公司现金分红有关事项的通知》、《上市公司监管指引第3 号——上市公司现金分红》的有关规定，结合公司经营发展需求，对《公司章程》中第一百五十五条（二）利润分配方式 4、现金分红比例条款进行相应调整，具体如下： 一、修改内容 第一百五十五条（二）利润分配方式 4、现金分红比例原文为： 4、现金分红比例：公司应保持利润分配政策的连续性与稳定性，每年以现金方式分配的利润不少于当年实现的可分配利润的20%。 变更后为： 4、现金分红比例：最近三年以现金方式累计分配的利润不少于最近三年实现的年均可分配利润的百分之三十，且每年以现金方式分配的利润不少于当年实现的可分配利润的10%。  公司2017年当年实现归属于母公司所有者的净利润为998,666,057.61元，分红金额为100,219,320.79元，分红金额已经超过当年实现的可分配利润的10%。
谢谢！ "
