,Question,Answer
0,请问，贵司可否发披露一下国外战略投资者的具体情况？,你好，对于披露国外投资者的事宜，我司会按照相关法律法规实施！谢谢！
1,请问公司如何解决7月份解禁的股票带来的风险，有什么具体措施吗？,股票是我们控股股东所持有的，按公司法独立经营的原则，作为上市公司不宜干涉大股东的行为，但根据我们对三花控股集团的熟悉和了解，这是一家实业报国具有情怀的公司，减持是一种极小概率的事件。
2,7月份的解禁股是集团公司三花持有的，到时会不会减持，能否考虑维护股价，承诺不减持解禁股呢？,股票是我们控股股东所持有的，按公司法独立经营的原则，作为上市公司不宜干涉大股东的行为，但根据我们对三花控股集团的熟悉和了解，减持是一种极小概率的事件。
3,7月份的解禁股，公司可否考虑不减持，以此来稳定股价呢？,股票是我们控股股东所持有的，按公司法独立经营的原则，作为上市公司不宜干涉大股东的行为，但根据我们对三花控股集团的熟悉和了解，减持是一种极小概率的事件。
4,7月份的解禁股，三花集团是不是考虑不出售，来稳定股价呢？,股票是我们控股股东所持有的，按公司法独立经营的原则，作为上市公司不宜干涉大股东的行为，但根据我们对三花控股集团的熟悉和了解，减持是一种极小概率的事件。
5,7月份的解禁股，公司能否考虑不去出售来稳定股价呢？,股票是我们控股股东所持有的，按公司法独立经营的原则，作为上市公司不宜干涉大股东的行为，但根据我们对三花控股集团的熟悉和了解，减持是一种极小概率的事件。
6,高层既然很关注股价，能否考虑7月份的解禁股不出售，以此来稳定股价呢？,股票是我们控股股东所持有的，按公司法独立经营的原则，作为上市公司不宜干涉大股东的行为，但根据我们对三花控股集团的熟悉和了解，减持是一种极小概率的事件。
7,高层既然很关注股价，能否考虑7月份的解禁股不出售，以此来稳定股价呢？,股票是我们控股股东所持有的，按公司法独立经营的原则，作为上市公司不宜干涉大股东的行为，但根据我们对三花控股集团的熟悉和了解，减持是一种极小概率的事件。
8,高层既然很关注股价，能否考虑7月份的解禁股不出售，以此来稳定股价呢？,股票是我们控股股东所持有的，按公司法独立经营的原则，作为上市公司不宜干涉大股东的行为，但根据我们对三花控股集团的熟悉和了解，减持是一种极小概率的事件。
9,请问公司向特斯拉哪几款车型供货？,"Model S/X/3,Semitruck。"
10,胡总您好，请问目前AWECO业务单元和制冷核心部件排产情况怎么样？汽零和AWECO今年预计收入是多少？,您好，AWECO业务单元和制冷业务单元目前订单饱满，公司各业务单元正在克服各种不利的宏观因素，努力提升经营业绩。谢谢关注。
11,请问，贵司可否发公告披露一下国外战略投资者的具体情况？,你好，对于披露国外投资者的事宜，我司会按照相关法律法规实施！谢谢！
12,请问，贵司可否发披露一下国外战略投资者的具体情况？,你好，对于披露国外投资者的事宜，我司会按照相关法律法规实施！谢谢！
13,公司看好的下一个爆发的行业？,新能源汽车行业是确定性很强的机会，是大势所趋。
14,公司能不能提振一下投资者信心？股价一直跌，高层能否关注一下！,对于股价我司管理层很重视，一直在关注。同时也请各位广大投资者理解：股价是多种因素影响的结果。
15,请问贵公司目前向特斯拉供货情况？,我司向特斯拉供货情况正常，随着特斯拉的产量提升同步供货。
16,请问贵公司目前向特斯拉供货情况如何？,我司向特斯拉供货情况正常，随着特斯拉的产量提升同步供货。
17,一季度的汇兑损益令公司财务费用增长了多少？,您好，一季度汇兑损失较去年同期增长6000万左右，公司采用外汇套期保值等多种措施积极应对。谢谢关注。
18,贵公司新能源汽车热管理系统的订单和生产情况如何？,我司新能源汽车热管理系统的订单处于饱和状态，谢谢关注！
19,贵公司新能源汽车热管理系统订单和生产情况如何？,我司新能源汽车热管理系统的订单处于饱和状态，谢谢关注！
20,公司的制冷业务主要应用于哪些领域？是否会开辟新的领域呢？,我司的制冷业务原先主要应用于家电领域，在原先业务稳健发展的基础上，我们又携冷热转换温度控制领域30多年的积累，开发出大量产品应用于汽车及新能源汽车领域。
21,Q1 一季度大额的汇兑损失是否表明公司在套报程度上做的不够，风险敞口较大？Q2、Q3、Q4如何改善？,您好，公司在二三季度会按照外汇套期管理办法加大套期保值的比例，规避外汇风险敞口。谢谢关注。
22,在当前原材料价格和汇率大幅上升的背景下，是不是给公司今年的业绩增长行程了很大的阻力？,您好，当前原材料价格和汇率大幅上升的确对公司经营业绩带来一定的影响，公司积极采取各种措施应对宏观环境影响，来回报股东。谢谢关注。
23,你好，请问贵司目前产品的销售趋势如何？今年的销售目标是多少？,目前来看，各个板块产品销售形势很好，今年销售额有望超百亿。
24,员工持股，股权激励什么时候会开始实施？,在合法合规的基础上，我司会充分讨论、积极推动。
