,Question,Answer
0,1、公司在智能制造方面有哪些举措？   2、请问是否考虑引进新的战略投资者？    3、如何在未来保持企业的高速发展？自力更生还是并购同业？  4、请公司谈谈对于投资者关系的理解？ 5、内部审计机构和人员情况？,"投资者您好，感谢您对公司的关注！1. 公司通过和ABB的战略合作，逐步提升生产自动化、智能化、信息化水平，全面实施技改工作，淘汰落后产能，并在关键生产环节逐步实施机器换人，以提升生产效率，改善生产环境；认真分析原材料市场，严格控制采购渠道，加强核心供应商的培育和维护，建立完善的采购数据库，提高采购产品的质量；通过技术改造、工艺改进等措施，降低产品成本，提高生产效率。
2. 暂时没有考虑引进新的战略投资者，不排除未来根据行业布局需要引入新的投资者从而进一步提高公司竞争力。
3. 为确保公司的高速发展，我司应永远保持产品力领先。在用户时代，产品的企划从经营产品到经营用户；从价格分层到用户分层，产品一切以解决用户在使用场景及痛点。永远保持渠道领先。线上渠道依然是增量渠道，并通过线上付能线下经销商涉足互联网销售，提升互联网技术的应用能力，以此推动线上线下的融合发展。通过微商商城打破线下渠道的时间和空间界限，通过互联网技术推进社区营销。针对国家推进的城镇化进程，4-6级市场将迎来高速的增长，通过专供产品全面进入互联网的线下渠道（如京东家电专卖店、苏宁零售云店、天猫优品）全面覆盖4-6级市场。保持组织领先，以客户及市场为导向来打通营销，制造，研发等部门的部门墙，形成全员的用户经营观念。保持管理领先，管理支持经营，经营支持目标。此外，公司将加大研发，人力资源等内在因素的投入，加强自身的经营实力。同时，根据战略产业布局进行同业并购，打通产业链经营。
4. 水能载舟，亦能覆舟。公司通过网上交流会、设置专门的邮箱、电话等多种形式，与投资者真诚沟通，广泛收集投资者对公司经营发展、后续规划、会计政策等方面的意见和建议，让投资者多渠道地了解公司生产经营管理情况。
5. 公司设立审计监察部，并按需配备专职人员。公司所属子公司原则上实行委派制，并结合所属子公司规模设置或委派相应的内部审计机构或专职内部审计人员，由公司审计监察部直接领导。内部审计部门负责人由审计委员会提名，董事会任免。
"
1,有没有打算在国际市场上有所有动作？面对美的等企业也涉足热水器市场，万和如何应对？,"您好！感谢您的关注！ 2017年我们与博世的合资公司已经全面落地，强强联合、优势互补。未来几年，公司将充分利用积累的丰富并购资源及高效的重组执行力，先瞄准东南亚，加大对国内及国际市场的行业整合力度，进一步推动外延式发展战略。
另外，我们欢迎综合性品牌进入行业，参与良性竞争，万和心无旁骛在厨卫行业耕耘了25年，形成了对热水的深厚沉淀，我们坚信比其他品牌更懂行业，更懂技术、更懂用户，有理由相信万和产品更符合用户使用的各种场景，更有效的解决用户的使用各种痛点。
祝工作顺利！家庭幸福！
"
2,您好！请问贵公司在经营活动中主要对哪些环节进行质量控制？,"您好，感谢您对我司的关心和支持！
      公司正逐步完善各方面的管理职能，构建与公司发展规模相适应的一整套规范化、标准化、精细化、高效化的科学管理体系，提高企业运营效率。"
3,公司现在发展智能产品，有没有考虑未来把产品拓展到其他智能电器上？,"您好！感谢您的关注！公司未来发展集中在厨房生态、卫浴生态两个方面，因此我们的智能产品也将集中在相关联的产品中进行覆盖，将厨房的烟机、灶具、洗碗机、蒸烤等嵌入式电器打造成智能物联系统，同时打造电子菜谱与分享等社交属性。将卫浴当中的花洒、浴缸、智能马桶、洗手盆等生活用水用中央式控制。总之，围绕厨房生态、卫浴生态先延伸品类，再智能升级。
祝工作顺利！家庭幸福！
"
4,公司未来几年净利率和净资产收益率还有提升的空间吗？,"您好！感谢您关注万和！
公司最近两年主业业绩饱满，新产品新市场拓展稳步进行，公司内部降本措施有效，公司资金充裕，投资并购活动在积极进行中，这些有利条件和主动努力，应该会使未来几年净利率和净资产收益率得到提升。
祝工作顺利！"
5,公司燃气热水器产品市场占有率情况？行业竞争地位是一个什么样的状态？,"您好！感谢您的关注！万和燃气热水器连续14年保持行业第一，从销售量上来讲，以万和为代表的国内品牌绝对领先，但从客单价来讲，外资品牌还是保持优势。燃气热水器从产品结构来讲倾向于大流量大升数发展。
祝工作顺利！家庭幸福！
"
6,您好，请问其他收入中，脱水机、净水器大概占多大的比例？,属于公司新品类产品，多谢您的关注。
7,汇率波动的影响，公司是如何规避的？,您好，感谢您的关注。公司对于汇率波动的影响，主要是采取外汇套期保值及与客户共担汇率波动来规避外汇率风险。
8,公司在扩大市场份额方面有什么较为长远的计划？如开拓新市场，开发新产品线等等？,"您好！感谢您的关注！我们定义线上渠道依然是增量渠道，并通过线上付能线下经销商涉足互联网销售，提升互联网技术的应用能力，以此推动线上线下的融合发展。通过微商商城打破线下渠道的时间和空间界限，通过互联网技术推进社区营销。针对国家推进的城镇化进程，4-6级市场将迎来高速的增长，通过专供产品全面进入互联网的线下渠道（如京东家电专卖店、苏宁零售云店、天猫优品）全面覆盖4-6级市场。
祝工作顺利！家庭幸福！
"
9,公司是否持有前海股权投资基金（有限合伙）（以下简称“前海母基金”）的股权？投资收益是多少？,投资者您好，感谢您对公司的关注！我司已于9月按照法律法规公告投资该基金，截止现时该项目仍未有变动。我司亦于17年年末收到两千七百多万的收益回报。
