,Question,Answer
0,近几年国内和国外品牌客户在增速上有什么重要的差异？国外客户相对国内客户是不是在回款上相对做得更好？,您好！国内品牌客户较注重供应商的综合实力，国外客户影响因素较多，主要包括该国的国力、汇率、贸易壁垒等。国外客户比较注重诚信度，客户回款履约较好。谢谢！
1,贵公司作为卫浴细分行业的世界级龙头企业，请问主导产品的市场占有率是多少？,您好，根据厦门瑞尔特国内、国外的产品销售统计数据，结合卫生陶瓷行业所配套的单位冲水组件标准、国内卫生陶瓷的产量、国内卫生陶瓷占全球产量的比例等信息综合测算，2016年，厦门瑞尔特在其核心产品冲水组件领域的国内配套市场份额约为16.15%，在冲水组件细分领域的国内市场占有率排名为第一名。
2,请介绍一下公司的核心业务及业绩做好的业务板块？该核心产品的市场占有率情况如何？,您好，公司的核心业务产品为节水型冲水组件。根据厦门瑞尔特国内、国外的产品销售统计数据，结合卫生陶瓷行业所配套的单位冲水组件标准、国内卫生陶瓷的产量、国内卫生陶瓷占全球产量的比例等信息综合测算，2016年，厦门瑞尔特在冲水组件领域的国内配套市场份额约为16.15%，在冲水组件细分领域的国内市场占有率排名估量为第一名。
3,今年公司在哪些新区域拓展业务？进展情况如何？,公司目前生产的卫浴配件产品主要包括：节水型冲水组件、静音缓降盖板、隐藏式水箱、挂式水箱、智能盖板等，其中节水型冲水组件是公司最主要的产品。公司在新领域的扩展请关注公司的法披。谢谢！
4,公司第一季度业绩情况如何?据公开信息，贵公司正在积极推进“机器换人”。请问，目前公司目前机器替代人员的比例大概是多少？机器换人后对降低生产成本、提升质量方面有何积极影响？,您好！公司一季度业绩请关注即将披露的一季报。公司近几年一直持续不断投入自动化设备，以化解劳动力成本的上升，同时自动化设备的投入和运行也有助于提升公司产品的品质，避免手工操作造成的产品品质的波动。谢谢！
5,房地产调控政策对公司业绩有何影响？,您好，公司在2017年报中，对公司业绩和房地产发展形势的关系，作了详细分析，敬请阅读。谢谢
6,目前公司有哪些并购项目？进展情况如何？,您好，敬请您关注公司在法定信息披露媒体发布的公告。
7,预计第二季度公司经营业绩情况如何？,您好，敬请关注公司即将披露的一季报。
8,国际品牌客户里面，单个品牌客户收入能达到什么样的量级？,我们的国外品牌客户销量占我们总销量的接近50%，谢谢您！
9,同业竞争者众多，公司的独特竞争优势是什么？,您好，公司目前在全球中高端节水型冲水组件领域，处于较领先地位。当前全球中高端节水型冲水组件企业主要包括瑞尔特、福马、吉博力等。瑞尔特具有研发优势、规模优势、节水认证优势等，具体请阅公司年报。谢谢
10,公司目前的毛利率相对较高，未来在毛利率与规模之间的平衡是怎么规划的？会不会在毛利率上做些牺牲？,尊敬的投资者，您好，公司2018年在营业收入、毛利率等财务指标方面，将按年度预算执行，谢谢！
11,请问公司有专人负责投资者关系管理吗？近期有机构去调研吗？机构对公司的发展持什么看法？,您好，公司董秘负责投资者关系工作，之前年报窗口期，暂无机构前来调研。谢谢关注
12,公司对外延扩张的计划？公司外延考虑独立研发还是购买团队？,您好，涉及重大事项工作，敬请您关注公司后续发布的信披公告。
13,公司订单占国内品牌客户的比例有多少？拓展空间是不是比较有限？抢夺国际优质客户可能会面临与众多等竞争，公司有哪些优势？,您好，公司订单占国内品牌客户的比例暂未有详细统计，但公司内销订单量约占公司总订单量的百分之五十左右。公司客户覆盖国内中高端客户，并和国际诸多中高端卫生陶瓷品牌具有业务关系。公司具有研发技术优势、节水认证优势、规模优势、客户优势。公司在全球节水型冲水组件领取处于较领先地位。
14,目前公司在手订单量是多少？,您好，公司的业务订单按照年度计划正常安排生产，谢谢
15,公司2018年会对产品结构做相应的调整吗？,公司目前生产的卫浴配件产品主要包括：节水型冲水组件、静音缓降盖板、隐藏式水箱、挂式水箱、智能盖板等，其中节水型冲水组件是公司最主要的产品。
16,公司看好的下一个爆发的行业是？,公司作为卫生行业细分领域领先，并具有核心竞争优势的企业，始终专注于自身行业的发展。
17,请问公司管理费用及现金流情况如何？费用是否过高？,您好！公司费用正常，具体参见公司已披露年报
18,公司在海外市场业务发展情况如何？,多年来，公司海外市场销售占比一直在50左右，遍布60多个国家和地区
19,目前公司有哪些研发投入新产品？是否面向市场销售情况如何？,公司2017年研发投入3900多万元，主要研发项目涉及冲水组件、盖板、水箱和智能盖板。2017年部分研发项目已结案并进行小批量产。
20,今年公司原材料价格趋势如何？对公司业绩有何影响？,您好，近年来，公司主要原材料产品价格呈逐年上涨趋势，对公司业绩具有影响。公司将进一步采取提高效率等方法进行化解。
