,Question,Answer
0,请问：公司产品的技术含量如何？专利多吗？行业垄断地位如何？ 那些项目能给公司带来利润增长点？预计是否能保持3年的增长？,公司有一支专业高素质的研发队伍，并与浙江大学、浙江工业大学等高校和科研机构紧密合作，进行新产品开发设计。公司是国家级高新技术企业、国家火炬计划重点高新技术企业，建有国家级博士后科研工作站、国家认定企业技术中心、浙江省重点企业研究院、中国塑料管道工程技术研究开发中心、CNAS认可实验室等创新平台，研发实力雄厚。产品开发的技术以自为开发为主，拥有核心自主知识产权，公司累计完成上百项科技成果转化，涉及高性能材料、智慧管网系统、高效新型管道系统、光伏发电系统、电器及应用系统等。拥有国家授权专利401项，其中发明专利53项、实用新型专利310项，外观设计专利38项，专利技术覆盖80%以上的产品和工艺技术。
1,"去年有机构投资者去公司做调研吗,都是哪些？我们这些中小投资者在哪里能看到机构投资者的调研情况？",您好！ 关于公司投资者调研情况，您可以在巨潮资讯网“投资者关系信息”栏目查询公司的调研记录情况，这些信息我们一般是在调研后两个工作日内披露，谢谢！
2,去年的市场行情并不好，物价又涨，今年公司在市场开拓方面有什么计划？能否详细谈谈？,公司将抓住国家政策和工程项目带来的契机，形成区域联盟和全国联动，采取一切可用措施进行客户开发，完善网络布局，实现空白区域无盲点、成长区域促壮大、成熟区域多网点，大力开拓市场。
3,做大、做好市值管理是每个公司成长的必然追求，公司是如何进行市值管理的？,您好！公司将把握市场和行业发展趋势，围绕主业做强做精做优，力争以良好的业绩回报广大投资者，同时公司将进一步加强投资者管理工作。谢谢！
4,"公司采取了具体怎样的应对措施,在同业中不断做大做强?","公司始终坚持诚信为本,质量第一的发展理念,不断提升创新能力，使公司在塑料管道行业持续保持技术上的领先优势，引领我国塑料管道行业的发展。"
5,一直指望公司会推出高送转方案，不知道今年是否有希望，什么时候能出预告？,"您好！ 2017年4月22日，公司第三届董事会第二十三次会议和第三届监事会第十六次次会议审议通过了《公司2016年度利润分配预案》，结合公司的实际情况也为更好地兼顾股东的即期利益和长远利益，公司董事会拟定的2016年度利润分配预案为：:以 2016 年 12 月 31 日的公司总股本 864,000,000.00 股为基数 , 向全体股东每10股派发现金红利0.5元(含税),共计派发现金43,200,000.00元，每10股送红股2股（含税），共计送红股172,800,000股，同时用资本公积金每 10 股转增 1 股，共计转增股本 86,400,000 股。谢谢！"
6,希望公司在本专业领域专注于做强做大做实，提升公司的行业地位，给投资者以回报！,谢谢!
7,公司去年财务费用和管理费用怎样？同财务费用相比呢？今年有没有折旧？请问管理费用今年会能稳定吗？,2016年，公司财务费用2100万元，管理费用4.17亿元.2017年公司费用增长计划控制不超过销售增长幅度.
8,公司2017年利润会有哪些新的增长点?,公司2017年销售情况较好，上半年受原材料价格影响，盈利受到一定影响。公司预计下半年情况同比会有所改善。
9,公司目前有哪些在建项目？建设进度如何？还需要多少资金？,您好，公司目前在建项目有重庆永高基建工程二期2016年度完工90%和安徽永高二期工程完工98%，因工程即将完工，后续所需资金需求较少。
