,Question,Answer
0,请问彩色陶瓷后盖什么时候会使用？,您好， 公司将持续提高手机陶瓷外观件的强度、硬度等物理性能，大幅降低工艺成本和提升产品良率，并根据市场需求逐步提高产能。同时，优化技术，实现陶瓷外观件的多彩化和高性能化，以满足智能终端市场的日益多元的需求。
1,请问公司的人才稳定性如何？,您好，公司以公平和极具市场竞争力的薪酬和福利吸引人才、激励人才和留住人才，以有效的激励机制激发员工的积极性和创造性，实现公司与员工共同发展的愿景。
2,请问公司如何在激烈的市场竞争中保持优势？,您好！公司近半个世纪深耕电子陶瓷领域，专注于各种电子陶瓷的研发和生产，多年来公司注重科技创新和人才培养，逐渐形成了技术优势、研发优势、管理优势、规模优势和人力资源优势，这些优势构成了公司在市场中的核心竞争力。谢谢！
3,您好，请问贵司所处的行业有没有周期性？,您好！公司所处的行业周期性不明显！谢谢！
4,请问贵司属于何种行业？贵司在行业内的地位如何？,您好！公司属于电子元件行业。2017年，公司再次入选“中国电子元件百强企业”，名列百强第9名，至此，公司已连续29年入选中国电子元件百强企业。谢谢！
5,请问公司的mlcc产品主要应用在哪些领域?将来如何定位这个产品发展方向？,您好！公司的MLCC产品被广泛应用于通讯、计算机及外围产品、消费类电子、汽车电子和其他信息电子领域。目前，公司的产品订单平稳上升，产能规划逐步推进，市场前景广阔。
6,请问公司对基片产品的未来的看法？,您好，随着物联网、LED照明、智能家居、汽车电子的推广，片式电阻将迎来良好的成长周期，从而促使上游基片产品的需求不断旺盛，公司持续看好基片产品的发展前景并将抓住产业红利，科学制定市场策略，推动公司和行业的发展。
7,注销全资子公司潮州三环光通信器件有限公司对公司的影响怎么样？,您好！注销三环光通信符合公司经营发展战略，有利于优化资源配置，降低管理成本，提升管理运营效率。
8,公司投资活动现金流变动的原因是什么？,您好！2017年投资活动现金流入约75.72亿元，投资活动现金流出约86.86亿元。投资活动产生的现金流量净额同比减少136.14%，主要原因是2017年公司积极推行外延发展及主要产品扩产，取得子公司及其他营业单位支付的现金净额及购建固定资产、无形资产和其他长期资产支付的现金同比增加。谢谢！
9,公司2017年管理费用变化情况？,"您好！2017年度公司管理费用为29,417.12万元，比上年同期增长18.90%，主要原因是2017年公司的工资福利待遇提升，工资福利相关支出相应增加。谢谢！"
10,什么时候派发股息？,您好！按相关规定，利润分配方案将于年度股东大会审议通过后两个月内完成。
11,2017年电子元件材料的市场情况，以及公司的市场竞争力如何？,您好！汽车电子化的升级、LED照明应用场景的不断扩大，物联网的发展以及智能家居的推广，拉动了片式电阻的需求，进而扩大了陶瓷基片的市场空间，形成稳步增长的市场规模。
12,公司今年的财务费用是多少？,"您好！2017年度公司财务费用为1,797.48万元，比上年同期增加423.31%，主要原因是2017年汇兑损失金额较大。谢谢！"
13,保荐人对于公司2017年度内部控制评价报告的核查意见如何？,您好！三环集团已建立了较为健全的法人治理结构，现行内部控制制度和执行情况符合《深圳证券交易所创业板股票上市规则》、《深圳证券交易所创业板上市公司规范运作指引》等相关法律、法规、规范性文件的规定；公司已按照企业内部控制规范体系和相关规定的要求在所有重大方面保持了有效的财务报告内部控制。
14,2017年半导体的市场情况，以及公司的市场竞争力如何？,您好！物联网技术的广泛应用及快速推进，带动晶体频率元件的市场需求。随着技术升级和工艺优化，公司陶瓷封装基座在晶体频率元件市场的产品优势进一步扩大，市场占有率逐步提升，获得客户的一致认可。
15,请问，保荐人对上市公司配合保荐工作情况的说明和评价？,公司能做到及时发出董事会、股东大会会议通知并提前将有关会议资料送交保荐代表人，接受保荐代表人及保荐机构代表列席各类会议；尊重保荐代表人的建议，完善各类制度、决策程序，补充、完善信息披露资料；积极配合保荐机构及保荐代表人的现场检查和现场培训等工作；为保荐工作提供必要的便利。公司配合保荐工作情况良好。
16,请问独立董事方面对此次2017年度报告有何意见？,您好！作为公司独立董事，对三环集团2017年度报告及摘要进行了认真的阅读和审核。经核查，三环集团2017年度报告及摘要所载信息不存在任何虚假记载、误导性陈述和重大遗漏，并对其内容的真实性，准确性和完整性承担个别及连带责任。
17,公司短期发展战略是什么？能不能详细介绍下？,您好！公司短期发展战略主要是开发陶瓷新材料应用，发展智能终端和智能穿戴产品陶瓷外观件，整合产业链上的优质资源，发挥公司在先进陶瓷材料行业的技术、规模化生产方面的优势，打通产业链的瓶颈，做大做强陶瓷外观件业务。
18,请问现在陶瓷后盖前后道的良率分别是多少？,您好，公司通过优化配方、改进工艺、升级技术等方式不断提升陶瓷外观件产品的良品率。
19,请问公司的人才培养具体体现在哪些方面？,您好！公司通过项目实施、对外技术协作、学术交流等不同的方式培养和锻炼人才。公司不断完善员工晋升渠道，以公平公正的原则，鼓励优秀的员工参与评选工程师、“三环之星”等，通过一系列激励机制对员工的工作表现给予充分的肯定和认可，在企业内树立精神典范，为全体员工搭建一个实现自我价值、展示抱负的平台。
20,电子元器件产品质量参差不齐，公司产品的次品率如何，如何保证产品出厂质量？,您好，公司建立了完整的品质管理体系和环境管理体系，持续为客户提供高品质的产品和服务。
21,公司2017年研发投入同比增长情况？,"您好！2017年度公司研发投入11,264.77万元，比上年同期增加9.82%，占营业收入比例3.60%。"
22,请问公司基片产品目前的市场占有率情况？,您好，公司的基片凭借出色的产品性能和优秀的产品质量，获得客户一致认可，目前该产品的市占率领先于业内。
23,针对应收账款金额较大的风险，公司有何应对措施以防止发生坏账？,您好！针对应收账款金额较大的风险，公司不断完善应收账款管理机制，执行信用期管理制度，加强应收账款的催收力度，并纳入相关人员的考核指标，通过事前审核、事中控制、事后催收等措施，确保实时跟踪每笔应收账款情况，从而逐步降低应收账款发生坏账的风险。
24,公司与小米有业务往来吗？,您好，公司的陶瓷外观件凭借润泽光滑的手感、晶莹剔透的观感以及优秀耐用的物理性能成功进入小米mix2s的供应链。
25,海外市场拓展情况如何？,您好，公司已在全球布局了广泛的销售网络，产品直销欧洲、东南亚等二十多个国家和地区。
26,请问公司的分红方案是什么？,"您好！2017年度利润分配预案：根据《中华人民共和国公司法》和《公司章程》的有关规定，公司决定以截至2018年2月28日总股本1,741,133,822股为基数，向公司在册全体股东每10股派发现金红利2.00元（含税），共派发现金红利348,226,764.40元。本预案尚需提交公司2017年度股东大会审议。"
27,请问对陶瓷封装的前景如何看待？,您好！随着物联网、共享单车、汽车电子等产业的跨步式发展，晶体频率元件的市场需求大幅上升，陶瓷封装基座的市场销量也日益增长。通讯电子、汽车电子以及其他移动电子产品及仪器等领域是石英晶体谐振器的重要市场。受国内外宏观经济影响，我国晶体振荡器产业把握了承接产业转移的契机，仍继续保持快速增长，位居世界前列。公司一方面做好成本控制，另一方面提升产品性能，突出企业自身竞争优势的同时，也为市场提供更多优质的产品。
28,请问公司现在的营业收入比重最大的是哪一块业务？,"您好！2017年，实现营业收入312,980.16万元，其中通信部件销售收入130,138.85万元，占公司主营业务收入比例为41.58%。"
29,请问贵司未来战略规划是什么？,您好！公司将持续进行科技创新、技术升级和管理优化，同时积极整合产业优质资源，借力资本市场，以“材料+”为经营战略，努力成为具有核心竞争优势的“先进材料专家”。谢谢！
