,Question,Answer
0,云南旅游目前对管理层有什么样的激励机制或考核机制？,公司有完善的薪酬激励与考核制度，谢谢关注！
1,请问贵公司目前的订单结构是怎样的？近几年有什么变化？为什么？,请参阅公司2017年度报告相关章节内容。谢谢关注！
2,鸣凤邻里项目的收入和利润在2017年年报里，还没有确认吧？是不是应该到实际交房后才能确认收入和利润？,公司严格按照会计准则的规定进行经济业务的会计处理，相关内容请参阅公司2017年度报告相关章节。
3,"借着目前国企改革的东风， 公司控股股东 是否有意将 更多的优质资产置入上市公司名下？我们关注到近期与公司进行重大资产重组的深圳文旅科技有限公司，是华侨城下属全资企业，业绩优秀，发展势头迅猛。
华侨城下属的文化旅游类资产  是否将陆续全部置入云南旅游上市公司平台？为做大做强云南旅游提供有力支撑，另外，华侨城曾经承诺在云南省内地区投资超1000亿元，公司是否有意成为主要的投资平台呢？？",公司目前正在筹划重大资产重组，拟收购华侨城文化旅游科技股份公司100%股权，相关工作正在积极推进当中，进展情况以公司公告为准，谢谢
4,孙总，请简要描述下特色小镇的投资主体和盈利模式，以及回报周期大概多少年？,特色小镇是国家发展改革委、财政部以及住建部确定的，在全国范围全面开展的建设工作，计划目标是到2020年，培育1000个左右各具特色、富有活力的休闲旅游、商贸物流、现代制造、教育科技、传统文化、美丽宜居等特色小镇，引领带动全国小城镇建设。谢谢！
5,请问唐部长，你原来为世博集团财务总监，现在调任世博股份，是有什么大的考虑嘛？感受如何？,个人服从组织安排，努力工作，勤勉尽责，履行好财务总监岗位职责，为公司的发展贡献自己的力量。
6,请简要介绍下公司的商业模式和盈利模式，公司现金流情况如何？,公司目前的业务板块有：旅游景区、会议酒店、旅游地产、旅游交通、旅行社、园林园艺、旅游文化板块，各板块业务正常推进，现金流状况良好。谢谢关注！
7,云南旅游为云南一张名片，华侨城的进驻，云南省寄予厚望，一年运作下来，效果好像不太好，政府也不太满意，对于这个问题公司是怎么考虑的？另：据说管理层的激励也不错，目前兑现了嘛?,"为促进央企与地方企业围绕重点产业开展合作，推动云南省旅游文化产业实现更大规模、更高层次、更高水平的发展，在此背景下，云南省国资委、云南世博集团和华侨城集团于2016年6月14日签署了《云南省国有资产监督管理委员会、云南世博旅游控股集团有限公司、华侨城集团公司战略合作框架协议》。
华侨城集团通过全资子公司华侨城云南公司参与对云南世博集团的增资，增资完成后，华侨城云南公司成为持有云南世博集团51%股份的控股股东，从而间接控制云南旅游已发行股份的49.52%。通过本次增资，云南旅游可依托华侨城集团的理念、资金、品牌、模式、经验等方面的优势，提升发展质量，成为云南省文化旅游产业发展的排头兵和主力军。
"
8,请问公司的主要合作客户分布在哪些行业？能否举例几家合作商？,请参阅公司已经公告的2017年度报告相关内容。谢谢！
9,昆明世博园改造属于公司的重点项目吗？目前做了几年的规划设计？谢谢,昆明世博园提升改造和后续发展的规划设计正在持续进行中。谢谢！
10,请问，昆明世博园改造算是公司的重点项目吗？目前做了几年的规划设计？谢谢,昆明世博园提升改造和后续发展的规划设计正在持续进行中。谢谢！
11,贵公司经营地产的规模和分布？云南旅游的收入占比房地产较小？未来是否会剥离此项业务？,公司尚未有对发展战略及主营业务方向进行调整的计划；其他内容参照公司已经公告的2017年度报告的相关内容。
12,请问孙总，云南旅游为老牌上市公司，孙总从履历看是资本运作的专家，除了本次重组云旅科技，未来是否有其他一些更高更长远的计划？,公司目前正在开展重大资产重组，拟收购华侨城文化旅游科技股份公司100%股权，相关工作进展情况以公司正式公告准。谢谢！
13,中标乌兰浩特市、景德镇、江阴市等工程项目运营情况如何？,公司重大合同均按照相关要求履行了信息披露义务，已经披露的工程项目均按合同约定正常推进。谢谢！
14,关于昆明世博园后续运营发展的研讨会，目前有什么后续的动作或规划吗？是否已经有了成熟的改造方案？,昆明世博园提升改造和后续发展的规划设计正在持续进行中。谢谢！
15,投资者都知道，华侨城其实是个房地产公司，华侨城重组世博集团后，是否有意把云南旅游转型为房地产公司?,公司尚未有对发展战略及主营业务方向进行调整的计划。
16,叔叔好，周克华死了，诞生了他的弟弟，请问，目前云南旅游业的发展情况怎么样？,感谢你对云南旅游业发展事业的关注。谢谢！
17,孙叔叔好，公司是什么时候上市的，前身是世博股份，因为世界园艺博览会曾在昆明举行，目前公司的主营业务是什么，前几年来过昆明旅游,公司于2006年8月10日上市，经依法登记，公司营业执照登记的营业范围为：景区景点投资、经营及管理，园林园艺产品展示，旅游房地产投资，生物产品开发及利用，旅游商贸，旅游商品设计、开发、销售，旅游服务（景区导游礼仪服务，园区旅游交通服务，摄影摄像和照像业务），婚庆服务，会议会务接待，渡假村开发经营，广告经营、会展、旅游咨询，旅游商品开发，文化产品开发，进出口业务。目前，公司主营业务涵盖景区运营、旅游酒店、旅游交通、旅游地产、旅行社、园林园艺、旅游文化等多个业务板块，形成了公司较为完整的旅游产业链。谢谢！
18,同业竞争者众多，公司的独特竞争优势是什么？,公司地处云南，旅游资源丰富，具有得天独厚的区位优势；其次，公司控股股东世博旅游集团于2017年4月与央企华侨城完成战略重组，将极大增强云南旅游资金、品牌等方面的优势。
19,国企改革对公司经营业绩有何影响？,深化国企改革，可以增强企业活力、提升企业竞争力、增强资本实力，有助于企业经营业绩的提升。
