,Question,Answer
0,公司未来3年发展前景如何?,您好！公司所属行业为国家重点鼓励发展的健康行业，也符合未来社会发展的实际需求，我们对公司未来3年发展前景比较乐观，谢谢！
1,"同行业内有哪些主要竞争对手？公司采取了什么样的应对措施,在保持稳定增长的前提下不断做大做强?","您好！公司最大的竞争对手是自己。公司将发挥自身的规模优势，持续做大做强，谢谢！
"
2,在给用户提供增值服务方面，公司做了哪些工作以增强对原有客户的锁定、新客户的拓展？,您好！自行车零配件产品在保持全球市场占有率第一的基础上，不断提升产品质量和产品附加值，加大力度开拓国内外市场，确保公司产品在全球市场份额和行业内的领导地位；运动健身康复器材产品定位于引领市场潮流和时尚、大众化产品，在做好 OEM  和 ODM  产品生产的基础上，培育公司自主品牌产品（OBM）的研发和生产体系，在市场上逐步确立自主产品和自主品牌形象，国内主攻共享单车市场，国际主攻电动助力车（山地车和城市旅行车）和修补市场；加强和国际知名品牌IBD策略联盟和协同合作开发提升公司品牌形象同时提升工厂内部产品等级档次和品质标准；通过增强在主流专业媒体的广告投放，增强公司品牌曝光度和新产品的推广；完善产品链、提供一站式的产品配套服务，使产品质感以及外观色系搭配等更符合市场主流需求。谢谢！
3,"公司采取了具体怎样的应对措施,在同业中不断做大做强?",您好，公司将发挥自身的规模优势及资本市场的优势，进行产业上下游资源整合，创造技术优势，提高产品线的完整性及完善营销网络，持续在行业中做大做强，谢谢！
4,请问：公司产品的技术含量如何？专利多吗？行业垄断地位如何？ 那些项目能给公司带来利润增长点？预计是否能保持3年的增长？,您好！公司重视科技创新，拥有一支经验丰富的专业研发团队，具有独立的设计和开发能力，凭借长期的技术积累，在行业内处于领先水平。目前公司拥有1项发明专利，83项实用新型专利，11项外观设计专利，合计95项专利，母公司深圳信隆被认定为高新技术企业，公司核心竞争力较强。公司所属行业为国家重点鼓励发展的健康行业，也符合未来社会发展的实际需求，我们对公司未来3年发展前景比较乐观，谢谢！
5,在企业文化方面，公司有什么特色吗？,"诚信、创新、品质、务实、执行、双赢这是信隆公司的经营理念，也是信隆人的真实写照。公司及全体坚持诚实做人，诚心做事的从业心态，恪守基本的商业道德和以诚待人的处世风格。不断更新观念、突破新的目标，锐意进取,注重细节、注重完美。体现效率要快、行动要准、品位要精的要求, 互敬、互衷、互利。√
"
6,共享单车业务上，除了摩拜和小鸣以外，贵司还是哪些共享单车品牌的供应商？目前生产线是否处于饱和状态？有没有加班加点的现象？,你好！共享单车除了摩拜和小鸣以外，我们将依据各家共享单车车款与公司技术、产能的适配性积极寻求合作机会。谢谢！
7,你好，请问贵司目前产品的销售趋势如何？今年的销售目标是多少？公司有没有一个具体可行的持续增长计划？,您好！公司的产品、业务与销售模式市场反应良好，得到客户较高程度的认同，具体销售情况请参阅公司2016年年度报告。公司的发展战略是以现有主营业务为核心，进行产业上下游整合及外延发展，公司自成立以来历经25年的经营发展，已从原来专业研发、生产、销售自行车零配件跨越至涵盖运动健身器材、康复器材领域的国民运动、健康、休闲的“大健康”产业链集群。公司量化的销售任务暂不方便透露，烦请详见公司后续的公告。
8,请问公司公司的核心竞争力是什么？,您好，关于公司核心竞争力情况请参阅公司2016年年度报告第三节“公司业务概要”第三项“核心竞争力分析”。谢谢！
9,行业有没有周期性？,其中二季度是自行车配件的传统淡季、运动健身器材的旺季主要集中于第三季度，康复器材则周期性不明显。
10,做大、做好市值管理是每个公司成长的必然追求，公司是如何进行市值管理的？,您好，我们认为将公司经营好，努力创造良好的经营业绩，回报股东，是市值管理的首要工作。公司同时也积极往国家重点鼓励的大健康产业方向发展，持续寻找合适优质盈利能力强的资产进行行业整合及外延发展。谢谢！
11,公司生产经营的季节性如何?哪个季节是旺季?,"您好！公司主营业务3大类，其中二季度是自行车配件的传统淡季、运动健身器材的旺季主要集中于第三季度，康复器材则周期性不明显。√

"
12,希望公司在本专业领域专注于做强做大做实，提升公司的行业地位，给投资者以回报！,您好，公司将发挥自身的规模优势，持续做大做强，谢谢！
13,新三板的扩容，带来了新的投资机会，你们公司在这方面有什么打算吗？,您好！公司将持续关注新三板的发展情况，依据公司未来进一步发展策略，选择适当的合作或交易机会。谢谢！
14,请问公司的分配预案达到承诺的分红比例吗？,公司2015年、2016年考量公司实际盈利等各方面状况，未实施利润分配，2012-2014年三年累计现金分红金额占该3年年均净利润的比例为422.84%，谢谢！
15,"请问董事长,关于公司最新项目进展如何？达到预期了吗？",您好！公司首发募投项目已实施完毕，目前无正实施中的项目。谢谢！√
