,Question,Answer
0,公司未来的互联网教育业务布局有什么打算？,"您好，公司目前主要依托高乐教育和异度信息布局互联网教育业务。目前高乐教育教育信息化系统集成与运营服务项目发展形势良好，除已中标项目外，若干其他项目也在积极推进当中；异度信息拥有自研的SEES教育生态服务平台、资源中心大数据管理系统、在线教学系统、人人通的解决方案、开放式学习系统、云课堂硬件系列、互动录播系列、集控设备等,并开发出基于未来教室的智慧校园系统，将会依托其产品和技术优势进一步拓展市场，继续助推区域教育均衡和精准教育扶贫。
同时，公司也会继续积极关注、寻找和接触符合公司战略规划的互联网教育团队和企业，适时通过合作、并购、投资等方式，布局新高考、STEAM等相关业务，不断丰富公司互联网教育业务版图。
如有需披露的情况公司将会根据要求及时披露，感谢您的关注！ "
1,公司未来的互联网教育业务布局有什么打算？,"您好，公司目前主要依托高乐教育和异度信息布局互联网教育业务。目前高乐教育教育信息化系统集成与运营服务项目发展形势良好，除已中标项目外，若干其他项目也在积极推进当中；异度信息拥有自研的SEES教育生态服务平台、资源中心大数据管理系统、在线教学系统、人人通的解决方案、开放式学习系统、云课堂硬件系列、互动录播系列、集控设备等,并开发出基于未来教室的智慧校园系统，将会依托其产品和技术优势进一步拓展市场，继续助推区域教育均衡和精准教育扶贫。
同时，公司也会继续积极关注、寻找和接触符合公司战略规划的互联网教育团队和企业，适时通过合作、并购、投资等方式，布局新高考、STEAM等相关业务，不断丰富公司互联网教育业务版图。
如有需披露的情况公司将会根据要求及时披露，感谢您的关注！ "
2,很高兴看到高乐教育的整个业务模式发生了整体性的提升，怎么做到的？2018年高乐教育的发展思路是什么？,"您好！感谢肯定！
2017年，公司在高端人才引进、战略发展规划、业务模式优化、内部管理提升、资源整合等方面对高乐教育进行全面赋能，为高乐教育发展迈上新台阶奠定了基础。此外，为满足高乐教育业务发展需要，2017年4月，公司以自有资金2000万元向高乐教育增资。
目前，高乐教育的定位已经从依托“孝信智云教育”平台的产品服务商提升为教育信息化系统集成与运营服务商，通过集中投资建设区域教育资源服务平台和教育管理服务平台，引入先进的教育应用、提供成套的教育智能化设施和设备，为市、区县教育部门、学校、教师、学生、家长提供互联网+智慧教育系统性解决方案。
2018年，高乐教育将致力于把普宁、揭西等项目打造为教育信息化系统集成与运营服务的标杆示范项目，深耕粤东，布局全国，持续拓展教育信息化大项目。同时，加大云教育业务平台及自有产品研发力度，全面提升智慧教育运营服务水平，提升学校、教师、学生使用智慧教育应用的活跃度，推进基于优质服务的精准运营，积极拓展教师与学生增值业务市场。"
3,公司业绩怎么样？,"您好， 2017年度，公司实现营业收入6.61亿元，同比增长63.85%，实现归属上市公司股东净利润5508.91万元，同比增长29.48%。
关于公司业绩的相关情况，请详见公司于2018年4月27日披露的2017 年年度报告和2018年第一季度报告等文件。
目前公司的战略转型已经取得重大突破性进展，通过内生增长和外延布局双轮驱动，已经构建起以“玩具+互联网教育”为核心的可持续发展的模式，为业绩持续增长奠定了基础，管理层对公司发展充满信心。
感谢您对公司的关注！
"
4,贵公司2017年度有盈利，为什么不进行分红？,公司2017年度之所以不进行现金分红，是为了保证后续经营及投资资金需求，降低财务成本，加快战略转型规划落地，为股东创造更大的中长期效益。具体情况请见2018年4月27日公告《关于2017年度拟不进行利润分配的专项说明公告》（公告编号2018-019）。谢谢关注！
5,为什么公司两年多以来连一篇研究报告都没有？公司股价跌成这个样子，公司打算怎么做？,"2016年来，公司积极实施转型发展战略，以教育信息化为突破口深度布局互联网教育业务，陆续收购了高乐教育和异度信息，转型已经取得重大实质性进展。目前，公司已经明确了“玩具+互联网教育”双主业，通过内生增长和外延布局双轮驱动的发展战略。
接下来，公司将结合经营开展情况，严格执行信息披露各项制度，同时着力加强投资者关系管理，为提升公司价值、保护投资者利益而努力！我们欢迎机构朋友来公司调研，欢迎研究员朋友们更多的关注公司发展，准确向资本市场传递公司讯息，使公司价值回归到合理水平！ 谢谢！"
6,公司有涉及区块链吗？有考虑将其运用到公司的在线教育场景吗?,公司目前没有涉及区块链领域，我们会积极关注、评估区块链技术对在线教育场景的影响，谢谢！
7,公司目前研发实力如何？,"玩具业务方面，公司拥有国际化专业研发设计团队，持续进行技术开发和积累，在产品外观设计、结构设计、功能设计、加工工艺等方面拥有了大量的专利与非专利技术。2017年，公司全年共申请专利7项，获得专利授权6项，截止2017年底，共有授权专利122项。公司已经形成了完善的工艺研发运作流程，能够针对产品设计和加工标准的需要，优化符合规模化、智能化生产要求的工艺流程，形成科学完整的工艺技术标准，整体研发能力和技术水平在行业内继续保持领先地位。
教育信息化方面，公司依托高乐教育和异度信息，打造了一支以技术和业务人员为核心、结构合理、素质优良的教育业务队伍，已经积累了云计算、大数据、智能硬件、流媒体等与互联网智慧教育相关的核心技术与资源，在教育信息化云计算、数据交换、传输、大数据分析、综合集成等方面，拥有较强的技术优势，在智慧校园云平台开发、建设、运营有完全自主的研发、实施能力及技术安全保障。技术与研发优势有利于降低产品生产成本和高效实施多种功能的高度集成，为项目开拓和投资运营提供有力支撑，增强公司整体竞争实力。"
8,公司是否涉足区块链领域？,公司以“玩具+互联网教育”为双主业，目前没有区块链领域，谢谢关注！
9,“互联网+智慧教育”蓬勃发展，公司在教育信息化方面做了哪些努力？,近年来，公司在原有业务基础上实施战略转型，通过全资收购并增资高乐教育、控股收购并增资异度信息，以K12教育信息化系统集成和运营服务业务为突破口，深入布局互联网教育业务，形成“玩具+互联网教育”双主营业务协同发展新格局。谢谢关注！
