,Question,Answer
0,在企业文化方面，公司有什么特色吗？,您好！公司以“缔造卓越企业，引领行业发展”作为企业理念，谢谢您的关注！
1,请问董事长目前市场上公司主要的竞争对手都有哪些公司？在细分行业公司处于行业处于什么排名？谢谢,您好，详见公司招股说明书，谢谢
2,公司管理层怎么看待去年的业绩，满意么？能说下今年有什么目标吗？,"2017年1季度同比2016年一季度，销售收入增长了26.19%，目前增长势头良好。2017年公司将不断加大市场开拓力度，研发新产品，提高产品质量，实现公司可持续稳定发展，谢谢！ 
"
3,建议公司在做好业绩的同时也要积极邀请各家机构前来调研，让更多人关注。,感谢您对公司的建议，我们一直以来，都很重视投资者关系管理，谢谢！
4,我对贵公司是长期投资的，请问预计今年一季度会盈利多少？,您好，2017年度第一季度归属于母公司净利润1652万，较上年同期增加26.02%。谢谢！
5,请问，今年会否考虑请问，今年会否考虑收购一些公司或者扩展新的领域?收购一些公司或者扩展新的领域?,您好，公司不排除在未来收购盈利情况较好且满足监管需求的优质资产，从而提升上市公司的盈利能力 ，为股民和员工创造更大的价值
6,2017年有重组计划吗？,公司未来工作计划将围绕公司战略规划开展，请及时关注公司相关公告，谢谢！
7,请问公司如何看待市值管理的？近期管理层新出的增发新规对公司以后资本运作有何影响？,感谢您对公司的关注，公司会努力开拓业务，增强主营业务竞争力。同时，管理层会关注资本市场的政策及动向，提出切实可行的方案供董事会及股东大会讨论审议，为广大股东和员工带来更好的回报，谢谢！
8,自从微博出现后，对于舆情的关注和扩散在一定程度上都有所放大，关于舆情的监控，公司有些什么样的手段？而在应对负面舆情的时候，又有什么样的应急措施？,您好！公司与主要媒体保持良好合作和沟通关系，并逐步完善舆情危机应对方面的制度，并建立起危机公关的快速响应机制。感谢您的关注！
9,在给用户提供增值服务方面，公司做了哪些工作以增强对原有客户的锁定、新客户的拓展？,您好！感谢您对公司的关注。公司在发展中寻求各方合作，一方面巩固与老客户的合作，另一方面拓展与新客户的合作。合作中将积极与客户进行有效沟通，了解客户的需求，以双赢为目的，实现良好的合作。
10,"这几年社会道德严重滑坡,不讲诚信，为了个人利益突破道德底线的行为屡屡发生，你作为企业高管如何看待？",您好，诚信是中华民族的传统美德，也是为人做事应该遵守的基本道德，我们在日常生活和工作中都应该严格要求自己，谢谢！
11,你如何看待同行业其他公司的经营情况？在同行业竞争中，公司排名第几？你认为公司业绩增长的主要优势或障碍在哪里？,您好，详见招股说明书，谢谢！
12,公司是否在考虑开拓新的领域？取得初步进展没有？,您好，公司将专注于汽车电子相关领域产品制造和研发，相关研发项目正按计划推进。谢谢！
13,虽然说公司的股价由二级市场决定，但股价是公司经营的一个表象，请问管理层对回报投资者持有怎样的态度？,您好！努力提高企业经济效益是管理层回报股东的重要责任之一，所以，公司管理层正努力向这个目标而努力。
14,贵公司员工一个月能挣多少？,公司配有健全科学的薪酬制度，依各岗位和级别设定合理的薪酬配比，谢谢！
15,公司现阶段发展过程中有何不足？面临的最大挑战是什么？如果新客户在磨合期放弃与公司合作，公司有无应对措施？,您好！感谢您对公司的关注。公司在发展中寻求各方合作，一方面巩固与老客户的合作，另一方面拓展与新客户的合作。合作中将积极与客户进行有效沟通，了解客户的需求，以双赢为目的，实现良好的合作。
16,"同行业内有哪些主要竞争对手？公司采取了什么样的应对措施,在保持稳定增长的前提下不断做大做强?",您好，详见招股说明书，谢谢！
17,今年人工费用是否还会出现阶段性上涨？,您好，因公司经营战略及业务发展的需要，适当会储备相关人才，谢谢！
18,公司未来3年发展前景如何?,您好！感谢对公司的关注。在国家宏观经济不断发展的前提下，公司将稳中求进，不断提高自身盈利能力，创造出优异的业绩以回报投资者。
19,"国家要求实行经济节约型政策,公司具体是怎么做的?",感谢您对公司的关注，公司积极响应国家和行业政策，做好相关规划，谢谢。
20,你好，请问贵司目前产品的销售趋势如何？今年的销售目标是多少？公司有没有一个具体可行的持续增长计划？,感谢您对公司的关注。 公司经营情况及后续计划请参见公司披露的 2016年年度报告及 2017 年第一季度报告。谢谢
21,公司募集资金投向项目进展如何，是否顺利?预计多久可以收回投资?,您好，募集项目正按计划推进，目前进展顺利，详见2016年年度报告及2017年第一季度季报，谢谢！
22,请问公司上一季生产经营状况如何？与去年同期相比如何呢？,"您好，详见2017年第一季度季报。谢谢！
"
23,公司如何规避各种风险，如产品质量、资金、管理等，减少各种负面事件？,"您好！公司将不断提升内控管理、不断提高财务管理的职能。谢谢。
"
24,股价升等于做免费广告，有助于公司产品销量升、业绩升，形成良性循环。建议公司配合将股价做上去。,非常感谢您对公司的关注，我们高度关注公司的股价。公司将严格按照证监会的要求，及时、公开、透明的公告相告信息，使大家都能平等的了解公司的情况。公司的股票价格取决于公司的业绩和未来的发展潜力，我们将认真做好内部管理，提升公司核心竞争力，开拓未来新市场，竭尽全力提升公司的价值，对全体股民有良好地回报，谢谢！
25,请问公司在财务结构上有什么不足，打算采取哪些举措。,"您好！随着公司业务的发展及规模的扩大，对于财务结构上会提出职能越来越精细化的需求。我们将会根据公司发展的实际情况，不断完善财务结构，不断提高财务的职能。谢谢。
"
26,公司的负债比率有多少？,2016年度资产负债率是25.8%。谢谢！
27,希望公司在适当的时侯推出激励计划来聚集和挽留人才，保持公司的竞争力！,您好，公司非常注重人才方面的“选、用、育、留”，感谢您对公司提出的宝贵建议，谢谢！
28,新三板的扩容，带来了新的投资机会，你们公司在这方面有什么打算吗？,"您好，公司实时关注相关政策的变化，抓住机遇、迎接挑战，不断提升公司的竞争力以回馈投资者。 谢谢！
"
29,"公司的持续良性发展是投资者投资信心的有力保证,愿公司的发展能为投资者带来良好的回报!请问公司领导对今年有信心吗？",您好，非常感谢您对公司的信任，我们对公司的持续、稳定发展充满信心，谢谢！
30,近一年来，贵公司高管考虑增持吗？,你好，相关重大信息请以公司发布的公告为准，谢谢！
31,现在行业间的并购都比较频繁，你们今年有没有兼并收购计划？,你好，相关重大信息请以公司发布的公告为准，谢谢！
32,最近公司财务状况如何？,详见公司2016年年度报告和2017年第一季度报告。
