,Question,Answer
0,自从微博出现后，对于舆情的关注和扩散在一定程度上都有所放大，关于舆情的监控，公司有些什么样的手段？而在应对负面舆情的时候，又有什么样的应急措施？,"尊敬的投资朋友,您好!
负面舆情更需要正视面对，这是我们的基本思维。至于具体操作，除了制度层面的设计之外，相关方面的合力应对、相关资源的协同运用也是必须的。欢迎您有好的建议同我们分享!
感谢您对公司的关注!"
1,在给用户提供增值服务方面，公司做了哪些工作以增强对原有客户的锁定、新客户的拓展？,"
尊敬的投资者朋友，您好！首先，合兴包装具备行业领先的专业技术优势、良好的信誉和承担能力，能够为客户提供整体包装解决方案、供应商管理库存等高附加值服务，并有能力应对智能包装集成服务过程中涉及的人员调整等方面可能遇到的问题，具有转型智能包装集成服务的实力。其次，合兴包装还拥有丰富的大客户资源、供应商资源和一定的主材生产能力，为自身转型智能包装集成服务提供商打下了坚实的基础。第三，合兴包装在运营改良客户生产线方面拥有运营管理体系和丰富的经验。第四，合兴包装在跨地区销售和管理方面也具备领先优势，因此有实力为不同地区具有包装外包、自动化改造和集中采购需求的客户提供服务。感谢您对公司的关注。"
2,公司现阶段发展过程中有何不足？面临的最大挑战是什么？如果新客户在磨合期放弃与公司合作，公司有无应对措施？,"尊敬的投资者朋友，您好！
公司在发展程过阶段机遇与挑战是并存的，公司管理层将群策群力，共同应对，实现公司既定目标。谢谢关注！"
3,请问：公司产品的技术含量如何？专利多吗？行业垄断地位如何？ 那些项目能给公司带来利润增长点？预计是否能保持3年的增长？,"尊敬的投资者朋友，您好！在多年的经营中，公司一直重视研发的投入，在瓦楞包装方面具有较强的技术和研发实力。目前，公司研发创新中心建立了包装技术创新中心和柔印技术创新中心。其中，包装技术创新中心的包装安全检测实验室通过了ISTA（国际安全运输协会）实验室认证。国际安全运输协会是包装行业最权威的认证机构，通过该实验室认证出具的报告具有国际通用性。同时公司是8项瓦楞行业的国家标准修订的主要起草单位，也突出了公司在技术研发上的优势。未来公司将把重心将持续落在推进产能整合、外延并购、包装产业供应链云平台（PSCP）、智能包装集成服务（IPS）四大业务模块的建设当中，坚定不移地坚持打造“百亿制造、千亿服务的包装产业资源整合及共享平台”的战略目标。
感谢您对公司的关注！"
4,今年人工费用是否还会出现阶段性上涨？,您好！公司业务的不断拓展，将会出现人工费用的增长，谢谢关注！
5,公司现有产品最近价格是否稳定，最近公司产品出货量怎样？上游的企业是否大量备货？,您好！去年第四季度受上游供应商的价格波动影响，我司的产品价格也在调整中，目前相对有所稳定；客户的需求量有所增长。谢谢关注！
6,公司募集资金投向项目进展如何，是否顺利?预计多久可以收回投资?,敬的投资者朋友，您好！ 具体请您详见公司2016年年度报告。 感谢您对公司的关注！  
7,"公司采取了具体怎样的应对措施,在同业中不断做大做强?","尊敬的投资朋友,您好!
公司将重点做好如下工作:
1、推进包装产业供应链云平台建设，打造包装产业互联网生态圈;
2、大力推广智能包装集成服务，不断完善项目实施方案;
3、业务开发提高收入，产能整合扩大存量;
4、加强人才梯队建设，保障公司创新业务发展的人才需求.
感谢您对公司的关注!"
8,"国家要求实行经济节约型政策,公司具体是怎么做的?",尊敬的投资者朋友，您好！在追求经济效益的同时注重环境保护和节能降耗，把建设资源节约型和环境友好型企业作为可持续发展战略的重要内容，通过技术创新和精益管理，采取循环水使用等措施，在节能降耗的同时不断改善周边社区生活环境。感谢您对公司的关注！
9,请问公司上一季生产经营状况如何？与去年同期相比如何呢？,您好！请关注4月25日的公司的季报信息，谢谢！
10,"公司的持续良性发展是投资者投资信心的有力保证,愿公司的发展能为投资者带来良好的回报!请问公司领导对今年有信心吗？","尊敬的投资者朋友，您好！
我们认为包装行业传统行业中很有前景的朝阳行业，特别在中国。包装行业未来会有较好的发展前景。
感谢您对公司的关注！
"
11,去年的市场行情并不好，物价又涨，今年公司在市场开拓方面有什么计划？能否详细谈谈？,"尊敬的投资朋友,您好!
公司制定了打造“百亿制造、千亿服务”的战略规划，着手实施产能整合、外延并购、智能包装集成服务（IPS）、包装产业供应链云平台（PSCP）四大业务模块的建设，实现公司原有产能整合与外延并购互相结合，IPS和PSCP互相协作，包装制造为包装服务提供基础支持，包装服务深化包装制造的新机制。公司会全面实施战略升级、深度整合存量产能、稳步推进外延并购扩张、大力发展PSCP和IPS两大增量新业务。
感谢您对公司的关注!"
12,你如何看待同行业其他公司的经营情况？在同行业竞争中，公司排名第几？你认为公司业绩增长的主要优势或障碍在哪里？,尊敬的投资者朋友，您好！公司作为包装行业的龙头企业，目前公司在全国有近30家生产基地，是瓦楞行业在全国布点最多的企业，生产网络覆盖华南、华中、华北、华东、西南等地，可以满足集团大客户的需求，与集团化大客户共生形成网络效应。感谢您对公司的关注。
13,公司管理层应该用实际行动树立诚信！股市，社会对责任诚信的渴望，远远胜过了任何广告效应！全国3000千万股民都会记得你们。我会继续持有公司股票，希望持有一家受人尊敬的上市公司！,"尊敬的投资者朋友，您好！
我们也很认同您的观点，感谢您对公司的支持！"
14,公司及管理层是否鼓励员工长期持股？会不会任由员工和大小非减持？,"尊敬的投资者朋友，您好！
公司及管理层是鼓励员工与公司共同成长，我们提倡长期价值投资，感谢关注！"
