,Question,Answer
0,您好 王总 请问 您对公司今年在新疆地区的安防板块业务预期如何  ？新疆在一带一路战略下对新疆安防的影响具体是怎么样的？,投资者你好，新疆政府将会持续加大新疆地区的安防投入，随着一带一路的战略实施，新疆的安防业务将会持续的发展。感谢投资者对我公司的关注，谢谢
1,请问2017年全年预计销售目标是多少？实现净利润的目标是多少？,公司将全力发展各项业务，确保业绩稳定增长。
2,您好 王总 请问公司的智慧安防业务和浙江的大华和海康有什么优劣势或者区别？,投资者你好，公司的智慧安防业务和大华、海康都有相应的合作，感谢投资者的关注
3,你好 孙董 请问王总是否在忙？为甚么没见到王总回复相关问题呢？,投资者你好，公司各位高管都在积极的回答相关问题，谢谢
4,您好 王总 请问目前新疆的安防市场形势能否具体用相关数字说明下？,投资者您好，相关的新疆安防市场形势的相关数字，请关注新疆政府的网站，感谢您的关注
5,公司未来五年的目标是多少？能够实现吗？,投资者你好，按照公司的战略规划，公司全体员工将通过不断努力，有信心能够实现。
6,你好 孙董 请问新疆今年的1.5万亿基础投资目前具体是怎么样的？ 对于公司的安防和通信的影响能具体用相关数字说明下吗？,"投资者你好，新疆政府针对1.5万亿基础投资的具体分解已经公布在政府相关网站上，具体的分解到安防和通信的数字，请关注政府相关数据，感谢您的关注
"
7,你好 姚总 请介绍下新疆的安防形势以及目前市场竞争情况？,"你好，公司将抓住发展机遇，不断优化公司的经营效率，治理结构等，努力提高公司的竞争力。

"
8,贵司有收购安防方面的做实体公司吗,投资者你好，公司将积极努力做好战略发展规划，努力做大做强，维护好中小股东的利益。
9,请问公司会进入新的细分领域吗？这一领域与公司现有业务的相关性？,投资者你好，公司将本着与现有业务相关的基础，积极探索新的细分领域，感谢投资者的持续关注
10,姚叔叔好，接下来公司会继续发展主营业务吗？,公司会继续发展主营业务，全力做强做大立昂技术，确保业绩稳定增长，不辜负股东的期望。谢谢！
