,Question,Answer
0,生产一吨钴盐大约需要消耗多少吨的草酸？,尊敬的投资者您好！公司主导产品为草酸系列产品，草酸钴是公司下游客户产品，生产一吨草酸钴大约需要0.85吨草酸。谢谢！
1,请问贵公司草酸产能都满负荷生产吗？,尊敬的投资者您好！由于市场原因，报告期内公司草酸产能未达到满负荷生产。谢谢！
2,公司的电池正极材料研发，目标是不是争做电池材料的龙头企业？,尊敬的投资者您好！随着公司研发技术的不断提升，争做电池材料的龙头企业是公司努力发展的方向。谢谢！
3,如果公司的磷酸铁锂正式投产，毛利率大约是百分之多少？,敬请关注公司的定期报告或者公告。
4,公司聘请的国际知名锂电材料专家，进行高镍三元的研发，依靠现有的研发技术，搭载贵公司研发的高镍三元正极材料的动力电池模块电芯能量密度，理论是在多少Wh/kg？,您好，这么专业的问题，我需要咨询专家。您是问理论上最大，还是理论上实际产品多少Wh/kg？
5,搭载贵公司磷酸铁锂正极材料的电池电芯的能量密度达到大于等于170Wh/kg，是否会继续不断的研发？提升更高的电芯的能量密度？,尊敬的投资者您好！公司会持续加大研发投入，提升磷酸铁锂的性能。谢谢！
6,你好，搭载贵生产的磷酸铁锂正极材料的动力电池模块电芯能量密度，是在多少Wh/kg？,尊敬的投资者您好！搭载我公司磷酸铁锂正极材料的电池电芯的能量密度达到大于等于170Wh/kg。谢谢！
7,请问公司的磷酸铁锂预计什么可以出货。,产品已经进入下游客户认证实验阶段。公司子公司的磷酸铁锂产品主要面向高端客户，该认证周期较长，需要将正极材料跟负极材料、隔膜、电解液等一起做成电池进行反复充放电试验。感谢您对公司支持与关注！
8,公司今年的草酸产能利用率达到多少，是否接近满产？,尊敬的投资者您好！公司根据市场需求合理安排生产，草酸系列产品达到产销平衡，报告期内产销率99%。
9,草酸的生产是个技术含量很高的活么，生产草酸的过程中，最大的风险是什么？,尊敬的投资者您好！草酸生产过程中，涉及到安全和环保因素，我公司严格按照国家安全环保的要求，达标排放。原材料中涉及到危险化学品硝酸，公司严格按照危化品的管理规定进行生产管理，确保安全生产。
10,请问生产电池主要用于动力电池还是电子产品用电池？,我们目前是涉足锂电池正极材料，我们将开发所有潜在的客户，无论是动力电池还是电子产品的。
11,公司的磷酸铁锂的能量密度是多少？,尊敬的投资者您好！能量密度是电池的性能指标。公司磷酸铁锂主导产品FY500型压实密度大于等于2.35克/立方厘米，FY600型压实密度大于等于2.45克/立方厘米。
12,目前公司有的证券投资都有哪些项目,公司将立足草酸传统产业，谨慎乐观的发展锂电正材料。
13,在管理经营中，董事长最关注的问题是什么？,国家重大方针政策、公司战略发展方向、管理人员队伍建设。
14,公司新能源产业并购基金目前的进展如何,目前还在前期洽谈中，公司将视在新能源投资进展情况，及时与合作伙伴沟通，如有重大进展，将及时公告。
15,目前锂电池的电池价格连续下跌，未来要求提高单位密度，公司磷酸铁锂目前的最新的进度如何？,尊敬投资者您好：公司子公司锂电池正极材料磷酸铁锂项目一期3000吨/年生产线产品已经进入下游客户认证实验阶段。感谢您对公司支持与关注！
16,"锂电池正极材料,在同行业中的技术水平,处于什么样的行业地位?",正如刚才我们赵总所述：公司于2017年12月聘请了国际知名锂电材料专家，进行高镍三元的研发，正稳步推进。
17,贵公司在未来几年是否有信心打造成百亿级的上市公司,路漫漫其修远兮，公司将上下而求索。
18,公司如何怎么看2018年的进出口业务的发展,尊敬的投资者您好！公司依托丰元品牌，积极布局、拓展国外客户，新增一批稀土矿山、建材、纺织领域客户，拥有一批欧美、东南亚、日韩等国家的稳定客户，2018年继续保持2017年度的发展势头。
19,公司股价连续跌了三天了，你们着急么,尊敬的投资者，您好。公司的管理层，很多人都持有公司的股票，尤其是董事长本人，更持有较多股份。所以股价下跌，公司的管理层也是比较着急，着急的原因不仅仅是上述持有公司股份，更重要是公司管理层对广大股民的负责。然而近期大盘下跌，公司股价也无法独善其身。公司管理层唯有努力工作，用更好的经营业绩来安慰投资者。
