,Question,Answer
0,公司在海外市场有哪些布局？,"您好！公司海外市场拓展继续贯彻“视野全球化、品牌国际化、渠道管理扁平化、分工专业化”的发展思路，坚定不移地推行渠道管理扁平化与品牌落地战略，加快品牌国际化建设，在世界各地树立良好的新界品牌形象。目前公司拥有400多家稳定的海外客户群体，覆盖了全球100多个国家和地区，新界产品遍及各大洲，海内外水泵产品自主品牌化率近90%，在海外市场，尤其在发展中国家，新界水泵成为较强竞争力的知名品牌之一。谢谢！
"
1,请问贵公司2017年度利润分配方案什么时候实施？,您好！2017年度利润分配方案尚须提交2017年度股东大会审议批准后实施，请及时关注公司相关公告。感谢您的关注。
2,一季度现金流量是负的，请问原因是什么？,"您好！2017年一季度公司经营活动产生的现金流量净额为-37,289,732.00元，主要是因为销售商品收到货款较上年增加17,973,304.58元，而购买材料支付的货款较上年同期增加了48,698,184.95元。具体请查阅公司2017年一季报公告资料。谢谢！"
3,公司未来业务的增长点来自哪里？,您好！未来，公司将依照公司战略规划，利用品牌和渠道优势，持续加大研发、生产、销售等各方面的投入，在继续巩固农用水泵行业龙头地位的同时，重点布局生活用泵、市政用泵、消防用泵、污水泵、供水设备及供水系统及其维保领域，产品向智能化、系统化、数据化发向发展，从而实现公司的快速、稳健发展。谢谢！
4,重组事项有没有取得突破性进展？,您好！公司本次重大资产重组涉及的尽职调查、审计、评估、方案论证等相关工作尚在进行中。后续进展情况请您及时关注公司相关公告。感谢您的关注，谢谢！
5,公司哪些产品具有比较强的市场竞争优势？,您好！公司一直以来坚持以客户为中心，深入践行“节能省电，高可靠性”的价值主张，坚定执行“实施高品质制造，提供高性价比的产品和服务”的两高战略。公司的产品如：潜水泵、不锈钢泵、污水泵、陆上泵、井泵和循环泵均有比较强的市场竞争优势。谢谢！
6,中美贸易争端对公司出口有没有影响？,您好！从目前来看中美贸易争端对公司影响极小。谢谢！
7,公司屏蔽泵业务面临哪些发展机遇？,"您好!近年来,国家推进“煤改气”和“煤改电""政策,客观上带动了屏蔽泵市场需求量大幅增长，公司抓住了这次政策红利的机会,大力拓展屏蔽泵业务,2017年公司屏蔽泵业务增长了80%,预计未来屏蔽泵仍然会成为公司业务的重要增长点。谢谢！"
8,今年中央一号文件对公司有没有利好？,您好！2018年中央一号文件为我国农机化发展指明了方向，提出了要求，乡村振兴战略为农机化带来了机遇。谢谢！
9,公司水泵产品主营出口到哪些地区？,您好！公司目前拥有400多家稳定的海外客户群体，产品覆盖了亚洲、非洲、美洲、欧洲等100多个国家和地区，目前公司出口业务仍在不断拓展中。2017年度，公司出口6.24亿元，占公司营业总收入的41.43%，同比增长11.15%。谢谢！
