,Question,Answer
0,现在创业板非公开增发股票是不是规定不能超过总股本的百分之二十？,"投资者您好,感谢你对公司的关心与支持!根据2017年2月17日中国证监会发布的《发行监管问答—关于引导规范上市公司融资行为的监管要求》：“为规范和引导上市公司理性融资、合理确定融资规模、提高募集资金使用效率,防止将募集资金变相用于财务性投资，再融资审核按以下要求把握：上市公司申请非公开发行股票的，拟发行的股份数量不得超过本次发行前总股本的20%。”"
1,你们对公司末来有信心，但我的钱天天在减少。我要继续坚持我的信仰吗？,投资者您好，感谢您对公司的关心与支持！我们非常理解投资者对股价的诉求，公司股价受经营业绩、市场供求、整体经济环境等多种因素影响。2016年公司对连续亏损的子公司进行相应的剥离，优化管理结构，低管理运营成本，聚焦核心业务。2017年度，公司将结合战略发展规划，狠抓核心技术的研制开发，快而稳的打通产业链上下游，形成“平台+内容+应用+终端” 的泛家庭互联网生态圈；优化公司组织结构配置，降低管理成本，加强对子公司、参股公司的科学统一的管理；加快加大对军工业务和技术投入，确保核心竞争力处于行业领先地位；同时不断积极寻找有共同发展预期、能产生协同效应的优质公司进行产业并购升级，从而进一步促进公司未来盈利能力。希望投资者能看到公司的努力和诚意。
2,现在创业板非公开增发股票是不是规定不能超过总股本的百分之二十？公司如何解决目前现金流紧张问题？,投资者您好，感谢您对公司的关心与支持！公司经营活动正有序进行中。公司现金及负债等详细情况在公司公告的《2016年年报》有详细数据说明。公司将合法合规地运用好上市公司融资平台，有效的控制现金风险，通过严格做好内部控制管理工作，不断降低内部运营成本，积极开拓市场增厚盈利能力，尽全力做好开源节流工作；同时通过银行贷款、金融机构的融资渠道等多种方式助力公司不断发展。通过不断提升公司综合竞争力，尽最大努力回报投资者。
3,收购卓影可以看出公司现金流很紧张，接下来如何在并购中解决这一个问题？,投资者您好，感谢您对公司的关心与支持！公司经营活动正有序进行中。公司现金及负债等详细情况在公司公告的《2016年年报》有详细数据说明。公司将合法合规地运用好上市公司融资平台，有效的控制现金风险，通过严格做好内部控制管理工作，不断降低内部运营成本，积极开拓市场增厚盈利能力，尽全力做好开源节流工作；同时通过银行贷款、金融机构的融资渠道等多种方式助力公司不断发展。通过不断提升公司综合竞争力，尽最大努力回报投资者。
4,手游方面是公司的一大欠缺，公司说要完尚产业链能否讲一下怎么完尚？,投资者您好，感谢您对公司的关心与支持！公司一直坚持围绕“泛家庭互联网生态圈”、“文化游戏产业链”、“军工通信与信息化产业链”两链一圈进行深入发展与布局。后续公司将通过“平台+内容+应用”，进一步反哺公司具备竞争力的高端智能终端产品线，丰富公司DVB、IPTV、DVB+OTT产品种类；加大增值业务应用及平台发展，通过内生式+外延式发展的有效结合，构建“泛家庭互联网生态圈”；加强市场需求分析，抓住“军民融合”的发展机遇，进一步提升技术核心竞争力；积极促进电子竞技产业及VR产业的发展。
5,贵司的VR产品有没有跟国内各大电影院合作？,投资者您好，感谢您对公司的关心与支持！公司参股公司惊梦互动采用全球最先进的UWB精准定位技术+IMU（惯性测量），使得动作扑捉精度提高到毫米级，有效解决了头目眩晕、动作扑捉问题和多人互动问题，游戏对抗性和沉浸感更强。其自主研发完成的UWB+IMU相关核心技术已申请发明专利等，该引擎技术可实现同时容纳上千玩家，实现百人同时互动的VR交互式体验效果。其可同时容纳上千玩家，实现百人同时互动的VR体验室已建成，并与VR游戏商、VR场景体验馆商展开合作，致家视游的基于VR地产项目已完成产品开发，旨在为建材商、设计师及地产开发商提供实用工具平台，目前开始进入市场推广阶段。公司后续将积极展开与VR行业优质客户进行合作，并按照相关法律法规及时履行信息披露义务。
6,贵司一直致力于VR这条产业链发展，请问贵司在VR这方面有具体的产品和应用案例吗,投资者您好，感谢您对公司的关心与支持！公司参股公司惊梦互动采用全球最先进的UWB精准定位技术+IMU（惯性测量），使得动作扑捉精度提高到毫米级，有效解决了头目眩晕、动作扑捉问题和多人互动问题，游戏对抗性和沉浸感更强。其自主研发完成的UWB+IMU相关核心技术已申请发明专利等，该引擎技术可实现同时容纳上千玩家，实现百人同时互动的VR交互式体验效果。其可同时容纳上千玩家，实现百人同时互动的VR体验室已建成，并与VR游戏商、VR场景体验馆商展开合作，致家视游的基于VR地产项目已完成产品开发，旨在为建材商、设计师及地产开发商提供实用工具平台，目前开始进入市场推广阶段。
7,"请问独立董事潘学模先生、独立董事张晓远先生、公司股价从六十多元跌至现在的八元多，你们两位

认为现在八元多有投资价值吗？",投资者您好，感谢您对公司的关心与支持！我们非常理解投资者对股价的诉求，公司股价受经营业绩、市场供求、整体经济环境等多种因素影响。2016年公司对连续亏损的子公司进行相应的剥离，优化管理结构，低管理运营成本，聚焦核心业务。2017年度，公司将结合战略发展规划，狠抓核心技术的研制开发，快而稳的打通产业链上下游，形成“平台+内容+应用+终端” 的泛家庭互联网生态圈；优化公司组织结构配置，降低管理成本，加强对子公司、参股公司的科学统一的管理；加快加大对军工业务和技术投入，确保核心竞争力处于行业领先地位；同时不断积极寻找有共同发展预期、能产生协同效应的优质公司进行产业并购升级，从而进一步促进公司未来盈利能力。希望投资者能看到公司的努力和诚意。
8,都不回答股东提问了？静等说明会结束？,投资者您好，感谢您对公司的关心与支持！我们很认真的回答每一位投资者的问题，对于您提出的多项问题，已进行详细回复，请注意关注。
9,董事长您好！那贵司4-6月份出货有爆炸式增长吗？因为贵司1-3月份调整出货？,投资者您好，感谢您对公司的关心与支持！公司根据已取得的合同、订单正有序展开各项经营活动，并综合成本风险、市场风险等因素合理协调、整合公司资源，根据客户需求提供优质的产品与服务。同时公司在行业竞争愈发激烈之时，一方面加强客户维护力度与积极拓展其它市场，另一方面及时调整产品与市场拓展方向，围绕“两链一圈”积极拓展和创新。
10,我记得公司上市第一天是第一批创业板公司中最耀眼的公司，当时媒体还专门采访了大股东周旭辉，但这么多年过去了，当时一起上市的其它公司市值都几百亿或上千亿了，对此公司大股东及全体管理层你们有何想法？,投资者您好，感谢您对公司的关心与支持！2016年是公司转型的一年，行业部分关键原材料成本大幅上涨，且供货周期加长，导致毛利率的下降，新业务的研发投入，以及剥离香港金亚，完成鸣鹤鸣和、银川圣地、戎翰文化股权处理工作，公司不得不面对2016年的亏损。2017年公司按照董事会制定的经营目标及方针有序的开展工作，并通过开源节流并举的措施，争取销售收入的稳步增长，努力实现扭亏为盈。
11,开个股东大会你们总是那两句话复制粘贴有意思吗？能拿出点诚意来对待你们的股东,投资者您好，感谢您的关心与支持！公司在经营好自身业务的同时，非常重视投资者关系工作的开展，并通过互动平台、设置独立的投资者热线电话、投资者网上说明会、公司官方网站等多样化的方式建立与投资者沟通的渠道。我们非常欢迎投资者通过上述渠道给公司提出建议和意见，监督和督促公司各方工作。同时也将投资者对公司有价值的建议和意见，及时有效的反馈到公司管理层，真正形成公司与广大股东，尤其是中小股东的良性互动。感谢您对公司证券部门工作的理解与支持，以及提出的批评意见，我们虚心接受并将持续地加强投资者关系管理工作。 
12,贵司两链一圈中军工通信和信息化产业链主要由贵司哪个子公司负责对应的产品运作？有相应的订单吗？,"投资者您好，感谢您对公司的关心与支持！目前，公司军工通信和信息化产业链这一战略板块的市场开拓、销售、服务由母公司设立的特种产品事业部具体负责。公司为加快及深入布局军工战略板块，在2016年2月由公司投资设立的全资子公司鹰眼时代将围绕军工通信和信息化产业链进行技术基础研究与开发，不断积累这方面的核心技术，为军工市场的进一步扩大奠定良好的竞争基础。提供良好的技术支撑和支持！
 报告期内，受到国家军民融合政策的良好影响，公司军工业务的开展稳定，从原有单一的提供设备产品服务，开始为客户提供特殊定制化软件技术服务，参与客户研究开发过程。公司也将严格按照军工行业相关法律法规及体系要求，严格控制过程风险，不断提升技术竞争力，不断改进质量管理全过程。"
