,Question,Answer
0,叔叔说得对，沃土施肥，名字不错，希望公司能避免出现停牌的现象，最怕的就是股票停牌，因为股民可能会等很长时间,尊敬的投资者，感谢您的宝贵建议，谢谢！
1,如果2018年汇率稳定的情况下，沃施的业绩有可能较去年大幅提高吗？目前电动产品的研发和销售情况如何，新产品投入是否顺利？,您好！详情可关注后续披露的定期报告情况，谢谢！
2,叔叔好，介绍一下公司去年的业绩情况,您好！2017年度，公司管理层围绕年初制定的发展战略和年度经营目标，坚持以管理为核心，牢牢把握发展机遇，适时调整经营策略，努力改善经营局面，但受制于大宗商品原材料价格同比上调，整体营业成本较上年同期上升，公司进一步加大市场开拓，同时因受国际汇率波动影响，公司汇兑金额损失较大，销售费用、财务费用较上年同期均有所增加，全年期间费用较上年同期有所增加，致使公司盈利水平有所下降。2017年度，公司营业总收入38491.91万元，同比上升20.04%；营业总成本37370.78万元，同比上升22.11%；实现营业利润1174.36万元，同比减少21.25%；实现归属于上市公司普通股股东的净利润581.44万元，同比减少60.62%。详情可参见公司于中国证监会指定的创业板信息披露网站披露的2017年度报告，谢谢！
3,公司的网站为什么一直很简单，只有产品介绍等方面，公司新闻及发展等都没有；如果收购完成后公司会改名吗,尊敬的投资者，您好！感谢您对公司的建议和关注，我们后续会将此建议反馈给公司相关部门。公司名称已使用十余年，在行业内有着较好的知名度，目前无更名意向，谢谢！
4,请问公司收购中海沃帮失败的可能最大风险来自哪里？请公司认真回复，谢谢！,您好！感谢您对公司的关注与支持！有关本次重大资产重组事项的相关风险因素已在公司发行股份及支付现金购买资产并募集配套资金报告书中重大风险提示章节进行了充分披露，详情可参见公司于中国证监会指定的创业板信息披露网站披露的公告，谢谢！
5,前段时间泰和集团老总给公司定了2018的目标，二级市场股价立马有所反映。请问下，董事长是否对2018的沃施股份有小目标呢？,您好！公司管理层将一如既往地致力于企业发展，努力将公司经营管理做好，在资本市场树立良好的形象，回报广大投资者对公司的支持！谢谢！
6,公司实际控制人的股份基本上都质押了，请问公司的股票价格大幅下跌对质押风险有多大？强平价格是多少？万一质押爆仓并购计划还会继续吗？,您好！公司控股股东及实际控制人资信情况良好，具备相应的偿还能力，质押的公司股份目前不存在平仓风险。谢谢！
7,公司完成对中海沃邦的收购后，业务结构形成了双主业制，公司会作何调整来尽快融合？,"1、企业文化的整合
公司与中海沃邦，基于各自行业的特点，拥有不同的企业文化、管理模式。公司、中海沃邦本着“1+1大于2”的合作理念，在充分尊重各家公司的原有合理制度与现存企业文化的基础上，加深对各方的业务理解。
2、公司治理的整合
公司将对机构和人员进行整合，适应重组后上市公司发展新要求。本次交易完成后，公司在现有业务和管理架构的基础上将进一步扩展对中海沃邦的管理，在资产和业务范围获得较大程度扩展的情况下，公司将会在保持中海沃邦经营团队相对稳定的条件下，对组织机构和相关管理人员等方面进行必要的调整，以适应新的管理和发展要求。公司将积极利用上市公司人才吸引、人才激励的优势，在组建专业的天然气技术、管理团队的同时，为中海沃邦的发展吸引更加专业、优质的人才。
3、管理体制的整合
公司通过协同管理与发展，协助中海沃邦构建符合上市公司规范和市场发展要求的内部管理体系，中海沃邦应当遵守法律、法规、规章、规范性文件规定的关于上市公司子公司的管理制度。在董事会确立的经营目标下，公司不干预中海沃邦的日常经营管理，保持标的公司经营团队的相对独立性。除依据法律法规或公司章程规定须由上市公司审议并披露的与标的公司日常经营相关的事项外，其他日常经营事项由中海沃邦按其内部决策机制决策实施。
4、财务体系的整合
公司将财务统筹管理，提高资金保障能力和运用效率。一方面，本次交易完成后，公司将按照公司治理要求进行整体的财务管控，加强财务方面的内控建设和管理，以提高重组后公司整体的资金运用效率。另一方面，借助公司的资本市场融资功能，利用上市平台为各板块业务提供资金资源，为业务创新和业务领域拓展提供融资渠道，优化资金配置，降低上市公司及相关子公司的融资成本，有效提升财务效率。"
8,请问贵公司的子公司西藏沃施是否已经有业务投资意向？该公司目前处于什么状态？,您好！非常感谢您对公司的关注与支持！公司子公司西藏沃施目前运营正常，如有需披露的重大事项，公司将及时公告，谢谢！
9,如果管理层确实看好公司的前景，是否考虑退出股权激励或员工持股计划？,您好！公司目前暂未商讨股权激励或员工持股计划，从公司长期发展的角度考虑，公司会在适当时候择机考虑包括股权激励、员工持股计划在内的有利于凝聚人才、促进公司长远发展的一些方案。谢谢！
10,请介绍一下2017年公司业绩亮点？,2017年面对市场竞争加剧、大宗商品原材料价格上涨及国际汇率波动等不利影响，公司主营业务收入仍取得了一定增长。公司管理层及全体员工迎难而上，积极应对，在新技术新产品开发等方面值得充分肯定，为企业下一步的良好发展打下了坚实的基础。谢谢！
11,公司股票每天成交十分惨淡，基本没有流动性，请问公司是否关注到，是否有什么应对策略？,尊敬的投资者，您好！公司希望被二级市场认可，每个投资者都会做出自己的判断，我们认为企业发展的根本是做好自身业务，同时资本市场树立良好的形象。感谢您对公司的关心与支持，谢谢！ 
12,公司是否有进军国外市场，能简单介绍一下吗？,尊敬的投资者，您好！本公司70%以上的营业收入来自于海外市场，公司海外市场占比相比国内市场大很多，相对国内市场园艺用品处于发展初期阶段的现状，海外市场体系较为成熟稳定，但公司也充分认识到了国内园艺用品市场的发展趋势，在稳步发展海外市场的同时，也将大力开拓国内市场。谢谢！
13,请问中海沃帮2018年1月份业绩如何？,抱歉，由于重组尚未完成，不便披露标的经营状况，公司会按照证监会及交易所的要求，及时进行信息披露。
14,最近股价一路走低，极大地影响了中小投资者的收益，是因为大盘的影响还是公司的利润持续下降所引起的？,尊敬的投资者，您好！非常感谢您对沃施股份的关注与支持！股价受诸多因素的影响，我们尊重二级市场的波动与反应，同时公司管理层将一如既往地致力于企业发展，在资本市场树立良好的形象，回报广大投资者对公司的支持！谢谢！
15,公司现金收购金额巨大，从目前可动用自由资金来看压力很大，请问公司是否有应对方案？,请放心，公司管理层在做方案前有充分的考量。
16,为什么公司一季度的业绩预报这么快就出来了，是没有什么业务吗？公司目前的传统业务开展如何？,尊敬的投资者，您好！根据交易所相关规则要求，公司披露了一季度业绩预告。公司目前主营业务稳定，谢谢！
17,按照历史数据来看，第四季度和第一季度是公司产品销售旺季。请问2017年四季度的产品销售情况怎么样？,公司已经披露2017年年度报告，请将年度数减去三季度披露的前三季度数，即可倒算出第四季的销售情况了。谢谢！
18,请问1.后续是否还有增持计划；2预计收购中海沃邦什么时候能完成。3今年为何才一个月就将一季报预报发出，是否准确,尊敬的投资者，您好！关于后续增持计划如有新的进展情况，公司将根据相关规定及时履行信息披露义务；目前公司正在积极推进本次重大重组事项；根据交易所相关规则要求，公司披露了一季度业绩预告，谢谢！
19,叔叔好，公司是什么时候上市的？,公司于2015年6月30日上市
20,叔叔好，公司于2015年上市，目前的主营业务是什么？,尊敬的投资者，您好！公司是一家以园艺用品的研发、生产和销售为主，兼顾园艺设计、工程施工和绿化养护等业务的综合服务提供商。谢谢！
21,董事长您好，请问增持多少了？,尊敬的投资者，您好！增持数量的具体详情可参见公司于中国证监会指定的创业板信息披露网站披露的公告，公司后续将根据相关事项的进展情况，及时履行信息披露义务。谢谢！
22,请问董秘，今年分红送转不？,尊敬的投资者，您好！公司于2018年2月5日召开了第三届董事会第二十次会议，会议审议通过公司2017年度利润分配预案，详情可参见公司于中国证监会指定的创业板信息披露网站披露的公告，感谢您对公司的关心与支持，谢谢！
23,中海沃邦的收购现在进展怎么样了？,尊敬的投资者，您好！目前公司重大资产重组事项正在推进过程中，公司将根据事项进展情况，严格按照有关法律法规的要求履行信息披露义务。敬请广大投资者关注相关公告并注意投资风险。谢谢！
24,2017年财务费用增长较快，是什么造成的？公司如何应对这一问题？,17年相比16年，公司新增了短期借款约8000万，相应会有利息支出，更主要的是由于2017年度美元对人民币呈单边下跌，导致公司汇兑损失增加。公司管理层商讨，拟通过远期美元合约实施套期保值，减少汇率波动对公司业绩的影响。
25,公司拟收购中海沃邦采取的是现金收购，请问资金来源有哪些？,公司自有资金，并购贷款，以及其他必要的融资方式。
26,2017年公司汇兑金额损失颇大，这是什么原因造成的？请问公司未来怎么防范汇率波动风险？,由于本公司70%以上的收入来自于海外，以美元结算，2017年美元兑人名币呈单边下跌，导致公司出现大额汇兑损失。2017年底，公司管理层已经商讨一致，通过美元远期合约实施套期保值，减缓汇率波动对公司业绩的冲击。
27,控股股东开始实施增持计划了吗？,尊敬的投资者，您好！公司实际控制人、控股股东之一吴海江先生已开始实施其增持计划，详情可参见公司于中国证监会指定的创业板信息披露网站披露的公告，谢谢！
28,请问：1. 2月5日公告的简式权益变动报告书（一~三）是否可以认为是现金收购的27.2%股权已经完成2. 如果是这27.2%对应的投资收益，是否从2月5日开始计入上市公司3.发行股份购买资产，大约材料什么时候会提交给证监会,尊敬的投资者，您好！（1）现金收购的27.2%股权目前正在实施过程中，尚未完成；（2）27.2%对应的投资收益，不是从2月5日开始计入，公司将根据会计准则相关规定进行会计处理；（3）发行股份购买资产事项将在提交股东大会审议通过后，公司会尽快将相关文件材料提交中国证监会。感谢您对公司的关心与支持，谢谢！
