,Question,Answer
0,请问公司上一季生产经营状况如何？与去年同期相比如何呢？,您好，2017年第一季度报告预计盈利531.54万元-637.85万元，具体详情请您届时关注公司2017年第一季度报告，感谢您的关注！
1,公司现在负债总额是多少？每年负债的利息是多少？谢谢。,您好，公司报告期末负债总额1.35亿元，报告期财务费用列支利息支出103.91万元。感谢您的关注！
2,"同行业内有哪些主要竞争对手？公司采取了什么样的应对措施,在保持稳定增长的前提下不断做大做强?","公司是国内领先的化工及电子材料应用服务型分销商，所进入的细分市场包括移动终端、家电、LED照明、太阳能等领域。在部分细分市场领域中，与公司存在一定竞争关系的对手主要第一基石（香港）有限公司、和氏璧化工（NCM）、伊藤忠商事株式会社、上海长濑贸易有限公司、青岛盖洛普商务有限公司、格雷蒙科技（深圳）有限公司。
公司在技术服务、产业链信息处理、库存协同优化、运营管理和客户资源等方面形成了独特的竞争优势。"
3,目前公司享有哪些国家优惠政策？,您好，公司目前主要享受的优惠政策有：在前海深港现代服务业合作区设立的下属子公司根据“财税〔2014〕26号”《关于广东横琴新区福建平潭综合实验区深圳前海深港现代化服务业合作区企业所得税优惠政策及优惠目录的通知》，2016年适用15%的企业所得税优惠税率。感谢您的关注！
4,请描述一下公司未来的发展前景，谢谢！,"您好，目前公司分销的中高端化工材料中的工程塑料，主要应用于制造下游移动终端、家电、LED照明等消费细分市场。伴随着塑胶原料下游产品市场个性化、时尚化、轻薄化消费需求的快速增长，产品制造企业越来越重视产品外观件、结构件与功能件的设计与材料选用。工程塑料作为结构件产品轻量化的首选材料，这一趋势在通信、消费电子、新能源产品等领域尤为明显，如手机和平板电脑的轻量化和超薄化，LED照明玻璃灯壳和散热底座材料逐步被更为轻便和更具性价比的工程塑料替代。在建筑材料方面，各种工程塑料制成的膜、片、板材、管材、框架、异型材等产品在建筑节能系统中也获得广泛应用。
从全球市场看，全球工程塑料市值将由2016年的670亿美元增至2020年的约1137亿美元，期间年复合增长率为7.9%。全球对工程塑料的需求将由2012年的1960万吨，增至2020年的2910万吨。新兴地区如亚洲、南美、中东以及欧洲的发展中地区将成为工程塑料行业快速增长的主要推动力，汽车、电气及电子产品、家电、建筑和基础设施等领域将成为工程塑料有增长潜力的市场。中国是新兴市场也是需求增长最快的区域，电子电气产品、汽车等是需求增长最快的细分市场，新能源、电动汽车则是应用增长最具潜力的领域。
公司将继续坚持品模贯通的商业模式，强化细分市场的品牌建设，同时加大多材料多工艺的引进。公司将建立细分市场品牌全景图，包含所在细分市场的品牌全景、未来在品牌开拓上的布局和当下品牌拓展的进程、展开方向和次序；同时建立产品维度的全景图，将包含现有和未来的材料、工艺的路线布局，作为战略执行的沙盘地图，在此指引下选择展开方向及次序。在细分市场创造端到端的解决价值，加强材料工艺与细分市场项目直通率的紧密结合，整体化解决方案层面上参与和支撑细分市场发展。
公司将始终坚持“为优秀的品牌商提供卓越的材料一体化解决方案”的使命，重视技术研发积累与投入，继续在特种材料行业深耕细作，加大各细分市场行业布局，在市场变化之中寻找发展机会，引入更多先进材料。公司紧跟行业发展趋势，谋求在主外观成品件、工业4.0等新领域寻求与材料行业的协同发展机会。目前，公司主打推出主外观成品件，主外观成品件作为原材料和下游产品的枢纽，可以充分利用公司技术研发、质量检测设备，使得产生协同效应，同时指明了材料引进、工艺强化、工业 4.0 的发展路径。公司旨在利用B2B分享经济的理念，打造主外观成品件的商业模式，实现“生产易”。除此之外，公司将紧跟智慧制造趋势，探索进入自动化领域，如手机产业链自动化、注塑自动化等与公司材料产业及公司下游客户需求协同的领域，充分发挥公司在行业中的技术、平台、商业模式等优势，与优质供应商、客户通力合作，搭建更优质的资源平台，快速打造产品与服务，实现公司战略目标。
感谢您的关注！"
5,请具体介绍一下公司如何进行股东权益保护？,"您好，公司一贯重视对投资者的合理回报，在追求经济效益的同时，本着为股东创造价值的核心理念，给投资者带来合理的价值回报。公司制定了分红规划，进一步规范了公司分红行为，形成了持续、稳定的分红政策，为保护股东权益奠定了基础。同时，公司高度重视开展投资者关系管理工作，通过接待来访、接听来电、回复互动易提问、参加投资者策略会等多种途径，有效的保障广大投资者的知情权。
感谢您的关注！
"
6,"公司的持续良性发展是投资者投资信心的有力保证,愿公司的发展能为投资者带来良好的回报!请问公司领导对今年有信心吗？","您好，我们对公司很有信心，公司将通过技术进步、业务拓展、管理创新、成本控制等措施，提高竞争实力，始终坚持以做好经营管理为基础，持续提升公司的内在价值，保持业绩稳定增长，为股东提供合理的投资回报。感谢您的关注！
"
7,自从微博出现后，对于舆情的关注和扩散在一定程度上都有所放大，关于舆情的监控，公司有些什么样的手段？而在应对负面舆情的时候，又有什么样的应急措施？,公司重视投资者关系并开展舆情监测，对舆情方面的情况，将本着对投资者负责的原则，及时、合法依规地采取应对措施。
8,请问公司对于做大市值有什么具体计划？,"您好，公司将通过技术进步、业务拓展、管理创新、成本控制等措施，提高竞争实力，始终坚持以做好经营管理为基础，持续提升公司的内在价值，保持业绩稳定增长，为股东提供合理的投资回报。感谢您的关注！
感谢您的关注！
"
9,做大、做好市值管理是每个公司成长的必然追求，公司是如何进行市值管理的？,"您好，公司将通过技术进步、业务拓展、管理创新、成本控制等措施，提高竞争实力，始终坚持以做好经营管理为基础，持续提升公司的内在价值，保持业绩稳定增长，为股东提供合理的投资回报。感谢您的关注！
感谢您的关注！
"
