,Question,Answer
0,你如何看待同行业其他公司的经营情况？在同行业竞争中，公司排名第几？你认为公司业绩增长的主要优势或障碍在哪里？,您好！我们尊重同行业的竞争对手，公司以优秀IP、精品内容创作为核心竞争，打造以精品内容为主的文化生态链，以差异化的特点去满足我们客户的文化需求。例如公司影视作品《放弃我 抓紧我》是2016年度下门户焦点图最多的电视剧，播出期间同时段收视率三网第一，全网播出量超90亿。谢谢！
1,虽然说公司的股价由二级市场决定，但股价是公司经营的一个表象，请问管理层对回报投资者持有怎样的态度？,您好！实现公司业绩的可持续性增长就是对投资者最好的回报。
2,请问公司在财务结构上有什么不足，打算采取哪些举措。,您好！公司的财务运营严格按照上市公司有关财务制度执行，并采取了相应的内控措施。同时，公司财务人员为配合公司文化产业的发展不断学习相关业务，提高业务能力。谢谢！
3,"同行业内有哪些主要竞争对手？公司采取了什么样的应对措施,在保持稳定增长的前提下不断做大做强?",您好！我们尊重同行业的竞争对手，我们以我们的优秀IP、精品内容创作作为我们的核心竞争，打造以精品内容为主的文化生态链，以差异化的特点去满足我们客户的文化需求。
4,在给用户提供增值服务方面，公司做了哪些工作以增强对原有客户的锁定、新客户的拓展？,您好！我们力争通过创造好的IP内容，让观者和玩者去体验作品，给他们带来快乐的感受。我们一直在精品影视和IP游戏精心耕耘。谢谢！
5,新三板的扩容，带来了新的投资机会，你们公司在这方面有什么打算吗？,您好！公司一直在关注和研究与公司战略方向有关的产业，期待从纵向和横向方面去丰富公司的主营业务，提升公司业绩。
6,公司如何规避各种风险，如产品质量、资金、管理等，减少各种负面事件？,您好，公司严格执行和落实相关的财务管理、同业竞争、关联交易等方面的要求，审计部每季度对重要制度的落实和相关岗位进行内部审计，识别风险隐患、及时处理潜在风险，谢谢！
7,贵公司员工一个月能挣多少？,您好！公司根据薪酬管理制度，不同岗位员工享有相应的薪酬待遇。公司希望员工能够分享公司发展的成果。谢谢！
8,"公司的持续良性发展是投资者投资信心的有力保证,愿公司的发展能为投资者带来良好的回报!请问公司领导对今年有信心吗？",您好！公司领导对今后是充满信心的。
9,公司是否在考虑开拓新的领域？取得初步进展没有？,您好！公司一直在关注和研究与公司战略方向有关的产业，期待从纵向和横向方面去丰富公司的主营业务，提升公司业绩。
10,公司募集资金投向项目进展如何，是否顺利?预计多久可以收回投资?,您好！公司募集资金项目进展情况请具体查阅巨潮资讯网。谢谢！
