,Question,Answer
0,现在搞互联网、大数据、云计算的企业很多，公司的产品都面对很多竞争对手，请问公司产品的优势在哪？如何争取客户？如何增加客户粘度？,"公司的优势在技术和研发。
水疗马桶在努力扩大经销商队伍。并投入更多的广告力量。"
1,公司对同行竞争对手有怎样的考量？你们的成本、管理、市场等优势体现在哪些方面？,"家用电器排水泵方面，我们从成本、技术、品质、管理、市场都有优势。我们已经占全球份额的30%。
水疗马桶方面，我们有技术优势，品质优势。市场优势正在形成。
"
2,2016年报中，水疗马桶全年销售收入是9300万元吗?,地尔健康科技2016年营业收入为9302万元。
3,请描述一下公司未来的发展前景，谢谢！,"地尔汉宇将成为一家受人尊敬的企业。
产品受人欢迎：节能、健康、环保、带专利技术。
员工收入比较高。
企业发展稳健，经得起外界的狂风暴雨。
朋友们爱来。
股东们爱来。"
4,优巨新材的业绩何时可以并表？,公司只是参股优巨，占28.5%，按照会计准则，不在会计报表合并范围，但其盈亏会体现在公司当期业绩。
5,你好，公司水疗马桶、智能机器人在今年会实实际际放大量为公司产生正利润吗？接下來能否大胆預测今年還有兩位数的增長？謝謝,您好，公司今年会争取水疗马桶、智能机器人在2016年基础上实现明显突破，谢谢！
6,有“天之道在生植”，提供土壤阳光水分，员工可以自己生长，也有“人之道在法制”，“玉不琢不成器”还需要多扶正培训上下才会一起向正确的方向成长，公司有哪些培训措施来提升员工能力，使其成为技术工人、专家级别？,您说得非常棒！
7,请问董事长你有去过员工食堂用餐吗？,前天还到员工厨房观看。
8,做为高管你对公司的股价有何看法？股价的上扬能体现上市公司的潜质和气魄！希望管理层关心一下自己公司的股价！以提振二级市场的股东对公司的信心！！！谢谢,作为高管，我们非常关注公司的内在价值在股价上是否得到合理体现。
9,在给用户提供增值服务方面，公司做了哪些工作以增强对原有客户的锁定、新客户的拓展？,您好，您可以联系公司销售部门了解相关信息
10,公司未来五年的目标是多少？能够实现吗？,五年的目标只敢埋在心里。
11,智能水疗马桶，可否制定方案优惠长期持有公司股票的投資者？另外以石董現在的知名度直接做公司形象代言人，大肆宣傳，應該有不錯的效果，會比什麼明星更有成效.,您好，请参阅类似问题的答复
