,Question,Answer
0,公司所处行业和主要产品？,目前公司所处行业为互联网相关行业，主要业务为互联网加速服务业务。
1,近期有机构密集调研吗？,近期没有机构对公司进行调研。谢谢。
2,今年公司人力成本的大幅度上升？人力成本上升后公司产品提价的能力有多大？,"目前，公司人力成本没有出现大幅上升的情况。谢谢！
"
3,公司今年有没有新产品和新业务拓展？对城镇一体化带来大发展机遇，公司有没有具体的发展计划？,2017年，公司将在现有互联网加速服务业务基础上，重点规划成立互联网业务平台，打造具有自有品牌、核心商业模式和竞争力的互联网运营平台。谢谢。 
4,请问目前公司业绩受哪方面影响较大？,"一、互联网相关业务受国家相关管理部门的监管政策影响较大，对公司未来战略及业绩影响存在一定不确定性。
二、目前互联网宽带市场的竞争日趋激烈，过度竞争致了服务价格的下降，会给公司带来了一定的影响。
"
5,请介绍一下公司的行业地位？,公司主要子公司北京屹立由数据有限公司自2008年开始开展互联网出口带宽优化服务和互联网应用加速服务业务，主要为互联网服务提供商（ISP)提供互联网应用加速服务。通过多年的技术研发、项目经验积累，公司能够较好地满足客户的差异化需求，并得到了广大客户的认可。目前公司在全国范围内为超过20家省级ISP提供互联网应用加速服务，积累了一批稳定客户，公司目前业务规模逐渐扩大，业务收入保持着持续增长的趋势。
6,公司员工的待遇如何？住房公积金缴纳的比例是多少？,根据行业特点和公司实际情况，公司按工作性质和技能等实行了多层次职工薪酬体系，充分发掘员工潜力，调动员工的工作积极性，不断提高员工的满意度和忠诚度。
7,公司在在哪些领域进行了改革创新，下一步将重点发展哪些领域？,公司将在现有互联网加速服务业务基础上，规划成立互联网业务平台，打造具有自有品牌、核心商业模式和竞争力的互联网运营平台。谢谢。
8,请问贵公司所属行业的发展有哪些有利因素？,公司目前的主营业务为互联网加速服务业务，特别是子公司北京屹立由数据有限公司拥有多年的互联网加速服务业务经验和实践，在技术、成本、资源、客户等诸多方面积累沉淀形成了自身的优势，上述优势均是公司业务发展的有利因素。谢谢。
9,请问公司在市场方面的开拓有什么计划？,公司将以现有互联网加速服务为基础，成立以泛娱乐业务为核心的互联网运营平台，最大限度地增加公司业务收入和利润，全面提升公司的主营业务盈利能力和市场影响力。
10,请问今年公司的扩产计划和渠道计划？,公司将以现有互联网加速服务为基础，成立以泛娱乐业务为核心的互联网运营平台，最大限度地增加公司业务收入和利润，全面提升公司的主营业务盈利能力和市场影响力。
11,公司的核心竞争力有哪些？,公司2016年度报告“第三节 公司业务概要”中对公司核心竞争力有详细的说明和表述，请参照。谢谢。
12,随着公司规模的扩大，建议公司引入具有国际化快销品工作经历的高端人才。,谢谢对公司的关注。人才是公司发展的必需，公司始终欢迎高端人才加盟。
13,我是公司的一名小股东，请问我想现场参加股东大会，不知道应该怎么做？需要什么样的程序？,公司于2017年5月2日在指定信息披露媒体上发出关于召开2016年度股东大会通知，通知中对于股东参加会议的登记方法和流程有详细的说明，请参照。谢谢。
14,能不介绍一下公司现在各大区域的销售和占有率等基本情况?,公司目前在全国二十多个省份拥有业务，覆盖中国电信、中国网通、中国移动、中国联通、中国铁通和中教育科研网等各大运营商。
15,请简要介绍公司的战略布局？,公司将以现有互联网加速服务为基础，成立以泛娱乐业务为核心的互联网运营平台，最大限度地增加公司业务收入和利润，全面提升公司的主营业务盈利能力和市场影响力。
16,请问公司领导谈谈对于投资者关系的理解？,投资者投资公司是基于对公司未来发展的信心和期望，我们充分理解和尊重广大投资者的意愿，投资者的利益与公司的利发展是一致的，我们将致力于提升业绩回报广大投资者，同时也希望广大投资者能与公司一起成长发展。
17,有些上市公司在信息披露方面做不好，还经常披露虚假信息欺骗投资者，希望贵公司在这方面能做的尽可能规范！,公司一定会努力做好上市公司信息披露规范工作，感谢一直以来对公司的关注。
18,去年公司经营遇到的最大困难是什么?今年有望改善吗？,公司已将亏损严重的纺织产业置出，公司主营业务已变更为互联网加速等相关业务，逐步实现公司盈利，更好的回报广大投资者。谢谢 。
19,请简要介绍公司获得的荣誉？,公司曾先后荣获全国五一劳动奖状、全国50家标准化管理示范企业、中华人民共和国海关信得过企业、全国守合同重信用单位等多项荣誉称号。谢谢。
20,请简要介绍目前公司面临的主要竞争情况？,公司2016年报经营情况讨论分析章节中，对行业竞争格局进行了详细的分析与表述，请参照相关内容，谢谢！
21,请问，你们的分红有什么标准没有？,公司一直按照上市公司关于现金分红的相关规定及公司章程的要求，履行分红义务。
22,请问贵公司所属行业的发展情况？,公司在2016年度报告中就相关问题进行了详细表述，请具体参照。谢谢。
23,请简单说明下公司股东股份质押的情况,公司第一大股东浙江第五季实业有限公司持有的公司股票部分被质押。
24,"如何看待""市值管理""?是否有必要实施""市值管理""?",公司新的管理层将致力于公司业务的快速发展和价值的提升，从而带动公司市值的增长。
25,请简要介绍公司的产品及服务体系？,公司在2016年年报中对公司的产品及服务体系有详细的阐述。请关注2016年年报。
26,请简单介绍下子公司的业务情况,请关注2016年报中关于子公司屹立由等子公司的相关业务情况。
27,除了在巨潮网上查看公司公告，还可以在哪里了解公司的日常经营情况？中小投资者有哪些渠道可以客观的了解和跟踪公司服务在行业内的差异性和优异性？,我们欢迎广大投资者通过公司投资者热线就相关情况与公司管理层进行沟通或来公司实地调研。谢谢。
28,请问公司公司的核心竞争力是什么？对产品质量是怎么进行控制的，从采购到生产到存储运输等，有专门的检测环节吗？谢谢！,公司的核心竞争力分析、质量控制、生产销售流程等在2016年报中有详细的阐述，敬请关注。
29,今年一定加大广告宣传，提高销售额度。继续争取好成绩,谢谢，对我公司的关注，我们一定努力提高公司业绩，回馈广大投资者。
30,公司生产经营的季节性如何?哪个季节是旺季?,公司主要经营为互联网业务，受季节影响不大。
31,请问董事长，有没有坚持公司股票的打算？,目前公司董事长未持有公司股票。
32,行业有没有周期性？,请关注互联网行业的整体运营形势。
33,请问公司2017年业绩怎么样？,请关注2017年一季报及后续公告。
