,Question,Answer
0,公司现在人员的年龄大概是多少？应该多引进一些会玩的年轻人加入，让公司更加充满活力。,您好，感谢您的宝贵建议！年轻人是我们公司员工的主要组成部分。
1,陈总好！建议公司加大战略宣传。,您好，感谢您的宝贵建议！
2,你好。公司业绩不好，很难吸引大资金买入，公司未来有信心把业绩提升上去吗，公司自从改名以后，股价表现不佳，很多股民其实不喜欢游戏股,您好，感谢您的关注，我们一定努力工作，给投资者带来稳定的回报。
3,2018年一季度经营情况怎么样,谢谢您的关注！2018年一季度公司经营情况请参阅公司公告的相关定期报告，谢谢！
4,王总好！不知道公司近期是否会组织投资者现场参观交流，非常希望有机会去贵公司学习！,您好！感谢您的关注！公司随时欢迎投资者的交流指导，相关组织活动请您留意公司官方的公告及新闻发布，谢谢！
5,贵公司后期开发的游戏等是否会继续与腾讯合作？,您好，感谢您关注，这个是肯定的，我们会保持和腾讯的密切沟通和合作。
6,在公司披露的年报中有各个游戏的基本情况，看到披露的页游推⼴营销费为0，是否意味着公司已经全面转型移动端，后续不再大规模投入页游推广？,您好！目前，公司游戏业务的主要产品，包括《三国群英传-霸王之业》、《苍之纪元》等，均为自研手游产品，手游业务收入占整个游戏收入的绝大部分比例。
7,《三国志M》现在能带来多少资金流？,您好，感谢您关注，请关注我们的定期报告。
8,如何看待ai发展利用前景,您好，感谢您的关注，这个是一个大问题，我们有在研究。
9,请问未来两年的业绩增长点有哪些！,感谢您的关注。请您详细参阅公司2017年年度报告等定期报告中“经营情况的讨论与分析”部分。谢谢！
10,郑总：您好！首先恭喜贵司《苍之纪元》进入苹果双榜前十，请问IP资源储备情况，谢谢！,您好，公司IP方面储备还可以，并且持续在研究和立项。
11,公司17年游戏分成比例为何占比游戏收入55%？这个比例在行业内偏高。游戏成本中的摊销是什么意思？,您好！公司游戏业务的经营主体包括星辉天拓、趣丸网络、畅娱天下等，其中趣丸网络属于平台型企业，流水大、毛利低，分成金额较大。游戏业务成本中的摊销，主要是自研产品上线后按会计政策分摊。谢谢您的提问。
