,Question,Answer
0,请问公司如何看待上市公司的并购和市值管理？,您好，公司认为上市公司的并购需要与公司的实际经营需要相结合，而不是盲目跟风。公司市值长期来看，最终会回归到公司的盈利能力及为投资者创造的回报中去。
1,新材料行业近年来如火如荼。吴董事长，觉得如何抓住宝贵的战略机遇期，迅速发展起来呢？,您好，公司力争做大做强主业，同时，积极寻求与化工行业、汽车行业中技术先进的企业进行战略合作，为公司的多元化发展奠定基础。
2,如果公司进行定增，那大股东及高管们会考虑参与、进行增持吗？,您好，公司目前还未有该类计划和考虑，如有相关计划会根据法律法规及时进行披露。
3,公司目前有哪些在建项目？建设进度如何？还需要多少资金？,您好，公司募投项目-汽车涂料研发生产基地建设工程项目建设已完成，目前未有重大在建项目。
4,在去年的宝万之争中，独立董事起着关键的作用。请问刁总对金力泰的独董制度有何建设性意见？,您好，2017年，本人将继续恪尽职守、勤勉尽责，独立、客观、公正地履行独立董事职责，积极发挥独立董事的作用，充分利用专业知识和经验为公司的发展提供更多建设性的合理建议，为董事会的科学决策提供参考意见，保证公司董事会的客观、公正与独立运作，维护公司整体利益，切实维护全体股东特别是中小股东的合法权益。
5,小波叔叔好，公司的主营业务我自己看宣传片,您好，感谢您对公司的关注！
6,叔叔好，什么时候上市的？,您好，公司于2011年5月上市。
7,虽然说公司的股价由二级市场决定，但股价是公司经营的一个表象，请问管理层对回报投资者持有怎样的态度？,您好，我们将继续力争把公司做大做强，以更好的业绩回报广大投资者。在保证公司正常经营和长远发展的前提下，公司将会按照相关法律法规的规定，采取现金分红等多种形式，回馈股东。
8,宋涛，小涛叔叔来自于哪家券商,您好，公司IPO的券商为安信证券。
9,杜总，去年公司业绩稳步增长，特别是现金流情况大幅改善，请问是哪些因素促成的呢？,您好，公司长期以来关注销售回款情况，并努力优化应付款账期等条件，改善公司现金流，使公司财务状况稳健，以支持公司的可持续健康发展。
10,公司2016年度的业务经营情况符合公司预期吗？,您好，公司2016年度实现了销售及净利润同比双增长的目标。感谢您对我司的关注。
11,公司如何进行投资者关系管理，如何规划进行投资者回报的？,您好，公司一直注重与投资者建立良好的关系。公司将继续做大做强，以更好的业绩回报广大投资者。
12,公司的前三大客户是哪些公司？,您好，公司前三大客户为国内主机厂。
13,公司是否在考虑开拓新的领域？取得初步进展没有？,"您好，公司力争做大做强主业，同时，积极寻求与化工行业、汽车行业中技术先进的企业进行战略合作，为公司的多元化发展奠定基础。
"
14,公司生产阴极电泳涂料、阳极电泳涂料、汽车面漆、陶瓷涂料四大类产品，请问在去年营收中分别占比多大？随着市场的变化，今年会对产品线做哪些调整呢？,您好，公司分产品销售情况已在公司《2016年年度报告》中详细披露，具体内容详见2017年3月23日公司在巨潮资讯网（www.cninfo.com.cn）上发布的《公司2016年年度报告》第四节 经营情况讨论与分析中收入与成本。
15,能介绍一下公司现在各大区域的销售和占有率等基本情况吗?,您好，公司分地区销售情况已在公司《2016年年度报告》中详细披露，具体内容详见2017年3月23日公司在巨潮资讯网（www.cninfo.com.cn）上发布的《公司2016年年度报告》第四节 经营情况讨论与分析中收入与成本。
16,你好，请问贵司目前产品的销售趋势如何？今年的销售目标是多少？,您好，公司目前销售情况正常。公司按照2017年度经营计划有序地开展着各项业务。
17,公司现在负债总额是多少？每年负债的利息是多少？谢谢。,公司主要负债为应付供应商款项，未有银行借款利息支出。
18,目前公司享有的国家优惠政策有哪些？,您好，公司目前主要享有的国家优惠政策为高新技术企业的优惠税率，今年公司将进行高新技术企业复审，相关风险已在年报中进行披露。
