,Question,Answer
0,公司经营模式正在由施工总承包想工程总承包转变，这不是不意味着公司的经营成本会降低，利润空间会上升？,你好，一般情况是这样，谢谢！
1,目前公司业绩受哪方面影响较大？,您好，公司业绩受行业政策、市场环境、项目回款进度等多种因素影响，谢谢！
2,请问公司收购的安杰建筑有没有展开实际经营？,"您好，雄县安杰建筑安装工程有限公司至今尚未实际开展经营，谢谢。
"
3,公司的排污项目主要与哪些机构合作？,您好，公司目前还没有排污项目，谢谢！
4,公司购买的理财产品收益率如何？,您好，公司购买理财产品均会在巨潮资讯网进行公告，公告里会详细披露理财产品购买时的预期收益率及赎回后的实际收益率，请您关注相关公告，谢谢！
5,公司今年新增的项目有哪些？,您好，公司如有新的项目会进行披露，请您关注公司指定信息披露媒体巨潮资讯网（www.cninfo.com.cn）上的相关公告，谢谢！
6,公司去年净利润大幅增长129.23%，得益于什么,"您好，2017年面对行业新的经济环境和发展形势，受益于国家力推PPP相关政策的影响，公司董事会及管理层根据公司年初制定的发展战略和年度经营目标，努力开拓市场，持续推进PPP业务模式，并积极通过并购方式实现外延式发展,认真抓好工程项目施工管理，不断提升公司核心竞争力。这些措施有力保障了公司的主营业务持续稳定发展。2017年公司的业务承接额、营业收入和净利润指标均创历史新高，公司的综合实力不断加强，在行业的地位和影响力不断提升。谢谢！
"
7,乐卓网络因为亏损，从新三板摘牌，会影响到围海股份吗？,您好，乐卓网络不是围海股份的子公司，对围海股份没有影响，谢谢！
8,公司拟增发进展情况？是否已经完成增发？,"您好，公司现在尚未实行增发，公司本次发行股份及支付现金购买资产并募集配套资金暨关联交易事项已获中国证监会上市公司并购重组审核委员会无条件通过，尚在等待批文过程中，谢谢！
"
9,请问收购千年设计到什么进度了呢？,您好，公司本次发行股份及支付现金购买资产并募集配套资金暨关联交易事项已获中国证监会上市公司并购重组审核委员会无条件通过，尚在等待批文过程中，谢谢！
10,如何看待公司未来的发展前景？,您好，公司一方面将会积极创新商业模式，在巩固原有水利、市政施工领域优势的基础上，进一步拓展产城一体化开发、环境综合治理等新型项目。另一方面，将进一步加强创意设计、投融资、建设和运营能力等，推动公司向工程建设领域一体化服务商的转型，谢谢！
11,请问贵公司是否已从施工总承包转变到工程总承包?,您好，公司积极延伸产业链，从施工向投资、设计、运营延伸，公司正在由施工总承包模式向工程总承包模式转变，通过BOT、EPC、PPP等商业模式开展投资类项目建设。报告期内，公司参与实质性投标项目百余个，成功承接工程总承包EPC项目6个，PPP业务承接增长明显。市政、建筑等资质的拓展与提升，丰富了公司的业务构成，报告期内，成功承接台州市地下综合管廊一期工程（集聚区段）等市政类项目，谢谢！
12,公司收购雄县安杰建筑70%股权，公司大量收购股权有哪些计划？,您好，公司正在积极布局雄安市场，若有相关工程中标或者进展情况公司会进行公告，谢谢！
13,公司签约9.5亿元排涝工程PPP项目，预计项目什么时候实施？,您好，该项目19.5亿，政府方已经开始实施该项目前期设计、监理及相关报建工作，作为投资方的我们，在2月2日完成项目公司注册，项目实施相关准备工作已经开展，施工单位已经开始临建工作，谢谢。
14,公司拟14.29亿元收购千年设计88.23%股权，收购进展如何？,您好，公司本次发行股份及支付现金购买资产并募集配套资金暨关联交易事项已获中国证监会上市公司并购重组审核委员会无条件通过，尚在等待批文过程中，谢谢！
15,贵公司一直在布局雄安市场，缺未有进展，是否可以介绍一下在谈项目和已投标项目？,您好，目前尚在布局中，若有相关进展公司会进行公告，谢谢！
16,公司大股东有无股权质押，质押比例多少？,您好，公司大股东的质押情况会在公司定期报告进行披露，公司控股母公司的质押情况有发生变动也会在临时报告进行披露，请您关注公司指定信息披露媒体巨潮资讯网（www.cninfo.com.cn）上的相关公告，谢谢！
17,公司有没有参与雄安新区的污水处理工程？,您好，公司目前没有参与实施雄安新区的污水处理工程，谢谢！
