,Question,Answer
0,去年公司经营遇到的最大困难是什么?今年有望改善吗？,2016年，公司重点展开三维数字化技术应用业务板块的投入，新业务的投入及产品形成期，对企业来说，是很有挑战的；经历一年的努力，2017年，公司将应用向相关行业进行推广，开拓市场。谢谢
1,公司是否会进军新的细分市场和领域，以及扩大市场占有率？如果会，请问新的领域现在占公司营业收入比重是多少？未来打算提升到多少？多长时间能实现？,针对不同的行业，公司可根据B端需求整合不同的三维数字技术应用解决方案，目前主要是在商业、教育、展览展示等领域在拓展，市场空间有待爆发。谢谢
2,公司去年财务费用和管理费用怎样？同财务费用相比呢？今年有没有折旧？请问管理费用今年会能稳定吗？,"您好！
我司2016年财务费用和管理费用与同期相比有所下降。
我司严格按照企业会计准则计提折旧。
我司会继续加强成本费用预算管理。"
3,公司的规模优势具体会体现在哪些方面？公司的品牌如何管理？互相间的市场是否有重合以及竞争关系？如何增强各品牌间的凝聚力？,公司的优势应该是体现在精工制造及解决方案整合能力即商业化能力，而非传统产业的规模优势。公司的产品主要针对行业应用，相互间没有竞争关系且可做成组合方案。谢谢
4,能介绍一下公司现在各大区域的销售和占有率等基本情况吗?,"您好！
我司2016年各大区域销售情况见下表，相关详情请参见2016年年度报告。 谢谢！
收入分区	2016年金额（元）
华东地区	57,558,656.15
华南地区	11,301,241.66
华中地区	31,599,439.05
西北地区	862,411.84
东北地区	1,191,583.13
西南地区	2,015,952.02
华北地区	9,042,503.22
国外地区	73,758,889.10
"
5,除了在巨潮网上查看公司公告，还可以在哪里了解公司的日常经营情况？,与公司有关的情况，还可在公司官网、微信公众号等做一定的了解，谢谢您的关注。
6,做为高管你对公司的股价有何看法？股价的上扬能体现上市公司的潜质和气魄！希望管理层关心一下自己公司的股价！以提振二级市场的股东对公司的信心！！！谢谢,股价由多种因素共同作用形成；股市有风险，投资需要谨慎。谢谢
7,做大、做好市值管理是每个公司成长的必然追求，公司是如何进行市值管理的？,市值的基础是公司质量，在公司发展中，经营投资协调推进，提高管理效率，业绩提升且保持较高水平的增长，将获得市场的正确估值。谢谢。
8,去年监管层要求现金分红，各交易所也发布了现金分红指引，公司怎么看，有这个打算吗？,"2016年的分红预案是：经会计师事务所审计，母公司2016年度实现净利润5,113,994.87元， 提取10％的法定盈余公积511,399.49元，加上年初未分配利润66,269,652.80 元，减去2016年分配的现金分红0元，截止2016年12月31日，可供股东分配的利润为70,872,248.18元。 根据《公司章程》的相关规定，特提出本年度权益分派预案。以报告期末公司总股本 12,600万股为基数，向全体股东每10股派发现金红利0.06元（含税），共计派发现金人民币75.6万元。本年度不转增，不送红股，剩余未分配利润结转以后年度进行分配。"
9,今年公司人力成本的大幅度上升？对公司产品价格影响有多大？,"您好！
2016年公司人力成本并无大幅上升。
公司产品的价格未受到其影响。"
10,公司今年有没有新产品和新业务拓展？,2016年，公司在激光设备及3D打印服务业务基础上，增加了3D互动显示、Ar/Vr业务，且相关的产品已投入市场试运行，2017年将是拓展市场的阶段。谢谢
