»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'002551,…–»Ÿ“Ω¡∆,8.39,8.78,8.35,8.68,8.61,-0.22,-2.5552,3.8146,24837728,211634119.18,5922956828.7,5462901557.13
2018-04-12,'002551,…–»Ÿ“Ω¡∆,8.61,8.83,8.02,8.02,8.03,0.58,7.2229,5.4662,35591842,307252652.42,6078266781.3,5606148081.87
2018-04-11,'002551,…–»Ÿ“Ω¡∆,8.03,8.15,7.93,7.96,7.91,0.12,1.5171,1.0112,6584334,53087859.91,5668813269.9,5228498153.01
2018-04-10,'002551,…–»Ÿ“Ω¡∆,7.91,8.04,7.78,7.95,7.95,-0.04,-0.5031,0.7769,5058802,39885390.77,5584098750.3,5150363684.97
2018-04-09,'002551,…–»Ÿ“Ω¡∆,7.95,8.03,7.71,7.98,8.03,-0.08,-0.9963,1.0472,6818640,53781933.16,5612336923.5,5176408507.65
2018-04-04,'002551,…–»Ÿ“Ω¡∆,8.03,8.42,8.0,8.35,8.33,-0.3,-3.6014,1.6015,10427899,85453891.5,5668813269.9,5228498153.01
2018-04-03,'002551,…–»Ÿ“Ω¡∆,8.33,8.33,8.0,8.05,8.14,0.19,2.3342,1.348,8776879,71937469.24,5880599568.9,5423834323.11
2018-04-02,'002551,…–»Ÿ“Ω¡∆,8.14,8.23,8.09,8.2,8.17,-0.03,-0.3672,0.8568,5578703,45539727.42,5746468246.2,5300121415.38
2018-03-30,'002551,…–»Ÿ“Ω¡∆,8.17,8.17,7.95,7.95,7.95,0.22,2.7673,1.0932,7117981,57686913.68,5767646876.1,5319655032.39
2018-03-29,'002551,…–»Ÿ“Ω¡∆,7.95,8.07,7.83,7.84,7.82,0.13,1.6624,0.893,5814468,46157955.82,5612336923.5,5176408507.65
2018-03-28,'002551,…–»Ÿ“Ω¡∆,7.82,7.94,7.58,7.67,7.72,0.1,1.2953,1.0323,6721211,52537756.3,5520562860.6,5091762833.94
2018-03-27,'002551,…–»Ÿ“Ω¡∆,7.72,7.84,7.56,7.58,7.51,0.21,2.7963,1.0664,6943610,53574081.02,5449967427.6,5026650777.24
2018-03-26,'002551,…–»Ÿ“Ω¡∆,7.51,7.59,7.18,7.32,7.43,0.08,1.0767,0.8274,5387167,39848946.09,5301717018.3,4889915458.17
2018-03-23,'002551,…–»Ÿ“Ω¡∆,7.43,7.83,7.29,7.75,8.04,-0.61,-7.5871,1.2654,8239523,62518716.86,5245240671.9,4837825812.81
2018-03-22,'002551,…–»Ÿ“Ω¡∆,8.04,8.11,7.98,8.07,8.07,-0.03,-0.3717,0.6118,3983571,32058421.26,5675872813.2,5235009358.68
2018-03-21,'002551,…–»Ÿ“Ω¡∆,8.07,8.31,8.04,8.31,8.29,-0.22,-2.6538,1.0449,6803796,55633638.26,5697051443.1,5254542975.69
2018-03-20,'002551,…–»Ÿ“Ω¡∆,8.29,8.32,7.95,7.98,8.04,0.25,3.1095,1.5417,10038199,82088136.04,5852361395.7,5397789500.43
2018-03-19,'002551,…–»Ÿ“Ω¡∆,8.04,8.15,7.97,8.02,7.99,0.05,0.6258,0.4539,2955221,23865008.78,5675872813.2,5235009358.68
2018-03-16,'002551,…–»Ÿ“Ω¡∆,7.99,8.08,7.95,7.97,7.95,0.04,0.5031,0.503,3274934,26282639.67,5640575096.7,5202453330.33
2018-03-15,'002551,…–»Ÿ“Ω¡∆,7.95,8.05,7.85,7.96,7.99,-0.04,-0.5006,0.6127,3989739,31705102.98,5612336923.5,5176408507.65
2018-03-14,'002551,…–»Ÿ“Ω¡∆,7.99,8.21,7.97,8.15,8.19,-0.2,-2.442,0.8401,5469799,44127988.85,5640575096.7,5202453330.33
2018-03-13,'002551,…–»Ÿ“Ω¡∆,8.19,8.37,8.15,8.23,8.24,-0.05,-0.6068,0.871,5671149,46798056.42,5781765962.7,5332677443.73
2018-03-12,'002551,…–»Ÿ“Ω¡∆,8.24,8.33,8.15,8.21,8.17,0.07,0.8568,0.9727,6333265,52137977.08,5817063679.2,5365233472.08
