»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'300389,∞¨±»…≠,16.44,16.8,16.12,16.31,16.11,0.33,2.0484,0.5195,1650128,27124956.05,5254936443.84,5221961831.64
2018-04-12,'300389,∞¨±»…≠,16.11,16.42,16.05,16.18,16.35,-0.24,-1.4679,0.3728,1184100,19182642.95,5149454142.96,5117141429.91
2018-04-11,'300389,∞¨±»…≠,16.35,16.7,15.95,16.13,16.1,0.25,1.5528,0.6923,2198985,36083918.62,5226168543.6,5193374449.35
2018-04-10,'300389,∞¨±»…≠,16.1,16.25,15.76,16.19,16.18,-0.08,-0.4944,0.4278,1358969,21698694.3,5146257709.6,5113965054.1
2018-04-09,'300389,∞¨±»…≠,16.18,16.46,15.75,16.1,16.14,0.04,0.2478,0.6294,1999299,32206774.2,5171829176.48,5139376060.58
2018-04-04,'300389,∞¨±»…≠,16.14,16.74,16.12,16.55,16.6,-0.46,-2.7711,0.5488,1743304,28464515.18,5159043443.04,5126670557.34
2018-04-03,'300389,∞¨±»…≠,16.6,16.66,16.18,16.38,16.78,-0.18,-1.0727,0.9029,2867871,47120848.33,5306079377.6,5272783844.6
2018-04-02,'300389,∞¨±»…≠,16.78,16.98,15.6,15.6,15.53,1.25,8.0489,1.5009,4767330,77885495.25,5363615178.08,5329958609.18
2018-03-30,'300389,∞¨±»…≠,15.53,15.68,14.75,15.0,15.0,0.53,3.5333,1.1303,3590224,55180791.41,4964061008.08,4932911632.93
2018-03-29,'300389,∞¨±»…≠,15.0,15.09,14.52,14.91,14.94,0.06,0.4016,0.7011,2227078,32931912.51,4794650040.0,4764563715.0
2018-03-28,'300389,∞¨±»…≠,14.94,15.36,14.66,14.66,15.0,-0.06,-0.4,0.6765,2148866,32333569.57,4775471439.84,4745505460.14
2018-03-27,'300389,∞¨±»…≠,15.0,15.38,14.61,14.9,14.82,0.18,1.2146,1.0069,3198320,47794523.53,4794650040.0,4764563715.0
2018-03-26,'300389,∞¨±»…≠,14.82,14.9,12.63,13.77,14.0,0.82,5.8571,1.1349,3604941,51427683.86,4737114239.52,4707388950.42
2018-03-23,'300389,∞¨±»…≠,14.0,14.88,13.64,14.88,15.05,-1.05,-6.9767,0.9835,3124088,44771415.74,4475006704.0,4446926134.0
2018-03-22,'300389,∞¨±»…≠,15.05,15.05,14.4,14.4,14.57,0.48,3.2944,0.7494,2380445,35391085.35,4810632206.8,4780445594.05
2018-03-21,'300389,∞¨±»…≠,14.57,15.05,14.55,14.81,14.78,-0.21,-1.4208,0.5107,1622037,24013916.56,4657203405.52,4627979555.17
2018-03-20,'300389,∞¨±»…≠,14.78,14.84,14.3,14.3,14.5,0.28,1.931,0.5479,1740375,25492177.92,4724328506.08,4694683447.18
2018-03-19,'300389,∞¨±»…≠,14.5,14.59,14.15,14.28,14.43,0.07,0.4851,0.3948,1254076,18054540.88,4634828372.0,4605744924.5
2018-03-16,'300389,∞¨±»…≠,14.43,14.85,14.26,14.3,14.3,0.13,0.9091,0.6731,2138065,31177986.84,4612453338.48,4583510293.83
2018-03-15,'300389,∞¨±»…≠,14.3,14.68,13.98,14.5,14.63,-0.33,-2.2556,0.5471,1737914,24763413.6,4570899704.8,4542217408.3
2018-03-14,'300389,∞¨±»…≠,14.63,14.91,14.47,14.72,14.91,-0.28,-1.8779,0.7557,2400280,35192607.93,4676382005.68,4647037810.03
2018-03-13,'300389,∞¨±»…≠,14.91,15.21,13.76,13.76,13.83,1.08,7.8091,1.8398,5843853,85814776.0,4765882139.76,4735976332.71
2018-03-12,'300389,∞¨±»…≠,13.83,14.13,13.82,13.85,13.82,0.01,0.0724,0.5843,1856025,25956891.74,4420667336.88,4392927745.23
2018-03-09,'300389,∞¨±»…≠,13.82,13.85,13.28,13.29,13.3,0.52,3.9098,0.6005,1907347,26006304.67,4417470903.52,4389751369.42
2018-03-08,'300389,∞¨±»…≠,13.3,13.55,13.21,13.51,13.48,-0.18,-1.3353,0.4021,1277305,17061401.5,4251256368.8,4224579827.3
2018-03-07,'300389,∞¨±»…≠,13.48,13.88,13.42,13.68,13.73,-0.25,-1.8208,0.4368,1387556,18787457.11,4308792169.28,4281754591.88
2018-03-06,'300389,∞¨±»…≠,13.73,13.98,13.66,13.7,13.82,-0.09,-0.6512,0.4115,1307198,18042562.5,4388703003.28,4361163987.13
2018-03-05,'300389,∞¨±»…≠,13.82,13.83,13.4,13.46,13.53,0.29,2.1434,0.6771,2150826,29465301.74,4417470903.52,4389751369.42
2018-03-02,'300389,∞¨±»…≠,13.53,13.95,13.52,13.6,13.78,-0.25,-1.8142,0.6671,2118869,29058969.86,4324774336.08,4297636470.93
2018-03-01,'300389,∞¨±»…≠,13.78,13.83,13.33,13.51,13.6,0.18,1.3235,0.7898,2508777,33995367.83,4404685170.08,4377045866.18
2018-02-28,'300389,∞¨±»…≠,13.6,13.88,13.51,13.82,13.89,-0.29,-2.0878,0.7369,2340766,32036728.08,4347149369.6,4319871101.6
2018-02-27,'300389,∞¨±»…≠,13.89,13.91,13.43,13.55,13.65,0.24,1.7582,1.0394,3301544,45395904.02,4439845937.04,4411986000.09
2018-02-26,'300389,∞¨±»…≠,13.65,13.75,13.18,13.18,13.23,0.42,3.1746,0.8393,2666033,35981150.24,4363131536.4,4335752980.65
2018-02-23,'300389,∞¨±»…≠,13.23,13.51,13.13,13.49,13.49,-0.26,-1.9274,0.314,997333,13255058.19,4228881335.28,4202345196.63
2018-02-22,'300389,∞¨±»…≠,13.49,13.49,13.02,13.09,13.01,0.48,3.6895,0.4173,1325599,17692938.8,4311988602.64,4284930967.69
2018-02-14,'300389,∞¨±»…≠,13.01,13.3,12.88,13.13,13.3,-0.29,-2.1805,0.3126,993025,12975715.81,4158559801.36,4132464928.81
2018-02-13,'300389,∞¨±»…≠,13.3,13.65,13.25,13.41,13.49,-0.19,-1.4085,0.5104,1621287,21747856.57,4251256368.8,4224579827.3
2018-02-12,'300389,∞¨±»…≠,13.49,13.75,12.88,13.0,13.15,0.34,2.5856,0.6831,2169752,29003013.74,4311988602.64,4284930967.69
2018-02-09,'300389,∞¨±»…≠,13.15,13.78,12.68,12.85,13.2,-0.05,-0.3788,0.9724,3088647,40829377.58,4203309868.4,4176934190.15
2018-02-08,'300389,∞¨±»…≠,13.2,13.2,12.21,12.6,12.4,0.8,6.4516,0.4214,1338442,17242161.47,4219292035.2,4192816069.2
2018-02-07,'300389,∞¨±»…≠,12.4,12.9,12.13,12.55,12.4,0.0,0.0,0.4346,1380442,17250777.12,3963577366.4,3938706004.4
2018-02-06,'300389,∞¨±»…≠,12.4,13.39,12.4,12.93,13.26,-0.86,-6.4857,0.5844,1856201,23933579.5,3963577366.4,3938706004.4
2018-02-05,'300389,∞¨±»…≠,13.26,13.28,12.52,12.52,13.0,0.26,2.0,0.3651,1159831,15192877.43,4238470635.36,4211874324.06
2018-02-02,'300389,∞¨±»…≠,13.0,13.04,12.2,12.64,12.73,0.27,2.121,0.3534,1122665,14342519.64,4155363368.0,4129288553.0
2018-02-01,'300389,∞¨±»…≠,12.73,13.08,12.61,13.06,13.0,-0.27,-2.0769,0.3868,1228566,15707177.57,4069059667.28,4043526406.13
2018-01-31,'300389,∞¨±»…≠,13.0,13.0,12.71,12.71,12.82,0.18,1.4041,0.6007,1908070,24578498.14,4155363368.0,4129288553.0
2018-01-30,'300389,∞¨±»…≠,12.82,12.88,12.6,12.6,12.71,0.11,0.8655,0.434,1378444,17623801.93,4097827567.52,4072113788.42
2018-01-29,'300389,∞¨±»…≠,12.71,12.88,12.36,12.38,12.48,0.23,1.8429,0.5064,1608637,20217849.24,4062666800.56,4037173654.51
2018-01-26,'300389,∞¨±»…≠,12.48,12.5,12.32,12.43,12.43,0.05,0.4023,0.3469,1101858,13697354.33,3989148833.28,3964117010.88
2018-01-25,'300389,∞¨±»…≠,12.43,12.48,12.3,12.31,12.39,0.04,0.3228,0.4358,1384405,17163402.49,3973166666.48,3948235131.83
2018-01-24,'300389,∞¨±»…≠,12.39,12.58,12.2,12.41,12.45,-0.06,-0.4819,0.5407,1717325,21273670.21,3960380933.04,3935529628.59
2018-01-23,'300389,∞¨±»…≠,12.45,12.79,12.4,12.74,12.8,-0.35,-2.7344,0.7192,2284483,28574998.89,3979559533.2,3954587883.45
2018-01-22,'300389,∞¨±»…≠,12.8,13.04,12.64,12.69,13.44,-0.64,-4.7619,1.0194,3238093,41567533.04,4091434700.8,4065761036.8
2018-01-19,'300389,∞¨±»…≠,13.44,13.89,13.09,13.3,12.63,0.81,6.4133,2.7668,8788517,118273550.32,4296006435.84,4269049088.64
2018-01-18,'300389,∞¨±»…≠,12.63,12.69,12.25,12.48,12.48,0.15,1.2019,0.3411,1083484,13548615.85,4037095333.68,4011762648.03
2018-01-17,'300389,∞¨±»…≠,12.48,12.55,11.91,12.2,12.23,0.25,2.0442,0.4041,1283567,15670393.33,3989148833.28,3964117010.88
2018-01-16,'300389,∞¨±»…≠,12.23,12.27,11.8,11.92,11.88,0.35,2.9461,0.2937,932869,11262567.41,3909237999.28,3884707615.63
2018-01-15,'300389,∞¨±»…≠,11.88,12.12,11.81,12.08,12.14,-0.26,-2.1417,0.2479,787569,9389139.25,3797362831.68,3773534462.28
2018-01-12,'300389,∞¨±»…≠,12.14,12.23,12.06,12.14,12.14,0.0,0.0,0.1631,518105,6287114.53,3880470099.04,3856120233.34
2018-01-11,'300389,∞¨±»…≠,12.14,12.15,11.85,11.88,11.97,0.17,1.4202,0.2795,887760,10717710.64,3880470099.04,3856120233.34
2018-01-10,'300389,∞¨±»…≠,11.97,12.14,11.88,12.07,12.07,-0.1,-0.8285,0.2478,787128,9425229.3,3826130731.92,3802121844.57
2018-01-09,'300389,∞¨±»…≠,12.07,12.18,12.03,12.12,12.11,-0.04,-0.3303,0.2164,687363,8306408.28,3858095065.52,3833885602.67
2018-01-08,'300389,∞¨±»…≠,12.11,12.15,11.91,12.09,12.09,0.02,0.1654,0.2509,796805,9608452.79,3870880798.96,3846591105.91
2018-01-05,'300389,∞¨±»…≠,12.09,12.14,11.94,11.95,11.95,0.14,1.1715,0.2501,794362,9579772.66,3864487932.24,3840238354.29
2018-01-04,'300389,∞¨±»…≠,11.95,12.07,11.86,11.93,11.98,-0.03,-0.2504,0.4337,1377671,16472756.67,3819737865.2,3795769092.95
2018-01-03,'300389,∞¨±»…≠,11.98,12.08,11.77,11.88,11.9,0.08,0.6723,0.3,952796,11377446.56,3829327165.28,3805298220.38
2018-01-02,'300389,∞¨±»…≠,11.9,12.04,11.5,11.59,11.63,0.27,2.3216,0.4894,1554526,18382456.76,3803755698.4,3779887213.9
2017-12-29,'300389,∞¨±»…≠,11.63,11.77,11.26,11.77,11.63,0.0,0.0,0.6119,1943518,22354356.07,3717451997.68,3694125067.03
2017-12-28,'300389,∞¨±»…≠,11.63,11.68,11.51,11.51,11.79,-0.16,-1.3571,0.5505,1748555,20283995.25,3717451997.68,3694125067.03
2017-12-27,'300389,∞¨±»…≠,11.79,12.17,11.76,12.14,11.99,-0.2,-1.6681,0.419,1330964,15955291.98,3768594931.44,3744947079.99
2017-12-26,'300389,∞¨±»…≠,11.99,11.99,11.63,11.78,11.83,0.16,1.3525,0.161,511430,6047564.6,3832523598.64,3808474596.19
2017-12-25,'300389,∞¨±»…≠,11.83,12.23,11.78,12.05,12.12,-0.29,-2.3927,0.2472,785149,9364563.53,3781380664.88,3757652583.23
2017-12-22,'300389,∞¨±»…≠,12.12,12.27,12.03,12.03,12.2,-0.08,-0.6557,0.1344,426901,5174551.08,3874077232.32,3849767481.72
2017-12-21,'300389,∞¨±»…≠,12.2,12.27,12.06,12.27,12.12,0.08,0.6601,0.1712,543674,6620525.36,3899648699.2,3875178488.2
2017-12-20,'300389,∞¨±»…≠,12.12,12.5,12.07,12.41,12.47,-0.35,-2.8067,0.3116,989603,12085609.87,3874077232.32,3849767481.72
2017-12-19,'300389,∞¨±»…≠,12.47,12.58,12.38,12.46,12.47,0.0,0.0,0.2063,655132,8159500.77,3985952399.92,3960940635.07
2017-12-18,'300389,∞¨±»…≠,12.47,12.75,12.41,12.52,12.73,-0.26,-2.0424,0.1618,513818,6453181.15,3985952399.92,3960940635.07
2017-12-15,'300389,∞¨±»…≠,12.73,12.79,12.51,12.57,12.57,0.16,1.2729,0.2157,685011,8677525.05,4069059667.28,4043526406.13
2017-12-14,'300389,∞¨±»…≠,12.57,12.67,12.4,12.63,12.67,-0.1,-0.7893,0.2589,822207,10294495.15,4017916733.52,3992704393.17
2017-12-13,'300389,∞¨±»…≠,12.67,12.88,12.51,12.53,12.45,0.22,1.7671,0.46,1461153,18536005.02,4049881067.12,4024468151.27
2017-12-12,'300389,∞¨±»…≠,12.45,12.56,12.38,12.38,12.38,0.07,0.5654,0.2821,896107,11173081.22,3979559533.2,3954587883.45
2017-12-11,'300389,∞¨±»…≠,12.38,12.56,12.26,12.36,12.23,0.15,1.2265,0.1786,567172,7020974.12,3957184499.68,3932353252.78
2017-12-08,'300389,∞¨±»…≠,12.23,12.29,11.82,11.98,11.96,0.27,2.2575,0.2773,880807,10678672.41,3909237999.28,3884707615.63
2017-12-07,'300389,∞¨±»…≠,11.96,12.24,11.85,12.16,12.16,-0.2,-1.6447,0.2428,771200,9326811.5,3822934298.56,3798945468.76
2017-12-06,'300389,∞¨±»…≠,12.16,12.16,11.55,11.86,11.87,0.29,2.4431,0.3151,1000953,11906765.44,3886862965.76,3862472984.96
2017-12-05,'300389,∞¨±»…≠,11.87,12.49,11.87,12.29,12.3,-0.43,-3.4959,0.3402,1080612,13080362.8,3794166398.32,3770358086.47
2017-12-04,'300389,∞¨±»…≠,12.3,12.7,12.3,12.57,12.56,-0.26,-2.0701,0.2412,766206,9582300.0,3931613032.8,3906942246.3
2017-12-01,'300389,∞¨±»…≠,12.56,12.58,12.28,12.37,12.35,0.21,1.7004,0.1946,618116,7731569.92,4014720300.16,3989528017.36
2017-11-30,'300389,∞¨±»…≠,12.35,12.5,12.3,12.31,12.36,-0.01,-0.0809,0.1488,472700,5857413.0,3947595199.6,3922824125.35
2017-11-29,'300389,∞¨±»…≠,12.36,12.57,12.23,12.53,12.53,-0.17,-1.3567,0.1887,599370,7399356.5,3950791632.96,3926000501.16
2017-11-28,'300389,∞¨±»…≠,12.53,12.58,12.28,12.29,12.31,0.22,1.7872,0.1633,518596,6464419.48,4005131000.08,3979998889.93
2017-11-27,'300389,∞¨±»…≠,12.31,12.49,12.22,12.4,12.39,-0.08,-0.6457,0.1809,574723,7121879.62,3934809466.16,3910118622.11
