»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'300573,–À∆Î—€“©,23.8,24.88,23.79,24.44,24.44,-0.64,-2.6187,1.8043,985800,23905698.0,1904000000.0,1300336800.0
2018-04-12,'300573,–À∆Î—€“©,24.44,25.43,24.23,24.42,24.51,-0.07,-0.2856,2.179,1190500,29519659.0,1955200000.0,1335303840.0
2018-04-11,'300573,–À∆Î—€“©,24.51,25.02,23.96,24.54,24.77,-0.26,-1.0497,2.4352,1330500,32711204.66,1960800000.0,1339128360.0
2018-04-10,'300573,–À∆Î—€“©,24.77,25.69,22.84,23.6,23.87,0.9,3.7704,3.6536,1996200,47992917.99,1981600000.0,1353333720.0
2018-04-09,'300573,–À∆Î—€“©,23.87,23.97,22.8,23.03,24.22,-0.35,-1.4451,3.4699,1895800,44209524.0,1909600000.0,1304161320.0
2018-04-04,'300573,–À∆Î—€“©,24.22,25.88,24.16,24.85,24.26,-0.04,-0.1649,3.4973,1910800,47798357.0,1937600000.0,1323283920.0
2018-04-03,'300573,–À∆Î—€“©,24.26,24.55,23.26,23.6,23.87,0.39,1.6339,2.6751,1461589,34930949.69,1940800000.0,1325469360.0
2018-04-02,'300573,–À∆Î—€“©,23.87,24.59,23.82,24.28,24.28,-0.41,-1.6886,2.6393,1441989,34824808.13,1909600000.0,1304161320.0
2018-03-30,'300573,–À∆Î—€“©,24.28,24.64,23.04,23.1,22.99,1.29,5.6111,3.1416,1716469,40912079.4,1942400000.0,1326562080.0
2018-03-29,'300573,–À∆Î—€“©,22.99,23.83,22.73,22.74,22.63,0.36,1.5908,2.1843,1193400,27693661.0,1839200000.0,1256081640.0
2018-03-28,'300573,–À∆Î—€“©,22.63,22.97,21.92,21.96,22.28,0.35,1.5709,2.3547,1286500,29117429.0,1810400000.0,1236412680.0
2018-03-27,'300573,–À∆Î—€“©,22.28,22.75,21.6,21.61,21.62,0.66,3.0527,1.9857,1084900,24170036.0,1782400000.0,1217290080.0
2018-03-26,'300573,–À∆Î—€“©,21.62,21.69,20.35,20.41,20.99,0.63,3.0014,1.7207,940100,19841592.0,1729600000.0,1181230320.0
2018-03-23,'300573,–À∆Î—€“©,20.99,22.73,20.81,22.5,23.1,-2.11,-9.1342,2.8108,1535700,33520766.0,1679200000.0,1146809640.0
2018-03-22,'300573,–À∆Î—€“©,23.1,23.87,22.82,23.55,23.69,-0.59,-2.4905,3.8669,2112700,49081178.0,1848000000.0,1262091600.0
2018-03-21,'300573,–À∆Î—€“©,23.69,24.84,22.42,22.92,22.58,1.11,4.9159,5.1944,2838000,68984672.0,1895200000.0,1294326840.0
2018-03-20,'300573,–À∆Î—€“©,22.58,23.0,21.42,21.55,21.8,0.78,3.578,2.0869,1140200,25574859.0,1806400000.0,1233680880.0
2018-03-19,'300573,–À∆Î—€“©,21.8,22.05,21.28,21.3,21.48,0.32,1.4898,0.776,424000,9250311.0,1744000000.0,1191064800.0
2018-03-16,'300573,–À∆Î—€“©,21.48,21.97,21.33,21.42,21.52,-0.04,-0.1859,0.6455,352700,7652838.0,1718400000.0,1173581280.0
2018-03-15,'300573,–À∆Î—€“©,21.52,21.99,21.0,21.71,22.09,-0.57,-2.5804,1.35,737600,15787589.0,1721600000.0,1175766720.0
2018-03-14,'300573,–À∆Î—€“©,22.09,22.68,22.02,22.67,22.68,-0.59,-2.6014,0.8324,454800,10153620.0,1767200000.0,1206909240.0
2018-03-13,'300573,–À∆Î—€“©,22.68,22.96,22.43,22.61,22.85,-0.17,-0.744,0.8229,449600,10197724.0,1814400000.0,1239144480.0
2018-03-12,'300573,–À∆Î—€“©,22.85,23.28,22.69,22.97,22.74,0.11,0.4837,1.3865,757520,17364336.4,1828000000.0,1248432600.0
2018-03-09,'300573,–À∆Î—€“©,22.74,22.75,21.68,21.69,21.95,0.79,3.5991,1.6832,919620,20628673.8,1819200000.0,1242422640.0
2018-03-08,'300573,–À∆Î—€“©,21.95,22.27,21.3,21.35,21.3,0.65,3.0516,1.4864,812120,17676735.0,1756000000.0,1199260200.0
2018-03-07,'300573,–À∆Î—€“©,21.3,21.7,21.26,21.69,21.48,-0.18,-0.838,0.9457,516686,11099785.14,1704000000.0,1163746800.0
2018-03-06,'300573,–À∆Î—€“©,21.48,21.65,21.2,21.4,21.29,0.19,0.8924,1.0622,580320,12411766.4,1718400000.0,1173581280.0
2018-03-05,'300573,–À∆Î—€“©,21.29,21.33,20.83,20.83,20.83,0.46,2.2084,0.8097,442400,9355228.0,1703200000.0,1163200440.0
2018-03-02,'300573,–À∆Î—€“©,20.83,21.44,20.81,21.09,21.16,-0.33,-1.5595,0.7376,403000,8492996.0,1666400000.0,1138067880.0
2018-03-01,'300573,–À∆Î—€“©,21.16,21.17,20.68,20.75,20.89,0.27,1.2925,0.9248,505300,10638560.0,1692800000.0,1156097760.0
2018-02-28,'300573,–À∆Î—€“©,20.89,21.15,20.59,21.05,21.14,-0.25,-1.1826,0.6889,376400,7875999.0,1671200000.0,1141346040.0
2018-02-27,'300573,–À∆Î—€“©,21.14,21.2,20.66,20.83,20.88,0.26,1.2452,1.1079,605300,12727390.0,1691200000.0,1155005040.0
2018-02-26,'300573,–À∆Î—€“©,20.88,21.08,20.49,20.49,20.3,0.58,2.8571,1.1057,604100,12585377.0,1670400000.0,1140799680.0
2018-02-23,'300573,–À∆Î—€“©,20.3,20.45,20.1,20.1,20.15,0.15,0.7444,0.7347,401400,8149366.0,1624000000.0,1109110800.0
2018-02-22,'300573,–À∆Î—€“©,20.15,20.37,19.8,19.88,19.62,0.53,2.7013,0.6659,363802,7313292.98,1612000000.0,1100915400.0
2018-02-14,'300573,–À∆Î—€“©,19.62,20.1,19.5,19.91,19.9,-0.28,-1.407,0.6922,378168,7474108.7,1569600000.0,1071958320.0
2018-02-13,'300573,–À∆Î—€“©,19.9,20.41,19.84,20.13,20.13,-0.23,-1.1426,0.7804,426400,8597998.0,1592000000.0,1087256400.0
2018-02-12,'300573,–À∆Î—€“©,20.13,20.24,19.58,19.68,19.49,0.64,3.2837,0.6223,340000,6786392.0,1610400000.0,1099822680.0
2018-02-09,'300573,–À∆Î—€“©,19.49,19.88,19.0,19.6,20.13,-0.64,-3.1793,1.0007,546720,10640998.6,1559200000.0,1064855640.0
2018-02-08,'300573,–À∆Î—€“©,20.13,20.5,19.95,19.95,20.0,0.13,0.65,1.0747,587200,11892948.0,1610400000.0,1099822680.0
2018-02-07,'300573,–À∆Î—€“©,20.0,20.18,19.18,19.88,19.41,0.59,3.0397,1.1571,632200,12536187.0,1600000000.0,1092720000.0
2018-02-06,'300573,–À∆Î—€“©,19.41,20.92,19.3,20.62,20.87,-1.46,-6.9957,1.156,631600,12754053.0,1552800000.0,1060484760.0
2018-02-05,'300573,–À∆Î—€“©,20.87,21.4,20.61,21.16,21.26,-0.39,-1.8344,0.6617,361500,7601860.0,1669600000.0,1140253320.0
2018-02-02,'300573,–À∆Î—€“©,21.26,21.85,20.8,21.68,21.69,-0.43,-1.9825,0.9834,537300,11441690.0,1700800000.0,1161561360.0
2018-02-01,'300573,–À∆Î—€“©,21.69,23.87,21.1,23.37,23.43,-1.74,-7.4264,2.3896,1305600,28923264.0,1735200000.0,1185054840.0
