»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'300595,≈∑∆’øµ ”,67.04,69.5,66.82,67.8,67.98,-0.94,-1.3828,2.2385,1701346,115798724.32,8334005196.8,5095186817.6
2018-04-12,'300595,≈∑∆’øµ ”,67.98,68.4,64.15,64.5,64.69,3.29,5.0858,1.9731,1499567,100345664.88,8450860281.6,5166628876.2
2018-04-11,'300595,≈∑∆’øµ ”,64.69,66.45,64.1,64.7,65.51,-0.82,-1.2517,1.4958,1136838,74127425.59,8041867484.8,4916581671.1
2018-04-10,'300595,≈∑∆’øµ ”,65.51,65.51,60.55,61.3,59.55,5.96,10.0084,3.0591,2325015,147827941.77,8143804899.2,4978903466.9
2018-04-09,'300595,≈∑∆’øµ ”,59.55,60.39,59.0,59.8,60.16,-0.61,-1.014,0.8043,611280,36494867.6,7402893936.0,4525930414.5
2018-04-04,'300595,≈∑∆’øµ ”,60.16,63.06,59.8,62.09,61.51,-1.35,-2.1948,1.0368,787955,48443441.6,7478725427.2,4572291750.4
2018-04-03,'300595,≈∑∆’øµ ”,61.51,62.22,59.6,59.6,61.29,0.22,0.3589,1.2831,975201,59638729.89,7646549219.2,4674894706.9
2018-04-02,'300595,≈∑∆’øµ ”,61.29,62.0,60.01,62.0,61.19,0.1,0.1634,2.3332,1773295,107681445.98,7619200156.8,4658174225.1
2018-03-30,'300595,≈∑∆’øµ ”,61.19,61.28,58.9,59.4,58.71,2.48,4.2242,1.5487,1177060,71397851.8,7606768764.8,4650574006.1
2018-03-29,'300595,≈∑∆’øµ ”,58.71,60.12,58.5,58.51,58.5,0.21,0.359,0.8957,680759,40379672.99,7298470243.2,4462088574.9
2018-03-28,'300595,≈∑∆’øµ ”,58.5,60.8,58.16,60.34,60.94,-2.44,-4.0039,1.3734,1043799,62165662.48,7272364320.0,4446128115.0
2018-03-27,'300595,≈∑∆’øµ ”,60.94,61.04,58.0,58.12,58.01,2.93,5.0509,2.0754,1577364,94458854.06,7575690284.8,4631573458.6
2018-03-26,'300595,≈∑∆’øµ ”,58.01,58.11,54.2,55.8,56.28,1.73,3.0739,1.1636,884364,50254565.77,7211450499.2,4408887041.9
2018-03-23,'300595,≈∑∆’øµ ”,56.28,58.18,54.1,55.89,57.24,-0.96,-1.6771,1.3434,1020979,57189064.5,6996387417.6,4277403253.2
2018-03-22,'300595,≈∑∆’øµ ”,57.24,58.26,57.16,57.9,57.8,-0.56,-0.9689,0.5604,425900,24604030.2,7115728780.8,4350365355.6
2018-03-21,'300595,≈∑∆’øµ ”,57.8,59.8,57.7,59.0,58.99,-1.19,-2.0173,1.0016,761213,44389188.75,7185344576.0,4392926582.0
2018-03-20,'300595,≈∑∆’øµ ”,58.99,59.45,57.65,58.42,58.44,0.55,0.9411,0.9223,701004,41167316.36,7333278140.8,4483369188.1
2018-03-19,'300595,≈∑∆’øµ ”,58.44,58.5,56.62,57.28,56.93,1.51,2.6524,1.0273,780744,45085680.28,7264905484.8,4441567983.6
2018-03-16,'300595,≈∑∆’øµ ”,56.93,58.27,56.15,56.45,56.51,0.42,0.7432,0.7419,563855,32256873.81,7077191465.6,4326804676.7
2018-03-15,'300595,≈∑∆’øµ ”,56.51,57.94,55.15,56.8,56.75,-0.24,-0.4229,0.8771,666644,37782370.5,7024979619.2,4294883756.9
2018-03-14,'300595,≈∑∆’øµ ”,56.75,58.2,55.91,56.46,56.45,0.3,0.5314,1.0192,774595,44138445.15,7054814960.0,4313124282.5
2018-03-13,'300595,≈∑∆’øµ ”,56.45,58.34,56.4,57.74,57.78,-1.33,-2.3018,0.8032,610443,35017056.58,7017520784.0,4290323625.5
2018-03-12,'300595,≈∑∆’øµ ”,57.78,58.8,56.21,56.7,56.82,0.96,1.6895,1.4528,1104133,63933130.1,7182858297.6,4391406538.2
2018-03-09,'300595,≈∑∆’øµ ”,56.82,57.02,54.08,54.41,54.4,2.42,4.4485,1.3906,1056879,59456197.56,7063516934.4,4318444435.8
2018-03-08,'300595,≈∑∆’øµ ”,54.4,54.5,52.2,52.3,52.2,2.2,4.2146,1.5136,1150386,61454347.66,6762677248.0,4134519136.0
2018-03-07,'300595,≈∑∆’øµ ”,52.2,53.82,51.83,53.11,53.51,-1.31,-2.4481,1.24,942455,49363580.05,6489186624.0,3967314318.0
2018-03-06,'300595,≈∑∆’øµ ”,53.51,54.28,53.02,53.2,53.2,0.31,0.5827,0.7061,536630,28728720.0,6652037859.2,4066877186.9
2018-03-05,'300595,≈∑∆’øµ ”,53.2,54.48,52.6,53.27,53.33,-0.13,-0.2438,0.8233,625750,33262938.1,6613500544.0,4043316508.0
2018-03-02,'300595,≈∑∆’øµ ”,53.33,55.0,52.4,52.5,52.77,0.56,1.0612,1.4035,1066684,57422902.84,6629661353.6,4053196792.7
2018-03-01,'300595,≈∑∆’øµ ”,52.77,53.34,51.93,51.93,52.0,0.77,1.4808,0.8109,616320,32616087.4,6560045558.4,4010635566.3
2018-02-28,'300595,≈∑∆’øµ ”,52.0,52.51,50.41,50.7,50.9,1.1,2.1611,1.4619,1111061,57459785.34,6464323840.0,3952113880.0
2018-02-27,'300595,≈∑∆’øµ ”,50.9,51.55,50.5,51.0,51.18,-0.28,-0.5471,0.5838,443680,22633275.4,6327578528.0,3868511471.0
2018-02-26,'300595,≈∑∆’øµ ”,51.18,51.55,49.1,49.1,49.0,2.18,4.449,1.3121,997203,50570832.34,6362386425.6,3889792084.2
