»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'300455,øµÕÿ∫ÏÕ‚,0.0,0.0,0.0,0.0,11.24,None,None,0.0,0,0.0,4406080000.0,2075263680.0
2018-04-12,'300455,øµÕÿ∫ÏÕ‚,0.0,0.0,0.0,0.0,11.24,None,None,0.0,0,0.0,4406080000.0,2075263680.0
2018-04-11,'300455,øµÕÿ∫ÏÕ‚,0.0,0.0,0.0,0.0,11.24,None,None,0.0,0,0.0,4406080000.0,2075263680.0
2018-04-10,'300455,øµÕÿ∫ÏÕ‚,0.0,0.0,0.0,0.0,11.24,None,None,0.0,0,0.0,4406080000.0,2075263680.0
2018-04-09,'300455,øµÕÿ∫ÏÕ‚,0.0,0.0,0.0,0.0,11.24,None,None,0.0,0,0.0,4406080000.0,2075263680.0
2018-04-04,'300455,øµÕÿ∫ÏÕ‚,0.0,0.0,0.0,0.0,11.24,None,None,0.0,0,0.0,4406080000.0,2075263680.0
2018-04-03,'300455,øµÕÿ∫ÏÕ‚,0.0,0.0,0.0,0.0,11.24,None,None,0.0,0,0.0,4406080000.0,2075263680.0
2018-04-02,'300455,øµÕÿ∫ÏÕ‚,0.0,0.0,0.0,0.0,11.24,None,None,0.0,0,0.0,4406080000.0,2075263680.0
2018-03-30,'300455,øµÕÿ∫ÏÕ‚,0.0,0.0,0.0,0.0,11.24,None,None,0.0,0,0.0,4406080000.0,2075263680.0
2018-03-29,'300455,øµÕÿ∫ÏÕ‚,0.0,0.0,0.0,0.0,11.24,None,None,0.0,0,0.0,4406080000.0,2075263680.0
2018-03-28,'300455,øµÕÿ∫ÏÕ‚,0.0,0.0,0.0,0.0,11.24,None,None,0.0,0,0.0,4406080000.0,2075263680.0
2018-03-27,'300455,øµÕÿ∫ÏÕ‚,0.0,0.0,0.0,0.0,11.24,None,None,0.0,0,0.0,4406080000.0,2075263680.0
2018-03-26,'300455,øµÕÿ∫ÏÕ‚,0.0,0.0,0.0,0.0,11.24,None,None,0.0,0,0.0,4406080000.0,2075263680.0
