»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'300516,æ√÷Æ—Û,45.55,47.5,45.44,46.41,46.12,-0.57,-1.2359,1.5437,727092,33809779.24,5466000000.0,2145405000.0
2018-04-12,'300516,æ√÷Æ—Û,46.12,46.87,45.8,46.6,46.47,-0.35,-0.7532,1.8852,887920,41205702.19,5534400000.0,2172252000.0
2018-04-11,'300516,æ√÷Æ—Û,46.47,46.88,44.25,44.25,44.56,1.91,4.2864,2.7068,1274900,58137586.0,5576400000.0,2188737000.0
2018-04-10,'300516,æ√÷Æ—Û,44.56,46.58,43.5,45.51,45.73,-1.17,-2.5585,2.4231,1141300,51018679.0,5347200000.0,2098776000.0
2018-04-09,'300516,æ√÷Æ—Û,45.73,46.35,44.31,46.05,46.07,-0.34,-0.738,2.5186,1186283,54076639.51,5487600000.0,2153883000.0
2018-04-04,'300516,æ√÷Æ—Û,46.07,47.75,44.37,45.22,45.2,0.87,1.9248,3.389,1596229,73758915.49,5528400000.0,2169897000.0
2018-04-03,'300516,æ√÷Æ—Û,45.2,46.8,44.51,45.0,45.52,-0.32,-0.703,3.7458,1764272,80511948.82,5424000000.0,2128920000.0
2018-04-02,'300516,æ√÷Æ—Û,45.52,45.67,43.44,44.36,44.36,1.16,2.615,3.4818,1639931,73397822.74,5462400000.0,2143992000.0
2018-03-30,'300516,æ√÷Æ—Û,44.36,44.8,41.8,41.82,44.43,-0.07,-0.1576,3.5202,1658010,71617672.0,5323200000.0,2089356000.0
2018-03-29,'300516,æ√÷Æ—Û,44.43,44.9,43.75,44.38,44.66,-0.23,-0.515,1.9194,904016,39998721.76,5331600000.0,2092653000.0
2018-03-28,'300516,æ√÷Æ—Û,44.66,45.0,42.83,43.03,43.88,0.78,1.7776,2.623,1235431,54628048.35,5359200000.0,2103486000.0
2018-03-27,'300516,æ√÷Æ—Û,43.88,45.56,41.98,42.79,41.74,2.14,5.127,3.1843,1499789,65807806.3,5265600000.0,2066748000.0
2018-03-26,'300516,æ√÷Æ—Û,41.74,41.77,39.26,40.1,40.7,1.04,2.5553,1.7809,838789,34243480.6,5008800000.0,1965954000.0
2018-03-23,'300516,æ√÷Æ—Û,40.7,42.77,39.66,42.7,44.01,-3.31,-7.521,3.8389,1808110,74813817.0,4884000000.0,1916970000.0
2018-03-22,'300516,æ√÷Æ—Û,44.01,44.69,40.4,40.4,40.63,3.38,8.319,5.2102,2454000,107779869.0,5281200000.0,2072871000.0
2018-03-21,'300516,æ√÷Æ—Û,40.63,42.3,40.46,41.0,41.0,-0.37,-0.9024,1.2928,608900,25301360.0,4875600000.0,1913673000.0
