日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-04-13,'300380,安硕信息,21.28,22.38,21.25,21.75,21.86,-0.58,-2.6532,7.389,5255692,113949295.01,2924723200.0,1513611330.56
2018-04-12,'300380,安硕信息,21.86,22.7,21.11,21.23,21.63,0.23,1.0633,11.4165,8120334,178568393.57,3004438400.0,1554865774.72
2018-04-11,'300380,安硕信息,21.63,22.51,20.41,20.41,20.46,1.17,5.7185,13.4563,9571267,209467892.29,2972827200.0,1538506253.76
2018-04-10,'300380,安硕信息,20.46,20.7,19.95,20.55,20.46,0.0,0.0,3.0373,2160379,43893041.94,2812022400.0,1455286081.92
2018-04-09,'300380,安硕信息,20.46,20.85,19.8,19.92,20.04,0.42,2.0958,3.898,2772550,56601684.5,2812022400.0,1455286081.92
2018-04-04,'300380,安硕信息,20.04,20.82,20.04,20.59,20.5,-0.46,-2.2439,3.5235,2506189,51067748.17,2754297600.0,1425412174.08
2018-04-03,'300380,安硕信息,20.5,20.84,20.06,20.77,21.13,-0.63,-2.9815,4.5132,3210141,65655005.72,2817520000.0,1458131216.0
2018-04-02,'300380,安硕信息,21.13,21.8,20.83,20.96,21.0,0.13,0.619,7.0323,5001943,106539007.86,2904107200.0,1502942077.76
2018-03-30,'300380,安硕信息,21.0,21.14,20.5,20.5,20.45,0.55,2.6895,6.9867,4969539,103605639.03,2886240000.0,1493695392.0
2018-03-29,'300380,安硕信息,20.45,20.88,20.06,20.59,20.79,-0.34,-1.6354,6.5047,4626660,94625623.09,2810648000.0,1454574798.4
2018-03-28,'300380,安硕信息,20.79,21.05,19.13,19.52,19.58,1.21,6.1798,10.4157,7408534,149750857.3,2857377600.0,1478758438.08
2018-03-27,'300380,安硕信息,19.58,20.14,18.69,18.69,18.66,0.92,4.9303,5.7948,4121760,80189595.07,2691075200.0,1392693132.16
2018-03-26,'300380,安硕信息,18.66,18.7,17.01,17.64,17.9,0.76,4.2458,4.0735,2897401,52643791.62,2564630400.0,1327255048.32
2018-03-23,'300380,安硕信息,17.9,19.7,17.9,19.3,19.89,-1.99,-10.005,5.4594,3883161,73178582.99,2460176000.0,1273197500.8
2018-03-22,'300380,安硕信息,19.89,20.44,19.6,19.61,19.68,0.21,1.0671,4.0136,2854820,56988130.94,2733681600.0,1414742921.28
2018-03-21,'300380,安硕信息,19.68,20.95,19.63,20.08,20.08,-0.4,-1.992,4.3431,3089160,62591255.08,2704819200.0,1399805967.36
2018-03-20,'300380,安硕信息,20.08,20.28,19.58,19.6,20.62,-0.54,-2.6188,5.5334,3935800,78183789.76,2759795200.0,1428257308.16
2018-03-19,'300380,安硕信息,20.62,21.58,19.47,19.61,19.62,1.0,5.0968,8.7684,6236798,131242817.81,2834012800.0,1466666618.24
