日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-04-13,'300002,神州泰岳,6.74,6.78,6.65,6.71,6.65,0.09,1.3534,0.3897,7558247,50773622.12,13217759972.2,13072546887.8
2018-04-12,'300002,神州泰岳,6.65,6.8,6.64,6.7,6.75,-0.1,-1.4815,0.4539,8804018,59165935.36,13041261693.6,12897987656.4
2018-04-11,'300002,神州泰岳,6.75,6.84,6.69,6.73,6.73,0.02,0.2972,0.8037,15587434,105671034.41,13237370892.0,13091942358.0
2018-04-10,'300002,神州泰岳,6.73,6.77,6.47,6.68,6.78,-0.05,-0.7375,1.2843,24910037,164557806.71,13198149052.3,13053151417.7
2018-04-09,'300002,神州泰岳,6.78,6.92,6.66,6.83,6.88,-0.1,-1.4535,0.9709,18830158,128066696.97,13296203651.5,13150128768.5
2018-04-04,'300002,神州泰岳,6.88,7.04,6.86,6.95,6.93,-0.05,-0.7215,0.8404,16299177,113462718.58,13492312849.9,13344083470.1
2018-04-03,'300002,神州泰岳,6.93,7.04,6.82,6.96,7.06,-0.13,-1.8414,0.917,17785659,123714570.55,13590367449.1,13441060820.9
2018-04-02,'300002,神州泰岳,7.06,7.19,6.94,7.06,7.03,0.03,0.4267,1.0532,20427451,144287654.34,13845309407.0,13693201933.0
2018-03-30,'300002,神州泰岳,7.03,7.06,6.79,6.79,6.77,0.26,3.8405,1.1681,22656278,157359466.83,13786476647.5,13635015522.5
2018-03-29,'300002,神州泰岳,6.77,6.84,6.65,6.75,6.75,0.02,0.2963,0.8332,16160506,109264737.72,13276592731.7,13130733298.3
2018-03-28,'300002,神州泰岳,6.75,6.85,6.62,6.64,6.75,0.0,0.0,0.9723,18857655,127518262.64,13237370892.0,13091942358.0
2018-03-27,'300002,神州泰岳,6.75,6.81,6.56,6.61,6.53,0.22,3.3691,1.1588,22475903,150732573.09,13237370892.0,13091942358.0
2018-03-26,'300002,神州泰岳,6.53,6.58,6.22,6.28,6.37,0.16,2.5118,1.076,20870270,133836187.62,12805930655.5,12665242014.5
2018-03-23,'300002,神州泰岳,6.37,6.91,6.37,6.8,7.08,-0.71,-10.0282,1.7132,33227432,219964752.96,12492155938.1,12354914491.9
2018-03-22,'300002,神州泰岳,7.08,7.24,7.01,7.09,7.1,-0.02,-0.2817,1.0397,20165255,143394854.03,13884531246.7,13731992873.3
2018-03-21,'300002,神州泰岳,7.1,7.2,6.97,7.13,7.13,-0.03,-0.4208,1.0735,20821715,147450754.47,13923753086.4,13770783813.6
2018-03-20,'300002,神州泰岳,7.13,7.17,6.99,7.1,7.16,-0.03,-0.419,1.0038,19468854,137938166.81,13982585845.9,13828970224.1
2018-03-19,'300002,神州泰岳,7.16,7.56,6.92,7.0,7.1,0.06,0.8451,1.6806,32596670,235080361.67,14041418605.4,13887156634.6
2018-03-16,'300002,神州泰岳,7.1,7.35,6.91,7.07,7.07,0.03,0.4243,1.1916,23112324,163298856.88,13923753086.4,13770783813.6
2018-03-15,'300002,神州泰岳,7.07,7.19,6.89,7.03,7.09,-0.02,-0.2821,0.9675,18765406,132138762.15,13864920326.9,13712597403.1
2018-03-14,'300002,神州泰岳,7.09,7.3,7.07,7.22,7.27,-0.18,-2.4759,1.0058,19507937,139878804.3,13904142166.6,13751388343.4
2018-03-13,'300002,神州泰岳,7.27,7.41,7.18,7.3,7.36,-0.09,-1.2228,1.2609,24456043,178347415.41,14257138723.7,14100506806.3
2018-03-12,'300002,神州泰岳,7.36,7.5,7.12,7.12,7.04,0.32,4.5455,1.9931,38656790,282517407.68,14433637002.2,14275066037.8
2018-03-09,'300002,神州泰岳,7.04,7.14,6.79,6.8,6.79,0.25,3.6819,1.5186,29453404,205453532.34,13806087567.4,13654410992.6
2018-03-08,'300002,神州泰岳,6.79,6.94,6.75,6.83,6.88,-0.09,-1.3081,0.7909,15338952,104675651.74,13315814571.4,13169524238.6
2018-03-07,'300002,神州泰岳,6.88,7.07,6.73,6.74,6.72,0.16,2.381,1.4264,27665839,191576726.86,13492312849.9,13344083470.1
2018-03-06,'300002,神州泰岳,6.72,6.98,6.69,6.89,6.89,-0.17,-2.4673,1.2576,24390795,165974001.11,13178538132.5,13033755947.5
2018-03-05,'300002,神州泰岳,6.89,6.99,6.82,6.88,6.81,0.08,1.1747,0.9143,17734020,122014431.65,13511923769.8,13363478940.2
2018-03-02,'300002,神州泰岳,6.81,6.9,6.71,6.8,6.9,-0.09,-1.3043,1.1042,21416321,145885673.27,13355036411.0,13208315179.0
2018-03-01,'300002,神州泰岳,6.9,7.0,6.55,6.56,6.62,0.28,4.2296,1.6104,31233858,212190429.93,13531534689.6,13382874410.4
2018-02-28,'300002,神州泰岳,6.62,6.78,6.56,6.6,6.57,0.05,0.761,1.1624,22545216,150529356.88,12982428934.1,12839801245.9
2018-02-27,'300002,神州泰岳,6.57,6.79,6.48,6.5,6.56,0.01,0.1524,1.2057,23384922,155239126.77,12884374334.9,12742823895.1
2018-02-26,'300002,神州泰岳,6.56,6.59,6.32,6.36,6.34,0.22,3.47,1.107,21471451,139256558.45,12864763415.0,12723428425.0
2018-02-23,'300002,神州泰岳,6.34,6.42,6.3,6.39,6.4,-0.06,-0.9375,0.5929,11498814,72971981.04,12433323178.6,12296728081.4
