»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'002832,±»“Ù¿’∑“,62.1,62.98,59.01,59.08,59.73,2.37,3.9679,1.1027,558723,34476983.08,6624207000.0,3146607000.0
2018-04-12,'002832,±»“Ù¿’∑“,59.73,59.89,57.5,58.0,58.0,1.73,2.9828,0.5808,294300,17441903.0,6371399100.0,3026519100.0
2018-04-11,'002832,±»“Ù¿’∑“,58.0,60.0,56.99,57.9,56.99,1.01,1.7722,2.31,1170459,68199440.36,6186860000.0,2938860000.0
2018-04-10,'002832,±»“Ù¿’∑“,56.99,59.0,56.88,57.87,57.98,-0.99,-1.7075,1.881,953112,54680717.89,6079123300.0,2887683300.0
2018-04-09,'002832,±»“Ù¿’∑“,57.98,57.98,55.5,55.93,55.93,2.05,3.6653,0.7928,401722,22758084.56,6184726600.0,2937846600.0
2018-04-04,'002832,±»“Ù¿’∑“,55.93,57.55,55.86,56.49,56.49,-0.56,-0.9913,2.1233,1075900,60631799.44,5966053100.0,2833973100.0
2018-04-03,'002832,±»“Ù¿’∑“,56.49,57.75,55.36,55.4,55.75,0.74,1.3274,1.1925,604221,34071061.57,6025788300.0,2862348300.0
2018-04-02,'002832,±»“Ù¿’∑“,55.75,56.6,55.7,56.17,56.07,-0.32,-0.5707,0.804,407400,22849410.64,5946852500.0,2824852500.0
2018-03-30,'002832,±»“Ù¿’∑“,56.07,57.7,55.98,56.88,57.0,-0.93,-1.6316,0.8342,422700,24049076.0,5980986900.0,2841066900.0
2018-03-29,'002832,±»“Ù¿’∑“,57.0,59.24,55.95,57.78,57.78,-0.78,-1.3499,1.2721,644571,36802431.09,6080190000.0,2888190000.0
