日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-04-13,'002105,信隆健康,6.08,6.19,6.07,6.11,6.15,-0.07,-1.1382,0.3696,1361917,8321305.36,2240480000.0,2240480000.0
2018-04-12,'002105,信隆健康,6.15,6.2,6.06,6.14,6.14,0.01,0.1629,0.6325,2330729,14242154.33,2266275000.0,2266275000.0
2018-04-11,'002105,信隆健康,6.14,6.19,6.01,6.07,6.05,0.09,1.4876,0.5909,2177333,13306491.03,2262590000.0,2262590000.0
2018-04-10,'002105,信隆健康,6.05,6.08,5.97,6.07,6.04,0.01,0.1656,0.4329,1595295,9597436.69,2229425000.0,2229425000.0
2018-04-09,'002105,信隆健康,6.04,6.17,5.99,6.17,6.19,-0.15,-2.4233,0.7145,2632837,15933303.57,2225740000.0,2225740000.0
2018-04-04,'002105,信隆健康,6.19,6.43,6.15,6.3,6.36,-0.17,-2.673,1.5407,5677366,35502410.97,2281015000.0,2281015000.0
2018-04-03,'002105,信隆健康,6.36,6.36,5.89,5.92,6.04,0.32,5.298,1.3318,4907508,30070541.4,2343660000.0,2343660000.0
2018-04-02,'002105,信隆健康,6.04,6.09,5.91,6.0,6.09,-0.05,-0.821,0.9944,3664420,22095190.9,2225740000.0,2225740000.0
2018-03-30,'002105,信隆健康,6.09,6.13,5.96,6.05,6.0,0.09,1.5,0.6137,2261351,13756590.51,2244165000.0,2244165000.0
2018-03-29,'002105,信隆健康,6.0,6.09,5.85,5.87,5.82,0.18,3.0928,0.7925,2920343,17470638.88,2211000000.0,2211000000.0
2018-03-28,'002105,信隆健康,5.82,5.97,5.8,5.85,5.95,-0.13,-2.1849,0.5265,1940277,11386252.91,2144670000.0,2144670000.0
2018-03-27,'002105,信隆健康,5.95,5.95,5.76,5.76,5.76,0.19,3.2986,0.5703,2101680,12390696.8,2192575000.0,2192575000.0
2018-03-26,'002105,信隆健康,5.76,5.77,5.33,5.6,5.72,0.04,0.6993,0.6373,2348521,13056327.61,2122560000.0,2122560000.0
2018-03-23,'002105,信隆健康,5.72,6.05,5.7,6.05,6.18,-0.46,-7.4434,0.9246,3407214,20000397.81,2107820000.0,2107820000.0
2018-03-22,'002105,信隆健康,6.18,6.19,6.06,6.08,6.11,0.07,1.1457,0.7223,2661620,16363911.22,2277330000.0,2277330000.0
2018-03-21,'002105,信隆健康,6.11,6.16,6.05,6.06,6.09,0.02,0.3284,0.5465,2013886,12325946.0,2251535000.0,2251535000.0
2018-03-20,'002105,信隆健康,6.09,6.1,5.94,6.05,6.08,0.01,0.1645,0.733,2701201,16276700.05,2244165000.0,2244165000.0
2018-03-19,'002105,信隆健康,6.08,6.19,6.05,6.11,6.11,-0.03,-0.491,0.4259,1569340,9577308.4,2240480000.0,2240480000.0
2018-03-16,'002105,信隆健康,6.11,6.24,6.08,6.13,6.15,-0.04,-0.6504,0.4601,1695500,10421513.0,2251535000.0,2251535000.0
2018-03-15,'002105,信隆健康,6.15,6.21,6.06,6.2,6.28,-0.13,-2.0701,0.9065,3340456,20422665.78,2266275000.0,2266275000.0
2018-03-14,'002105,信隆健康,6.28,6.44,6.22,6.44,6.44,-0.16,-2.4845,1.594,5874028,37133596.18,2314180000.0,2314180000.0
2018-03-13,'002105,信隆健康,6.44,6.44,6.04,6.13,6.15,0.29,4.7154,1.7424,6420765,40176567.91,2373140000.0,2373140000.0
2018-03-12,'002105,信隆健康,6.15,6.35,6.14,6.2,6.1,0.05,0.8197,1.2383,4563303,28444613.27,2266275000.0,2266275000.0
2018-03-09,'002105,信隆健康,6.1,6.14,6.0,6.0,6.07,0.03,0.4942,1.2606,4645139,28266466.82,2247850000.0,2247850000.0
2018-03-08,'002105,信隆健康,6.07,6.11,5.72,5.75,5.75,0.32,5.5652,2.5538,9410871,56450479.83,2236795000.0,2236795000.0
2018-03-07,'002105,信隆健康,5.75,5.84,5.71,5.74,5.74,0.01,0.1742,0.9334,3439694,19923148.76,2118875000.0,2118875000.0
2018-03-06,'002105,信隆健康,5.74,5.78,5.63,5.63,5.66,0.08,1.4134,0.7828,2884800,16527715.0,2115190000.0,2115190000.0
2018-03-05,'002105,信隆健康,5.66,5.67,5.57,5.6,5.62,0.04,0.7117,0.396,1459362,8224521.06,2085710000.0,2085710000.0
2018-03-02,'002105,信隆健康,5.62,5.69,5.62,5.65,5.69,-0.07,-1.2302,0.5521,2034517,11477634.53,2070970000.0,2070970000.0
2018-03-01,'002105,信隆健康,5.69,5.71,5.51,5.51,5.61,0.08,1.426,0.9281,3419888,19306720.73,2096765000.0,2096765000.0
2018-02-28,'002105,信隆健康,5.61,5.67,5.42,5.56,5.59,0.02,0.3578,1.0329,3806227,21095591.4,2067285000.0,2067285000.0
2018-02-27,'002105,信隆健康,5.59,5.69,5.45,5.49,5.48,0.11,2.0073,1.1741,4326461,24130438.81,2059915000.0,2059915000.0
2018-02-26,'002105,信隆健康,5.48,5.53,5.35,5.38,5.37,0.11,2.0484,0.7923,2919784,15938606.57,2019380000.0,2019380000.0
2018-02-23,'002105,信隆健康,5.37,5.42,5.27,5.3,5.29,0.08,1.5123,0.7234,2665849,14227518.37,1978845000.0,1978845000.0
2018-02-22,'002105,信隆健康,5.29,5.33,5.22,5.25,5.21,0.08,1.5355,0.4604,1696501,8965272.3,1949365000.0,1949365000.0
2018-02-14,'002105,信隆健康,5.21,5.25,5.15,5.25,5.2,0.01,0.1923,0.3995,1472300,7640073.51,1919885000.0,1919885000.0
2018-02-13,'002105,信隆健康,5.2,5.31,5.19,5.24,5.21,-0.01,-0.1919,0.5332,1964733,10317937.15,1916200000.0,1916200000.0
2018-02-12,'002105,信隆健康,5.21,5.24,5.1,5.1,5.06,0.15,2.9644,0.6504,2396877,12418275.22,1919885000.0,1919885000.0
2018-02-09,'002105,信隆健康,5.06,5.14,4.99,5.13,5.21,-0.15,-2.8791,1.0961,4039263,20417893.13,1864610000.0,1864610000.0
2018-02-08,'002105,信隆健康,5.21,5.25,5.07,5.07,5.06,0.15,2.9644,0.6278,2313462,12025837.78,1919885000.0,1919885000.0
